sector,episode_start,episode_end,leader_symbol,leader_rank,n_peers,n_days,same_day_corr,delay1_corr,delay3_corr,delay7_corr,delay14_corr
dcg-portfolio,2025-07-05 23:59:59,2025-07-10 23:59:59,BTC,1,100,6,-0.7905,-0.5934,,,
dcg-portfolio,2025-10-11 23:59:59,2025-10-20 23:59:59,BTC,1,158,10,-0.7603,-0.6968,0.8471,,
dcg-portfolio,2026-04-05 23:59:59,2026-04-10 23:59:59,BTC,1,84,6,-0.224,-0.225,,,
dcg-portfolio,2026-04-20 23:59:59,2026-04-25 23:59:59,BTC,1,84,6,-0.7112,0.3935,,,
dcg-portfolio,2026-05-05 23:59:59,2026-05-11 23:59:59,BTC,1,98,7,-0.7031,0.1997,,,
dcg-portfolio,2026-08-19 23:59:59,2026-08-23 23:59:59,BTC,1,70,5,0.5637,,,,
decentralized-exchange,2020-09-23 23:59:59,2020-09-29 23:59:59,XLM,18,63,7,0.1975,-0.4041,,,
decentralized-exchange,2021-01-05 23:59:59,2021-01-10 23:59:59,XLM,11,49,5,,,,,
decentralized-exchange,2021-02-01 23:59:59,2021-02-06 23:59:59,XLM,11,76,6,-0.4415,-0.7761,,,
decentralized-exchange,2021-04-23 23:59:59,2021-04-27 23:59:59,UNI,9,164,5,0.5326,,,,
decentralized-exchange,2021-06-30 23:59:59,2021-07-04 23:59:59,UNI,10,158,5,0.9413,,,,
decentralized-exchange,2021-08-03 23:59:59,2021-08-07 23:59:59,UNI,10,170,5,-0.2507,,,,
decentralized-exchange,2022-03-24 23:59:59,2022-04-04 23:59:59,UNI,24,364,12,0.1553,-0.3188,0.1596,0.2789,
decentralized-exchange,2022-04-18 23:59:59,2022-04-26 23:59:59,UNI,25,256,9,0.7385,0.1315,-0.4131,,
decentralized-exchange,2022-06-23 23:59:59,2022-06-27 23:59:59,UNI,19,138,5,0.0705,,,,
decentralized-exchange,2022-07-04 23:59:59,2022-07-10 23:59:59,UNI,19,194,7,0.7288,-0.4739,,,
decentralized-exchange,2022-07-14 23:59:59,2022-07-20 23:59:59,UNI,17,196,7,0.5484,0.0915,,,
decentralized-exchange,2022-10-17 23:59:59,2022-10-22 23:59:59,UNI,16,168,6,-0.154,0.2961,,,
decentralized-exchange,2022-10-26 23:59:59,2022-10-31 23:59:59,UNI,16,168,6,0.4712,0.3355,,,
decentralized-exchange-dex-token,2023-03-31 23:59:59,2023-04-04 23:59:59,UNI,20,125,5,0.9924,,,,
decentralized-exchange-dex-token,2023-07-13 23:59:59,2023-07-19 23:59:59,XLM,20,182,7,-0.1917,0.3234,,,
decentralized-exchange-dex-token,2023-09-02 23:59:59,2023-09-06 23:59:59,XLM,23,123,5,0.9425,,,,
decentralized-exchange-dex-token,2023-11-01 23:59:59,2023-11-06 23:59:59,XLM,22,144,6,-0.073,0.9176,,,
decentralized-exchange-dex-token,2023-12-26 23:59:59,2024-01-01 23:59:59,UNI,21,144,6,0.9782,,,,
decentralized-exchange-dex-token,2024-05-09 23:59:59,2024-05-13 23:59:59,UNI,23,145,5,0.5312,,,,
decentralized-exchange-dex-token,2024-05-15 23:59:59,2024-05-22 23:59:59,UNI,24,234,8,0.488,-0.2519,0.2109,,
decentralized-exchange-dex-token,2024-06-06 23:59:59,2024-06-10 23:59:59,UNI,19,141,5,0.0645,,,,
decentralized-exchange-dex-token,2024-06-18 23:59:59,2024-06-26 23:59:59,UNI,17,269,9,0.5929,-0.1621,-0.2641,,
decentralized-exchange-dex-token,2024-07-05 23:59:59,2024-07-09 23:59:59,UNI,20,145,5,0.5984,,,,
decentralized-exchange-dex-token,2024-09-24 23:59:59,2024-09-30 23:59:59,UNI,24,212,7,0.1619,0.1841,,,
decentralized-exchange-dex-token,2024-10-25 23:59:59,2024-10-31 23:59:59,UNI,23,218,7,0.6546,-0.6373,,,
decentralized-exchange-dex-token,2025-07-08 23:59:59,2025-07-15 23:59:59,HYPE,11,241,8,0.1835,-0.8585,-0.033,,
decentralized-exchange-dex-token,2025-08-08 23:59:59,2025-08-13 23:59:59,XLM,11,175,6,0.4597,0.5598,,,
decentralized-exchange-dex-token,2025-12-22 23:59:59,2025-12-29 23:59:59,HYPE,14,221,8,0.1202,0.4878,0.1846,,
decentralized-exchange-dex-token,2026-02-28 23:59:59,2026-03-05 23:59:59,HYPE,13,154,6,-0.0363,-0.5957,,,
decentralized-exchange-dex-token,2026-03-13 23:59:59,2026-03-19 23:59:59,HYPE,11,175,7,-0.6049,0.0673,,,
decentralized-exchange-dex-token,2026-04-20 23:59:59,2026-04-24 23:59:59,HYPE,10,123,5,-0.2051,,,,
decentralized-exchange-dex-token,2026-06-12 23:59:59,2026-06-24 23:59:59,HYPE,9,326,13,0.3782,0.5085,-0.4926,0.293,
decentralized-exchange-dex-token,2026-07-01 23:59:59,2026-08-05 23:59:59,HYPE,9,956,36,-0.1662,0.09,-0.2592,-0.1093,0.0882
decentralized-exchange-dex-token,2026-08-15 23:59:59,2026-08-23 23:59:59,HYPE,9,241,9,-0.6699,0.525,-0.3527,,
defai,2025-04-07 23:59:59,2025-04-13 23:59:59,PAAL,304,23,7,0.8378,-0.3836,,,
defai,2025-04-23 23:59:59,2025-04-29 23:59:59,PAAL,262,26,7,0.1657,-0.2928,,,
defai,2025-09-11 23:59:59,2025-09-15 23:59:59,AIXBT,340,10,5,0.8961,,,,
defai,2026-06-24 23:59:59,2026-07-02 23:59:59,VELVET,127,9,9,0.2947,0.7126,0.2172,,
defi,2020-09-24 23:59:59,2020-09-29 23:59:59,LINK,6,364,6,0.9138,0.8359,,,
defi,2021-07-06 23:59:59,2021-07-10 23:59:59,UNI,10,614,5,0.7506,,,,
defi,2021-07-31 23:59:59,2021-08-07 23:59:59,UNI,10,1064,8,0.1616,0.3304,-0.3358,,
defi,2021-09-26 23:59:59,2021-10-01 23:59:59,AVAX,12,674,5,,,,,
defi,2021-12-17 23:59:59,2021-12-23 23:59:59,AVAX,9,832,7,-0.1407,0.2465,,,
defi,2022-03-29 23:59:59,2022-04-05 23:59:59,LUNA,8,1010,8,-0.1809,0.5989,0.1426,,
defi,2022-06-08 23:59:59,2022-06-12 23:59:59,WBTC,12,597,5,-0.5118,,,,
defi,2022-06-23 23:59:59,2022-06-27 23:59:59,DAI,12,597,5,-0.5307,,,,
defi,2022-07-03 23:59:59,2022-07-09 23:59:59,DAI,11,841,7,0.258,0.6117,,,
defi,2022-07-16 23:59:59,2022-07-21 23:59:59,DAI,12,737,6,0.1831,-0.2535,,,
defi,2022-07-29 23:59:59,2022-08-02 23:59:59,DAI,13,625,5,-0.3375,,,,
defi,2022-11-25 23:59:59,2022-12-04 23:59:59,DAI,12,1269,10,0.3516,-0.0883,0.3247,,
defi,2022-12-26 23:59:59,2023-01-02 23:59:59,DAI,11,1001,8,-0.6279,-0.7188,0.3194,,
defi,2023-01-06 23:59:59,2023-01-10 23:59:59,DAI,11,624,5,-0.6738,,,,
defi,2023-04-10 23:59:59,2023-04-15 23:59:59,AVAX,16,718,6,0.265,0.8638,,,
defi,2023-06-20 23:59:59,2023-06-27 23:59:59,DAI,15,842,7,-0.4627,,,,
defi,2023-07-08 23:59:59,2023-07-14 23:59:59,AVAX,16,832,7,0.3548,0.1046,,,
defi,2024-05-16 23:59:59,2024-05-22 23:59:59,AVAX,12,746,7,0.6961,0.0933,,,
defi,2024-06-06 23:59:59,2024-06-10 23:59:59,AVAX,12,539,5,0.9834,,,,
defi,2024-06-19 23:59:59,2024-06-26 23:59:59,AVAX,12,866,8,0.2667,0.1991,0.0297,,
defi,2024-07-11 23:59:59,2024-07-15 23:59:59,AVAX,12,529,5,0.7793,,,,
defi,2024-07-29 23:59:59,2024-08-04 23:59:59,AVAX,12,625,6,0.7611,,,,
defi,2024-09-20 23:59:59,2024-09-30 23:59:59,AVAX,12,1095,11,0.5251,-0.18,0.3586,,
defi,2024-11-30 23:59:59,2024-12-04 23:59:59,AVAX,10,491,5,-0.2022,,,,
defi,2025-01-18 23:59:59,2025-01-22 23:59:59,AVAX,11,455,5,0.933,,,,
defi,2025-02-03 23:59:59,2025-02-09 23:59:59,LINK,11,654,7,0.467,0.0719,,,
defi,2025-02-11 23:59:59,2025-02-16 23:59:59,LINK,11,582,6,0.563,-0.5281,,,
defi,2025-03-07 23:59:59,2025-03-12 23:59:59,LINK,12,572,6,0.2718,0.7215,,,
defi,2025-07-06 23:59:59,2025-07-11 23:59:59,HYPE,11,826,6,-0.0343,-0.4596,,,
defi,2025-12-04 23:59:59,2025-12-08 23:59:59,STETH,201,1005,5,0.7734,,,,
defi,2025-12-23 23:59:59,2025-12-27 23:59:59,STETH,201,988,5,0.925,,,,
defi,2026-04-07 23:59:59,2026-04-11 23:59:59,WTRX,201,1008,5,-0.9369,,,,
defi,2026-06-13 23:59:59,2026-06-19 23:59:59,HYPE,9,1652,7,0.1003,0.6425,,,
defi,2026-07-05 23:59:59,2026-07-11 23:59:59,HYPE,9,1667,7,0.0023,0.094,,,
defi,2026-07-19 23:59:59,2026-07-24 23:59:59,STETH,201,1470,6,0.2161,-0.59,,,
defi,2026-07-30 23:59:59,2026-08-05 23:59:59,STETH,201,1491,7,-0.6938,0.2372,,,
defi,2026-08-17 23:59:59,2026-08-23 23:59:59,STETH,201,1464,7,-0.4924,-0.5662,,,
defi-2,2022-03-20 23:59:59,2022-03-26 23:59:59,SPELL,155,8,7,-0.1581,-0.6543,,,
defi-2,2022-07-15 23:59:59,2022-07-22 23:59:59,SPELL,197,16,8,0.2329,-0.4653,0.1943,,
defi-2,2022-07-24 23:59:59,2022-08-05 23:59:59,SPELL,193,26,13,0.2195,-0.2949,-0.2307,-0.3943,
defi-2,2022-10-20 23:59:59,2022-10-24 23:59:59,UQC,230,10,5,0.3109,,,,
defi-2,2022-12-31 23:59:59,2023-01-04 23:59:59,SPELL,285,10,5,0.6497,,,,
defi-2,2023-01-27 23:59:59,2023-02-02 23:59:59,SPELL,278,14,7,-0.5279,0.0481,,,
defi-2,2023-02-14 23:59:59,2023-02-19 23:59:59,SPELL,291,12,6,0.4455,-0.5597,,,
defi-2,2023-06-14 23:59:59,2023-06-18 23:59:59,SPELL,355,5,5,0.4225,,,,
defi-2,2023-09-11 23:59:59,2023-09-19 23:59:59,SPELL,389,7,7,0.6408,,,,
defi-2,2023-10-12 23:59:59,2023-10-16 23:59:59,SPELL,376,5,5,,,,,
defi-2,2023-10-25 23:59:59,2023-11-01 23:59:59,SPELL,380,8,8,0.373,0.2742,-0.1018,,
defi-2,2023-11-24 23:59:59,2023-11-29 23:59:59,UQC,238,6,6,-0.6363,,,,
defi-2,2023-12-23 23:59:59,2023-12-29 23:59:59,UQC,349,9,6,0.0684,,,,
defi-2,2024-01-16 23:59:59,2024-01-20 23:59:59,UQC,348,6,5,0.5003,,,,
defi-2,2024-02-23 23:59:59,2024-03-02 23:59:59,UQC,428,10,9,-0.1469,-0.3206,-0.6619,,
defi-2,2024-05-30 23:59:59,2024-06-05 23:59:59,KDA,288,7,7,0.1426,-0.4797,,,
defi-2,2024-06-11 23:59:59,2024-06-17 23:59:59,KDA,294,7,7,0.7946,-0.5403,,,
defi-2,2024-06-20 23:59:59,2024-06-30 23:59:59,KDA,264,22,11,0.596,-0.1773,-0.0775,,
defi-2,2024-09-26 23:59:59,2024-09-30 23:59:59,KDA,253,5,5,0.4861,,,,
defi-2,2024-10-13 23:59:59,2024-10-19 23:59:59,KDA,269,7,7,0.2408,-0.3387,,,
defi-2,2024-11-27 23:59:59,2024-12-04 23:59:59,KDA,193,8,8,0.3975,0.4456,-0.3995,,
defi-2,2025-01-18 23:59:59,2025-01-24 23:59:59,KDA,242,7,7,0.2913,0.1237,,,
defi-2,2025-02-05 23:59:59,2025-02-09 23:59:59,SPELL,262,5,5,0.4275,,,,
defi-2,2025-04-07 23:59:59,2025-04-13 23:59:59,OHM,211,14,7,-0.1195,-0.3634,,,
defiance-capital,2021-07-02 23:59:59,2021-07-12 23:59:59,UNI,11,66,11,0.808,-0.0432,0.3061,,
defiance-capital,2021-07-21 23:59:59,2021-07-26 23:59:59,UNI,11,36,6,0.8796,0.5421,,,
defiance-capital,2021-08-04 23:59:59,2021-08-11 23:59:59,UNI,10,48,8,0.7682,0.1536,-0.6542,,
defiance-capital,2021-09-15 23:59:59,2021-09-19 23:59:59,UNI,11,30,5,0.9283,,,,
defiance-capital,2021-10-13 23:59:59,2021-10-19 23:59:59,UNI,11,48,7,0.9191,-0.4293,,,
defiance-capital-portfolio,2022-02-25 23:59:59,2022-03-03 23:59:59,UNI,26,42,7,0.547,0.4264,,,
defiance-capital-portfolio,2022-03-17 23:59:59,2022-03-24 23:59:59,UNI,24,48,8,0.5985,0.7194,-0.8867,,
defiance-capital-portfolio,2022-03-26 23:59:59,2022-04-06 23:59:59,UNI,24,72,12,0.56,-0.1094,0.0502,-0.2164,
defiance-capital-portfolio,2022-05-18 23:59:59,2022-06-05 23:59:59,UNI,24,114,19,0.702,-0.0002,-0.2267,0.3583,0.5091
defiance-capital-portfolio,2022-06-19 23:59:59,2022-06-27 23:59:59,UNI,22,54,9,-0.1244,0.4087,-0.27,,
defiance-capital-portfolio,2022-07-04 23:59:59,2022-07-10 23:59:59,UNI,19,42,7,0.6976,-0.4909,,,
defiance-capital-portfolio,2022-07-13 23:59:59,2022-07-20 23:59:59,UNI,19,48,8,0.8494,0.1706,0.0164,,
defiance-capital-portfolio,2022-09-02 23:59:59,2022-09-06 23:59:59,UNI,19,30,5,0.9507,,,,
defiance-capital-portfolio,2022-09-28 23:59:59,2022-10-05 23:59:59,UNI,17,48,8,-0.0276,0.281,0.7727,,
defiance-capital-portfolio,2022-10-26 23:59:59,2022-10-31 23:59:59,UNI,16,36,6,0.4707,0.1121,,,
defiance-capital-portfolio,2022-11-26 23:59:59,2022-11-30 23:59:59,UNI,17,35,5,-0.4137,,,,
defiance-capital-portfolio,2023-04-06 23:59:59,2023-04-10 23:59:59,UNI,20,35,5,-0.3706,,,,
defiance-capital-portfolio,2023-07-13 23:59:59,2023-07-20 23:59:59,UNI,25,56,8,0.7235,-0.0921,0.117,,
defiance-capital-portfolio,2023-08-08 23:59:59,2023-08-12 23:59:59,UNI,23,35,5,,,,,
defiance-capital-portfolio,2023-11-22 23:59:59,2023-11-29 23:59:59,UNI,22,49,7,0.6232,,,,
defiance-capital-portfolio,2023-12-25 23:59:59,2023-12-30 23:59:59,UNI,23,35,5,,,,,
defiance-capital-portfolio,2024-02-23 23:59:59,2024-02-29 23:59:59,UNI,16,42,7,0.5199,0.6565,,,
defiance-capital-portfolio,2024-05-25 23:59:59,2024-05-29 23:59:59,UNI,19,35,5,0.5819,,,,
defiance-capital-portfolio,2024-06-20 23:59:59,2024-06-28 23:59:59,UNI,17,65,9,-0.3228,0.3525,-0.4993,,
defiance-capital-portfolio,2024-07-11 23:59:59,2024-07-15 23:59:59,UNI,22,35,5,0.9412,,,,
defiance-capital-portfolio,2024-08-12 23:59:59,2024-08-18 23:59:59,UNI,23,30,5,,,,,
defiance-capital-portfolio,2024-09-18 23:59:59,2024-09-29 23:59:59,UNI,22,72,12,0.3018,-0.4429,-0.0801,-0.4552,
defiance-capital-portfolio,2024-11-25 23:59:59,2024-12-04 23:59:59,UNI,23,63,10,0.6889,-0.4279,0.2679,,
defiance-capital-portfolio,2025-05-10 23:59:59,2025-05-17 23:59:59,UNI,28,40,8,0.9225,-0.2051,0.8314,,
defiance-capital-portfolio,2025-06-10 23:59:59,2025-06-16 23:59:59,UNI,27,31,7,0.9011,-0.4047,,,
defiance-capital-portfolio,2025-06-25 23:59:59,2025-06-30 23:59:59,UNI,28,24,6,0.9187,0.1585,,,
defiance-capital-portfolio,2025-07-18 23:59:59,2025-07-23 23:59:59,UNI,23,28,6,0.677,0.7237,,,
defiance-capital-portfolio,2025-08-22 23:59:59,2025-08-26 23:59:59,UNI,23,25,5,0.9653,,,,
defiance-capital-portfolio,2025-10-17 23:59:59,2025-10-21 23:59:59,UNI,29,25,5,0.2055,,,,
defiance-capital-portfolio,2026-01-04 23:59:59,2026-01-08 23:59:59,UNI,29,25,5,0.2313,,,,
defiance-capital-portfolio,2026-03-15 23:59:59,2026-03-20 23:59:59,UNI,34,24,6,0.541,-0.3973,,,
defiance-capital-portfolio,2026-06-13 23:59:59,2026-06-22 23:59:59,UNI,44,40,10,0.6594,0.1399,-0.5812,,
defiance-capital-portfolio,2026-07-06 23:59:59,2026-07-26 23:59:59,UNI,35,84,21,0.1889,-0.0469,0.1072,-0.4593,-0.3411
defiance-capital-portfolio,2026-08-19 23:59:59,2026-08-23 23:59:59,UNI,33,20,5,-0.1617,,,,
depin,2024-06-20 23:59:59,2024-06-29 23:59:59,ICP,24,455,10,0.7492,0.1866,0.3827,,
depin,2024-07-01 23:59:59,2024-07-06 23:59:59,ICP,25,272,6,0.6387,0.9101,,,
depin,2024-07-11 23:59:59,2024-07-16 23:59:59,ICP,25,259,6,-0.472,0.6813,,,
depin,2024-09-20 23:59:59,2024-09-30 23:59:59,TAO,29,443,11,0.6253,-0.248,0.1269,,
depin,2024-11-25 23:59:59,2024-12-03 23:59:59,TAO,31,366,9,0.7696,-0.214,-0.3144,,
depin,2025-02-03 23:59:59,2025-02-10 23:59:59,TAO,38,319,8,0.8281,-0.0901,-0.6798,,
depin,2025-07-05 23:59:59,2025-07-11 23:59:59,TAO,32,324,7,0.4597,-0.1204,,,
depin,2025-12-05 23:59:59,2025-12-09 23:59:59,WETH,206,184,5,0.4307,,,,
depin,2025-12-23 23:59:59,2025-12-28 23:59:59,WETH,206,212,6,-0.2627,0.5805,,,
depin,2026-01-05 23:59:59,2026-01-11 23:59:59,WETH,206,256,7,0.3536,-0.6199,,,
depin,2026-03-14 23:59:59,2026-03-24 23:59:59,WETH,207,343,11,-0.2479,-0.0165,0.2696,,
depin,2026-06-13 23:59:59,2026-06-19 23:59:59,WETH,207,210,7,0.0123,-0.2369,,,
depin,2026-07-02 23:59:59,2026-07-09 23:59:59,WETH,208,221,8,0.4505,0.03,-0.0999,,
depin,2026-07-31 23:59:59,2026-08-07 23:59:59,WETH,208,252,8,-0.4641,0.4523,-0.4378,,
depin,2026-08-15 23:59:59,2026-08-23 23:59:59,WETH,208,257,9,-0.2352,-0.216,-0.4996,,
derivatives,2020-08-26 23:59:59,2020-09-02 23:59:59,FTT,55,24,8,-0.3459,0.5556,0.0779,,
derivatives,2021-01-01 23:59:59,2021-01-09 23:59:59,FTT,48,10,8,0.7778,0.1808,,,
derivatives,2021-04-21 23:59:59,2021-04-29 23:59:59,FTT,31,89,9,0.6787,-0.1089,-0.4812,,
derivatives,2021-05-13 23:59:59,2021-05-19 23:59:59,FTT,34,70,7,0.6794,-0.1794,,,
derivatives,2021-06-30 23:59:59,2021-07-04 23:59:59,FTT,38,50,5,-0.2995,,,,
derivatives,2021-07-29 23:59:59,2021-08-05 23:59:59,FTT,32,80,8,-0.2314,0.7102,-0.0619,,
derivatives,2021-08-31 23:59:59,2021-09-04 23:59:59,FTT,33,55,5,0.2814,,,,
derivatives,2022-05-19 23:59:59,2022-05-24 23:59:59,FTT,22,49,6,0.675,-0.6709,,,
derivatives,2022-06-19 23:59:59,2022-06-25 23:59:59,FTT,19,67,7,-0.0242,-0.2889,,,
derivatives,2022-09-18 23:59:59,2022-09-23 23:59:59,FTT,24,60,6,0.4011,0.1663,,,
derivatives,2022-09-25 23:59:59,2022-10-01 23:59:59,FTT,24,70,7,-0.6033,0.5032,,,
derivatives,2022-10-04 23:59:59,2022-10-10 23:59:59,FTT,24,76,7,0.6333,0.0996,,,
derivatives,2022-10-16 23:59:59,2022-10-22 23:59:59,FTT,23,70,7,0.797,0.1415,,,
derivatives,2022-10-26 23:59:59,2022-11-01 23:59:59,FTT,24,70,7,-0.1067,-0.2045,,,
derivatives,2022-11-03 23:59:59,2022-11-07 23:59:59,FTT,24,50,5,0.0694,,,,
derivatives,2022-12-29 23:59:59,2023-01-04 23:59:59,GMX,73,70,7,-0.0666,0.0742,,,
derivatives,2023-01-19 23:59:59,2023-01-29 23:59:59,FTT,208,110,11,0.5576,0.0071,0.3638,,
derivatives,2023-02-25 23:59:59,2023-03-02 23:59:59,SNX,76,54,6,0.7438,-0.617,,,
derivatives,2023-03-16 23:59:59,2023-03-21 23:59:59,SNX,65,49,6,-0.5667,0.068,,,
derivatives,2023-04-12 23:59:59,2023-04-20 23:59:59,FTT,210,80,9,-0.1534,-0.1514,0.0682,,
derivatives,2023-07-16 23:59:59,2023-07-23 23:59:59,SNX,60,57,7,-0.2228,,,,
derivatives,2023-09-01 23:59:59,2023-09-06 23:59:59,SNX,61,48,6,0.9622,,,,
derivatives,2024-05-09 23:59:59,2024-05-13 23:59:59,JUP,62,30,5,0.481,,,,
derivatives,2024-08-02 23:59:59,2024-08-07 23:59:59,JUP,59,35,6,0.781,,,,
derivatives,2024-08-13 23:59:59,2024-08-19 23:59:59,JUP,60,30,5,,,,,
derivatives,2024-08-25 23:59:59,2024-08-30 23:59:59,JUP,58,36,6,-0.3499,0.4772,,,
derivatives,2024-09-24 23:59:59,2024-09-30 23:59:59,JUP,63,42,7,0.7639,-0.0955,,,
derivatives,2024-10-20 23:59:59,2024-10-26 23:59:59,JUP,61,42,7,0.4738,0.1892,,,
derivatives,2025-02-03 23:59:59,2025-02-09 23:59:59,HYPE,19,49,7,0.1193,-0.4947,,,
derivatives,2025-08-28 23:59:59,2025-09-01 23:59:59,HYPE,12,30,5,-0.2884,,,,
derivatives,2025-09-22 23:59:59,2025-09-30 23:59:59,HYPE,11,97,9,0.5754,-0.5314,0.0842,,
derivatives,2025-10-17 23:59:59,2025-10-21 23:59:59,HYPE,12,86,5,0.9144,,,,
derivatives,2025-12-23 23:59:59,2025-12-29 23:59:59,HYPE,14,88,7,0.4025,-0.0492,,,
derivatives,2026-03-15 23:59:59,2026-03-21 23:59:59,HYPE,11,77,7,-0.0474,0.3947,,,
derivatives,2026-04-02 23:59:59,2026-04-08 23:59:59,HYPE,11,81,7,-0.1893,-0.625,,,
derivatives,2026-05-18 23:59:59,2026-05-26 23:59:59,HYPE,10,120,9,0.4124,-0.2355,-0.0811,,
derivatives,2026-06-08 23:59:59,2026-06-15 23:59:59,HYPE,9,112,8,0.7206,0.3108,0.7762,,
derivatives,2026-06-21 23:59:59,2026-07-03 23:59:59,HYPE,9,169,13,0.2494,0.7318,-0.6822,-0.7963,
derivatives,2026-07-05 23:59:59,2026-07-12 23:59:59,HYPE,9,104,8,0.3087,-0.4269,0.5979,,
derivatives,2026-07-21 23:59:59,2026-07-27 23:59:59,HYPE,9,91,7,0.5595,-0.102,,,
derivatives,2026-08-15 23:59:59,2026-08-19 23:59:59,HYPE,9,65,5,-0.6879,,,,
desci,2024-04-09 23:59:59,2024-04-18 23:59:59,TRAC,173,10,10,-0.342,0.2172,-0.4734,,
desci,2024-06-24 23:59:59,2024-07-07 23:59:59,TRAC,187,5,5,,,,,
desci,2024-08-03 23:59:59,2024-08-07 23:59:59,TRAC,177,5,5,0.71,,,,
desci,2024-12-27 23:59:59,2025-01-04 23:59:59,TRAC,183,10,8,0.5933,-0.0869,-0.629,,
desci,2025-05-23 23:59:59,2025-05-29 23:59:59,TRAC,187,14,7,-0.7527,0.9832,,,
desci,2025-07-29 23:59:59,2025-08-02 23:59:59,TRAC,187,15,5,-0.5322,,,,
desci,2025-10-13 23:59:59,2025-10-18 23:59:59,TRAC,159,12,6,-0.035,-0.2452,,,
desci,2026-03-19 23:59:59,2026-03-24 23:59:59,TRAC,152,12,6,-0.1745,0.4726,,,
desci,2026-04-26 23:59:59,2026-05-04 23:59:59,TRAC,151,27,9,0.0493,-0.2676,-0.2621,,
desci,2026-07-21 23:59:59,2026-07-26 23:59:59,TRAC,141,6,6,0.2402,-0.1455,,,
desci,2026-08-01 23:59:59,2026-08-05 23:59:59,TRAC,144,5,5,-0.331,,,,
desci,2026-08-07 23:59:59,2026-08-11 23:59:59,TRAC,144,5,5,-0.0552,,,,
desci,2026-08-18 23:59:59,2026-08-23 23:59:59,TRAC,145,6,6,-0.3203,-0.4773,,,
dex,2021-04-30 23:59:59,2021-05-05 23:59:59,BAKE,220,21,6,0.7588,0.6557,,,
dex,2021-08-12 23:59:59,2021-08-18 23:59:59,BAKE,128,31,7,-0.414,0.5338,,,
dex,2021-08-23 23:59:59,2021-08-27 23:59:59,BAKE,125,34,5,0.7627,,,,
dex,2022-02-05 23:59:59,2022-02-16 23:59:59,RAY,166,72,12,0.7687,-0.454,-0.0964,-0.7682,
dex,2022-03-25 23:59:59,2022-04-07 23:59:59,CAKE,55,115,14,0.4843,-0.1925,0.0558,0.0653,
dex,2022-07-02 23:59:59,2022-07-06 23:59:59,CAKE,75,43,5,0.4822,,,,
dex,2022-07-11 23:59:59,2022-07-15 23:59:59,CAKE,77,45,5,-0.3015,,,,
dex,2022-08-04 23:59:59,2022-08-10 23:59:59,CAKE,73,70,7,0.6281,-0.3679,,,
dex,2022-09-19 23:59:59,2022-09-30 23:59:59,CAKE,62,119,12,-0.4265,-0.0192,0.3664,-0.4624,
dex,2022-10-17 23:59:59,2022-10-23 23:59:59,CAKE,62,63,7,-0.0528,0.6618,,,
dex,2022-10-26 23:59:59,2022-11-05 23:59:59,CAKE,66,99,11,0.6245,0.06,-0.0046,,
dex,2022-11-23 23:59:59,2022-11-28 23:59:59,CAKE,65,66,6,0.4787,-0.8859,,,
dex,2023-01-25 23:59:59,2023-01-29 23:59:59,CAKE,65,55,5,-0.0504,,,,
dex,2023-04-07 23:59:59,2023-04-11 23:59:59,CAKE,66,45,5,0.5723,,,,
dex,2023-04-13 23:59:59,2023-04-18 23:59:59,CAKE,68,54,6,-0.4025,0.0132,,,
dex,2023-09-02 23:59:59,2023-09-06 23:59:59,RUNE,61,45,5,0.9573,,,,
dex,2023-10-25 23:59:59,2023-10-29 23:59:59,RUNE,52,46,5,0.2115,,,,
dex,2023-11-03 23:59:59,2023-11-16 23:59:59,RUNE,45,106,12,0.0503,0.199,0.0693,,
dex,2023-12-25 23:59:59,2024-01-01 23:59:59,RUNE,42,62,7,-0.6306,,,,
dex,2024-06-18 23:59:59,2024-06-29 23:59:59,RUNE,59,122,12,0.8594,-0.1681,0.1353,0.6534,
dex,2024-07-20 23:59:59,2024-07-25 23:59:59,RUNE,55,66,6,0.0026,0.9308,,,
dex,2024-08-09 23:59:59,2024-08-14 23:59:59,RUNE,61,67,6,0.2891,-0.313,,,
dex,2024-09-22 23:59:59,2024-09-30 23:59:59,RUNE,51,97,9,0.4072,0.4487,0.2095,,
dex,2025-01-18 23:59:59,2025-01-22 23:59:59,RAY,59,46,5,0.0476,,,,
dex,2025-02-03 23:59:59,2025-02-09 23:59:59,RAY,54,70,7,0.1996,0.0792,,,
dex,2025-07-08 23:59:59,2025-07-14 23:59:59,JLP,202,78,7,-0.6423,0.4416,,,
dex,2025-08-28 23:59:59,2025-09-01 23:59:59,JLP,202,54,5,0.3123,,,,
dex,2025-12-22 23:59:59,2025-12-28 23:59:59,ASTER,40,84,7,0.2299,0.131,,,
dex,2026-04-25 23:59:59,2026-05-02 23:59:59,ASTER,43,96,8,0.2109,-0.4094,-0.7977,,
dex,2026-06-11 23:59:59,2026-06-18 23:59:59,LAB,213,82,8,-0.449,0.2454,0.6283,,
dex,2026-06-20 23:59:59,2026-06-29 23:59:59,LAB,209,110,10,0.0838,-0.1792,-0.7302,,
dex,2026-07-01 23:59:59,2026-07-11 23:59:59,LAB,213,124,11,-0.3761,0.1583,-0.2502,,
dex,2026-07-17 23:59:59,2026-07-23 23:59:59,ASTER,40,83,7,0.6942,-0.7524,,,
dex,2026-07-25 23:59:59,2026-08-05 23:59:59,ASTER,39,139,12,0.3162,-0.0143,0.213,0.3603,
