internal_asset_id,canonical_symbol,cmc_name,distinct_cmc_ids_for_symbol,coingecko_candidates,coinpaprika_candidates,collision_class,classification_note
CMC:6636,DOT,Polkadot,1,5,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:6719,GRT,The Graph,1,1,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:6748,CFG,Centrifuge,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:6756,ACA,Acala Token,1,1,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:6758,SUSHI,SushiSwap,1,1,4,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:6783,AXS,Axie Infinity,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:6836,GLMR,Moonbeam,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:6841,PHA,Phala Network,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:6843,RAD,Radworks,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:6892,EGLD,MultiversX,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:6945,AMP,Amp,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:6952,FRAX,Frax,1,3,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:6953,FXS,Frax Share,1,0,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:6958,ACH,Alchemy Pay,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7080,GALA,Gala,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7083,UNI,Uniswap,1,5,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7127,VELO,Velo,2,2,3,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:7129,USTC,TerraClassicUSD,1,2,1,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7184,KOGE,48 Club Token,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7186,CAKE,PancakeSwap,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7192,WBNB,Wrapped BNB,1,13,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7224,DODO,DODO,1,3,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7226,INJ,Injective,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7232,ALPHA,Stella,1,7,16,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7278,AAVE,Aave,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7288,XVS,Venus,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7326,DEXE,DeXe,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7334,CFX,Conflux,1,3,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7411,CQT,Covalent,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:7429,LQTY,Liquity,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7431,AKT,Akash Network,1,2,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7455,AUDIO,Audius,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7497,POND,Marlin,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7501,WOO,WOO,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7505,EVER,Everscale,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7533,ORAI,Oraichain,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7548,WEMIX,WEMIX,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7653,ROSE,Oasis,1,3,6,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7725,TRU,TrueFi,1,2,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7737,API3,API3,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:7859,BADGER,Badger DAO,1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7878,MOB,MobileCoin,1,3,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7950,FLR,Flare,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:7957,VUSDT,Venus USDT,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:7958,VUSDC,Venus USDC,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:7959,VBUSD,Venus BUSD,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:7961,VBNB,Venus BNB,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:7962,VBTC,Venus BTC,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7963,VETH,Venus ETH,1,4,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:7978,FIDA,Solana Name Service,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8000,LDO,Lido DAO,1,2,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8037,VANRY,Vanar Chain,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8049,TORN,Tornado Cash,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8083,LON,Tokenlon Network Token,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8085,STETH,Lido Staked ETH,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8100,ANKRETH,Ankr Staked ETH,1,1,0,NO_COLLISION,no symbol multiplicity
CMC:8104,1INCH,1inch Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8119,SFP,SafePal,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8258,CUDOS,CUDOS,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8290,SUPER,SuperVerse,1,3,11,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8353,BETH,Beacon ETH,1,2,7,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8420,DAO,DAO Maker,1,2,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8422,PNG,Pangolin,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8425,JASMY,JasmyCoin,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8526,RAY,Raydium,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8534,CHEX,Chintai,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8536,MASK,Mask Network,1,2,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8602,AUCTION,Bounce Token,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8646,MINA,Mina,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8677,XYM,Symbol,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8719,ILV,Illuvium,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:8766,ALICE,MyNeighborAlice,1,3,6,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:8916,ICP,Internet Computer,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:8925,WMATIC,Wrapped Matic,1,0,0,NO_COLLISION,no symbol multiplicity
CMC:8972,SFUND,Seedify.fund,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9025,TRIBE,Tribe,1,2,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9040,PUNDIX,Pundi X (New),1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9067,OHM,Olympus v2,1,2,1,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:9104,AIOZ,AIOZ Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9175,MBOX,MOBOX,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9258,XCH,Chia,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9260,ZIG,Zignaly,1,1,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:9263,ZCX,Unizen,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9285,MOVR,Moonriver,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9288,QI,BENQI,1,4,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9308,PYR,Vulcan Forged (PYR),1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9436,ELON,Dogelon Mars,1,4,16,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9444,KNC,Kyber Network Crystal v2,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9462,WAVAX,Wrapped AVAX,1,5,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9481,PENDLE,Pendle,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9486,BTCT,Bitcoin TRC20,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9543,BICO,Biconomy,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:9566,LUSD,Liquity USD,1,3,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9637,ALU,Altura,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9640,METIS,Metis,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9674,WILD,Wilder World,1,1,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:9816,NFT,APENFT,1,2,11,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:9903,CVX,Convex Finance,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10052,GTC,Gitcoin,1,3,10,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10180,GOMINING,Gomining,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:10188,ATA,Automata Network,1,2,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:10240,WFTM,Wrapped Fantom,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:10312,ELG,EscoinToken,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:10407,BABYDOGE,Baby Doge Coin,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10442,DESO,Decentralized Social,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:10508,FLUID,Fluid,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10529,SUN,Sun (New),1,1,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:10603,IMX,Immutable,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:10630,GOG,Guild of Guardians,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10688,YGG,Yield Guild Games,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10791,XEC,eCash,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:10804,FLOKI,FLOKI,1,1,18,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:10894,SRX,StorX Network,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:10898,WCFG,Wrapped Centrifuge,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:10903,C98,Coin98,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:11078,IAG,IAGON,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:11092,BGB,Bitget Token,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:11156,ETHDYDX,dYdX (ethDYDX),1,1,0,NO_COLLISION,no symbol multiplicity
CMC:11165,ORCA,Orca,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11232,HIGH,Highstreet,1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:11289,SPELL,Spell Token,1,2,4,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:11294,RARE,SuperRare,1,2,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11374,DAR,Mines of Dalarnia,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11396,JOE,JOE,1,4,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11419,TON,Toncoin,1,4,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:11461,MSOL,Marinade Staked SOL,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11568,AGLD,Adventure Gold,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11584,BTRST,Braintrust,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:11706,ACT,Acet,2,3,8,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:11823,POKT,Pocket Network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:11840,OP,Optimism,1,2,8,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11841,ARB,Arbitrum,1,2,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11857,GMX,GMX,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11865,BONE,Bone ShibaSwap,1,4,10,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11877,GAL,Galxe,1,3,4,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:11948,XRD,Radix,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:11976,AZERO,Aleph Zero,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:12147,SYN,Synapse,1,2,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:12165,SOLV,Solv Protocol,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:12220,OSMO,Osmosis,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:12387,RBN,Ribbon Finance,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:12400,DEL,Decimal,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:12409,WSTETH,Lido wstETH,1,15,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:12573,CPOOL,Clearpool,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:12749,NAKA,Nakamoto Games,1,3,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:12760,INF,Sanctum Infinity,1,2,7,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:12885,ASTR,Astar,1,2,1,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:12894,SQD,Subsquid,1,1,6,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:12999,SSV,ssv.network,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:13502,WLD,Worldcoin,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13631,MANTA,Manta Network,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13663,GNS,Gains Network,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13769,WMTX,World Mobile Token,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13855,ENS,Ethereum Name Service,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13967,GFI,Goldfinch,1,2,9,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:13969,PHB,Phoenix,1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:14101,RON,Ronin,1,1,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:14280,EUL,Euler,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:14519,VVS,VVS Finance,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:14532,WCRO,Wrapped CRO,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:14588,PEAQ,peaq,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:14721,REAL,RealLink,1,8,13,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:14783,MAGIC,Treasure,1,3,14,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:14803,AURORA,Aurora,1,3,7,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:14806,PEOPLE,ConstitutionDAO,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:14822,VR,Victoria VR,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:14878,ALPH,Alephium,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:14926,JSOL,JPool Staked SOL (JSOL),1,1,1,NO_COLLISION,no symbol multiplicity
CMC:15060,RETH,Rocket Pool ETH,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:15185,KUJI,Kujira,1,0,1,NO_COLLISION,no symbol multiplicity
CMC:15271,RLB,Rollbit Coin,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:15584,HEART,Humans.ai,1,1,5,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:15585,GF,GuildFi,1,0,6,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:16086,BTT,BitTorrent [New],1,1,4,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:16093,KUB,Bitkub Coin,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:16116,SOL,Wrapped Solana,2,11,19,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:16360,GEAR,Gearbox Protocol,1,2,5,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:16612,NOS,Nosana,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:16868,SHDW,Shadow Token,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:16876,ALI,Artificial Liquid Intelligence,1,2,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:17081,LOOKS,LooksRare,1,2,2,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:17520,ORBR,Orbler,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:17591,NYM,NYM,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:17751,T,Threshold,1,2,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:17799,AXL,Axelar,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:17917,RSS3,RSS3,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:18031,CCD,Concordium,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:18037,MAV,Maverick Protocol,1,1,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:18069,GMT,GMT,1,1,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:18523,SAVAX,BENQI Liquid Staked AVAX,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:18579,WTRX,Wrapped TRON,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:18679,XCN,Onyxcoin,1,1,3,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:18688,STMATIC,Lido Staked Matic,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:18852,USDC.E,USD Coin Bridged,1,21,1,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:18876,APE,ApeCoin,1,4,16,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:18895,MBX,MARBLEX,1,2,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:18934,STG,Stargate Finance,1,1,4,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:19055,AITECH,Solidus Ai Tech,1,0,3,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:19075,OMI,ECOMI,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:19091,H2O,H2O DAO,1,2,6,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:19269,COW,CoW Protocol,1,4,10,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:19843,APEX,ApeX Protocol,1,2,7,UNKNOWN_COLLISION,multiple provider candidates without a HIGH name match — must be manually resolved
CMC:19891,USDD,USDD,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
CMC:20279,DHN,Dohrnii,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:20314,LUNA,Terra,2,2,10,TRUE_TICKER_REUSE,same symbol maps to >1 distinct CMC asset
CMC:20362,POLYX,Polymesh,1,1,1,NO_COLLISION,no symbol multiplicity
CMC:20396,KAS,Kaspa,1,1,2,PROVIDER_SYMBOL_COLLISION,"symbol matches multiple provider candidates but best name-join resolves the asset (needs disambiguation, not a different asset)"
