participation,sign,rank_band,horizon,state,n_risk,n_transition,hazard
ISOLATED,DOWN,1001-1500,7D,1S_RECOVERY,24,4,0.16666666666666666
ISOLATED,DOWN,1001-1500,7D,FULL_REVERSAL,24,15,0.625
ISOLATED,DOWN,1001-1500,7D,NEW_EXTREME,24,1,0.041666666666666664
ISOLATED,DOWN,1001-1500,7D,50P_GIVEBACK,24,12,0.5
ISOLATED,DOWN,1001-1500,10D,1S_RECOVERY,24,2,0.08333333333333333
ISOLATED,DOWN,1001-1500,10D,FULL_REVERSAL,24,16,0.6666666666666666
ISOLATED,DOWN,1001-1500,10D,NEW_EXTREME,24,1,0.041666666666666664
ISOLATED,DOWN,1001-1500,10D,50P_GIVEBACK,24,10,0.4166666666666667
ISOLATED,DOWN,1001-1500,14D,1S_RECOVERY,24,1,0.041666666666666664
ISOLATED,DOWN,1001-1500,14D,FULL_REVERSAL,24,15,0.625
ISOLATED,DOWN,1001-1500,14D,NEW_EXTREME,24,1,0.041666666666666664
ISOLATED,DOWN,1001-1500,14D,50P_GIVEBACK,24,13,0.5416666666666666
ISOLATED,DOWN,1001-1500,21D,1S_RECOVERY,24,1,0.041666666666666664
ISOLATED,DOWN,1001-1500,21D,FULL_REVERSAL,24,17,0.7083333333333334
ISOLATED,DOWN,1001-1500,21D,NEW_EXTREME,24,2,0.08333333333333333
ISOLATED,DOWN,1001-1500,21D,50P_GIVEBACK,24,14,0.5833333333333334
ISOLATED,DOWN,1001-1500,30D,1S_RECOVERY,24,2,0.08333333333333333
ISOLATED,DOWN,1001-1500,30D,FULL_REVERSAL,24,16,0.6666666666666666
ISOLATED,DOWN,1001-1500,30D,NEW_EXTREME,24,3,0.125
ISOLATED,DOWN,1001-1500,30D,50P_GIVEBACK,24,14,0.5833333333333334
ISOLATED,DOWN,1501-2000,1D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,1D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,1D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,1D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,2D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,2D,FULL_REVERSAL,5,5,1.0
ISOLATED,DOWN,1501-2000,2D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,2D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,3D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,3D,FULL_REVERSAL,5,5,1.0
ISOLATED,DOWN,1501-2000,3D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,3D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,5D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,5D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,5D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,5D,50P_GIVEBACK,5,3,0.6
ISOLATED,DOWN,1501-2000,7D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,7D,FULL_REVERSAL,5,5,1.0
ISOLATED,DOWN,1501-2000,7D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,7D,50P_GIVEBACK,5,3,0.6
ISOLATED,DOWN,1501-2000,10D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,10D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,10D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,10D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,14D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,14D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,14D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,14D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,21D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,21D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,21D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,21D,50P_GIVEBACK,5,4,0.8
ISOLATED,DOWN,1501-2000,30D,1S_RECOVERY,5,0,0.0
ISOLATED,DOWN,1501-2000,30D,FULL_REVERSAL,5,4,0.8
ISOLATED,DOWN,1501-2000,30D,NEW_EXTREME,5,0,0.0
ISOLATED,DOWN,1501-2000,30D,50P_GIVEBACK,5,3,0.6
ISOLATED,DOWN,501-750,1D,1S_RECOVERY,168,30,0.17857142857142858
ISOLATED,DOWN,501-750,1D,FULL_REVERSAL,168,96,0.5714285714285714
ISOLATED,DOWN,501-750,1D,NEW_EXTREME,168,3,0.017857142857142856
ISOLATED,DOWN,501-750,1D,50P_GIVEBACK,168,37,0.22023809523809523
ISOLATED,DOWN,501-750,2D,1S_RECOVERY,168,30,0.17857142857142858
ISOLATED,DOWN,501-750,2D,FULL_REVERSAL,168,92,0.5476190476190477
ISOLATED,DOWN,501-750,2D,NEW_EXTREME,168,8,0.047619047619047616
ISOLATED,DOWN,501-750,2D,50P_GIVEBACK,168,44,0.2619047619047619
ISOLATED,DOWN,501-750,3D,1S_RECOVERY,168,34,0.20238095238095238
ISOLATED,DOWN,501-750,3D,FULL_REVERSAL,168,92,0.5476190476190477
ISOLATED,DOWN,501-750,3D,NEW_EXTREME,168,16,0.09523809523809523
ISOLATED,DOWN,501-750,3D,50P_GIVEBACK,168,50,0.2976190476190476
ISOLATED,DOWN,501-750,5D,1S_RECOVERY,168,35,0.20833333333333334
ISOLATED,DOWN,501-750,5D,FULL_REVERSAL,168,89,0.5297619047619048
ISOLATED,DOWN,501-750,5D,NEW_EXTREME,168,21,0.125
ISOLATED,DOWN,501-750,5D,50P_GIVEBACK,168,54,0.32142857142857145
ISOLATED,DOWN,501-750,7D,1S_RECOVERY,168,34,0.20238095238095238
ISOLATED,DOWN,501-750,7D,FULL_REVERSAL,168,88,0.5238095238095238
ISOLATED,DOWN,501-750,7D,NEW_EXTREME,168,24,0.14285714285714285
ISOLATED,DOWN,501-750,7D,50P_GIVEBACK,168,50,0.2976190476190476
ISOLATED,DOWN,501-750,10D,1S_RECOVERY,168,36,0.21428571428571427
ISOLATED,DOWN,501-750,10D,FULL_REVERSAL,168,89,0.5297619047619048
ISOLATED,DOWN,501-750,10D,NEW_EXTREME,168,31,0.18452380952380953
ISOLATED,DOWN,501-750,10D,50P_GIVEBACK,168,57,0.3392857142857143
ISOLATED,DOWN,501-750,14D,1S_RECOVERY,168,43,0.25595238095238093
ISOLATED,DOWN,501-750,14D,FULL_REVERSAL,168,84,0.5
ISOLATED,DOWN,501-750,14D,NEW_EXTREME,168,37,0.22023809523809523
ISOLATED,DOWN,501-750,14D,50P_GIVEBACK,168,56,0.3333333333333333
ISOLATED,DOWN,501-750,21D,1S_RECOVERY,168,39,0.23214285714285715
ISOLATED,DOWN,501-750,21D,FULL_REVERSAL,168,84,0.5
ISOLATED,DOWN,501-750,21D,NEW_EXTREME,168,39,0.23214285714285715
ISOLATED,DOWN,501-750,21D,50P_GIVEBACK,168,57,0.3392857142857143
ISOLATED,DOWN,501-750,30D,1S_RECOVERY,168,40,0.23809523809523808
ISOLATED,DOWN,501-750,30D,FULL_REVERSAL,168,80,0.47619047619047616
ISOLATED,DOWN,501-750,30D,NEW_EXTREME,168,45,0.26785714285714285
ISOLATED,DOWN,501-750,30D,50P_GIVEBACK,168,62,0.36904761904761907
ISOLATED,DOWN,751-1000,1D,1S_RECOVERY,110,19,0.17272727272727273
ISOLATED,DOWN,751-1000,1D,FULL_REVERSAL,110,59,0.5363636363636364
ISOLATED,DOWN,751-1000,1D,NEW_EXTREME,110,4,0.03636363636363636
ISOLATED,DOWN,751-1000,1D,50P_GIVEBACK,110,31,0.2818181818181818
ISOLATED,DOWN,751-1000,2D,1S_RECOVERY,110,19,0.17272727272727273
ISOLATED,DOWN,751-1000,2D,FULL_REVERSAL,110,59,0.5363636363636364
ISOLATED,DOWN,751-1000,2D,NEW_EXTREME,110,7,0.06363636363636363
ISOLATED,DOWN,751-1000,2D,50P_GIVEBACK,110,38,0.34545454545454546
ISOLATED,DOWN,751-1000,3D,1S_RECOVERY,110,27,0.24545454545454545
ISOLATED,DOWN,751-1000,3D,FULL_REVERSAL,110,64,0.5818181818181818
ISOLATED,DOWN,751-1000,3D,NEW_EXTREME,110,13,0.11818181818181818
ISOLATED,DOWN,751-1000,3D,50P_GIVEBACK,110,43,0.39090909090909093
ISOLATED,DOWN,751-1000,5D,1S_RECOVERY,110,25,0.22727272727272727
ISOLATED,DOWN,751-1000,5D,FULL_REVERSAL,110,62,0.5636363636363636
ISOLATED,DOWN,751-1000,5D,NEW_EXTREME,110,17,0.15454545454545454
ISOLATED,DOWN,751-1000,5D,50P_GIVEBACK,110,40,0.36363636363636365
ISOLATED,DOWN,751-1000,7D,1S_RECOVERY,110,25,0.22727272727272727
ISOLATED,DOWN,751-1000,7D,FULL_REVERSAL,110,64,0.5818181818181818
ISOLATED,DOWN,751-1000,7D,NEW_EXTREME,110,17,0.15454545454545454
ISOLATED,DOWN,751-1000,7D,50P_GIVEBACK,110,46,0.41818181818181815
ISOLATED,DOWN,751-1000,10D,1S_RECOVERY,110,23,0.20909090909090908
ISOLATED,DOWN,751-1000,10D,FULL_REVERSAL,110,65,0.5909090909090909
ISOLATED,DOWN,751-1000,10D,NEW_EXTREME,110,20,0.18181818181818182
ISOLATED,DOWN,751-1000,10D,50P_GIVEBACK,110,47,0.42727272727272725
ISOLATED,DOWN,751-1000,14D,1S_RECOVERY,110,22,0.2
ISOLATED,DOWN,751-1000,14D,FULL_REVERSAL,110,60,0.5454545454545454
ISOLATED,DOWN,751-1000,14D,NEW_EXTREME,110,24,0.21818181818181817
ISOLATED,DOWN,751-1000,14D,50P_GIVEBACK,110,47,0.42727272727272725
ISOLATED,DOWN,751-1000,21D,1S_RECOVERY,110,22,0.2
ISOLATED,DOWN,751-1000,21D,FULL_REVERSAL,110,61,0.5545454545454546
ISOLATED,DOWN,751-1000,21D,NEW_EXTREME,110,28,0.2545454545454545
ISOLATED,DOWN,751-1000,21D,50P_GIVEBACK,110,55,0.5
ISOLATED,DOWN,751-1000,30D,1S_RECOVERY,110,24,0.21818181818181817
ISOLATED,DOWN,751-1000,30D,FULL_REVERSAL,110,65,0.5909090909090909
ISOLATED,DOWN,751-1000,30D,NEW_EXTREME,110,30,0.2727272727272727
ISOLATED,DOWN,751-1000,30D,50P_GIVEBACK,110,58,0.5272727272727272
ISOLATED,UP,1001-1500,1D,1S_RECOVERY,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,1D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,1D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1001-1500,1D,50P_GIVEBACK,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,2D,1S_RECOVERY,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,2D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,2D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,2D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,3D,1S_RECOVERY,3,3,1.0
ISOLATED,UP,1001-1500,3D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,3D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,3D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,5D,1S_RECOVERY,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,5D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,5D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,5D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,7D,1S_RECOVERY,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,7D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,7D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,7D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,10D,1S_RECOVERY,3,3,1.0
ISOLATED,UP,1001-1500,10D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,10D,NEW_EXTREME,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,10D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,14D,1S_RECOVERY,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,14D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,14D,NEW_EXTREME,3,2,0.6666666666666666
ISOLATED,UP,1001-1500,14D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,21D,1S_RECOVERY,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,21D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,21D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,21D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1001-1500,30D,1S_RECOVERY,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,30D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1001-1500,30D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1001-1500,30D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,1D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,1D,FULL_REVERSAL,3,2,0.6666666666666666
ISOLATED,UP,1501-2000,1D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,1D,50P_GIVEBACK,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,2D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,2D,FULL_REVERSAL,3,2,0.6666666666666666
ISOLATED,UP,1501-2000,2D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,2D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,3D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,3D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,3D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,3D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,5D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,5D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,5D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,5D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,7D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,7D,FULL_REVERSAL,3,2,0.6666666666666666
ISOLATED,UP,1501-2000,7D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,7D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,10D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,10D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,10D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,10D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,14D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,14D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,14D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,14D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,21D,1S_RECOVERY,3,0,0.0
ISOLATED,UP,1501-2000,21D,FULL_REVERSAL,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,21D,NEW_EXTREME,3,0,0.0
ISOLATED,UP,1501-2000,21D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,1501-2000,30D,1S_RECOVERY,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,30D,FULL_REVERSAL,3,0,0.0
ISOLATED,UP,1501-2000,30D,NEW_EXTREME,3,1,0.3333333333333333
ISOLATED,UP,1501-2000,30D,50P_GIVEBACK,3,0,0.0
ISOLATED,UP,501-750,1D,1S_RECOVERY,55,6,0.10909090909090909
ISOLATED,UP,501-750,1D,FULL_REVERSAL,55,43,0.7818181818181819
ISOLATED,UP,501-750,1D,NEW_EXTREME,55,0,0.0
ISOLATED,UP,501-750,1D,50P_GIVEBACK,55,13,0.23636363636363636
ISOLATED,UP,501-750,2D,1S_RECOVERY,55,4,0.07272727272727272
ISOLATED,UP,501-750,2D,FULL_REVERSAL,55,41,0.7454545454545455
ISOLATED,UP,501-750,2D,NEW_EXTREME,55,0,0.0
ISOLATED,UP,501-750,2D,50P_GIVEBACK,55,17,0.3090909090909091
ISOLATED,UP,501-750,3D,1S_RECOVERY,55,5,0.09090909090909091
ISOLATED,UP,501-750,3D,FULL_REVERSAL,55,40,0.7272727272727273
ISOLATED,UP,501-750,3D,NEW_EXTREME,55,1,0.01818181818181818
ISOLATED,UP,501-750,3D,50P_GIVEBACK,55,22,0.4
ISOLATED,UP,501-750,5D,1S_RECOVERY,55,3,0.05454545454545454
ISOLATED,UP,501-750,5D,FULL_REVERSAL,55,42,0.7636363636363637
ISOLATED,UP,501-750,5D,NEW_EXTREME,55,0,0.0
ISOLATED,UP,501-750,5D,50P_GIVEBACK,55,22,0.4
ISOLATED,UP,501-750,7D,1S_RECOVERY,55,5,0.09090909090909091
ISOLATED,UP,501-750,7D,FULL_REVERSAL,55,42,0.7636363636363637
ISOLATED,UP,501-750,7D,NEW_EXTREME,55,3,0.05454545454545454
ISOLATED,UP,501-750,7D,50P_GIVEBACK,55,21,0.38181818181818183
ISOLATED,UP,501-750,10D,1S_RECOVERY,55,7,0.12727272727272726
ISOLATED,UP,501-750,10D,FULL_REVERSAL,55,40,0.7272727272727273
ISOLATED,UP,501-750,10D,NEW_EXTREME,55,6,0.10909090909090909
ISOLATED,UP,501-750,10D,50P_GIVEBACK,55,21,0.38181818181818183
ISOLATED,UP,501-750,14D,1S_RECOVERY,55,6,0.10909090909090909
ISOLATED,UP,501-750,14D,FULL_REVERSAL,55,39,0.7090909090909091
ISOLATED,UP,501-750,14D,NEW_EXTREME,55,7,0.12727272727272726
ISOLATED,UP,501-750,14D,50P_GIVEBACK,55,22,0.4
ISOLATED,UP,501-750,21D,1S_RECOVERY,55,4,0.07272727272727272
ISOLATED,UP,501-750,21D,FULL_REVERSAL,55,38,0.6909090909090909
ISOLATED,UP,501-750,21D,NEW_EXTREME,55,5,0.09090909090909091
ISOLATED,UP,501-750,21D,50P_GIVEBACK,55,26,0.4727272727272727
ISOLATED,UP,501-750,30D,1S_RECOVERY,55,3,0.05454545454545454
ISOLATED,UP,501-750,30D,FULL_REVERSAL,55,40,0.7272727272727273
ISOLATED,UP,501-750,30D,NEW_EXTREME,55,5,0.09090909090909091
ISOLATED,UP,501-750,30D,50P_GIVEBACK,55,26,0.4727272727272727
ISOLATED,UP,751-1000,1D,1S_RECOVERY,38,8,0.21052631578947367
ISOLATED,UP,751-1000,1D,FULL_REVERSAL,38,25,0.6578947368421053
ISOLATED,UP,751-1000,1D,NEW_EXTREME,38,0,0.0
ISOLATED,UP,751-1000,1D,50P_GIVEBACK,38,6,0.15789473684210525
ISOLATED,UP,751-1000,2D,1S_RECOVERY,38,8,0.21052631578947367
ISOLATED,UP,751-1000,2D,FULL_REVERSAL,38,23,0.6052631578947368
ISOLATED,UP,751-1000,2D,NEW_EXTREME,38,3,0.07894736842105263
ISOLATED,UP,751-1000,2D,50P_GIVEBACK,38,11,0.2894736842105263
ISOLATED,UP,751-1000,3D,1S_RECOVERY,38,6,0.15789473684210525
ISOLATED,UP,751-1000,3D,FULL_REVERSAL,38,23,0.6052631578947368
ISOLATED,UP,751-1000,3D,NEW_EXTREME,38,3,0.07894736842105263
ISOLATED,UP,751-1000,3D,50P_GIVEBACK,38,10,0.2631578947368421
ISOLATED,UP,751-1000,5D,1S_RECOVERY,38,11,0.2894736842105263
ISOLATED,UP,751-1000,5D,FULL_REVERSAL,38,21,0.5526315789473685
ISOLATED,UP,751-1000,5D,NEW_EXTREME,38,5,0.13157894736842105
ISOLATED,UP,751-1000,5D,50P_GIVEBACK,38,9,0.23684210526315788
ISOLATED,UP,751-1000,7D,1S_RECOVERY,38,10,0.2631578947368421
ISOLATED,UP,751-1000,7D,FULL_REVERSAL,38,21,0.5526315789473685
ISOLATED,UP,751-1000,7D,NEW_EXTREME,38,5,0.13157894736842105
ISOLATED,UP,751-1000,7D,50P_GIVEBACK,38,12,0.3157894736842105
ISOLATED,UP,751-1000,10D,1S_RECOVERY,38,6,0.15789473684210525
ISOLATED,UP,751-1000,10D,FULL_REVERSAL,38,21,0.5526315789473685
ISOLATED,UP,751-1000,10D,NEW_EXTREME,38,4,0.10526315789473684
ISOLATED,UP,751-1000,10D,50P_GIVEBACK,38,9,0.23684210526315788
ISOLATED,UP,751-1000,14D,1S_RECOVERY,38,8,0.21052631578947367
ISOLATED,UP,751-1000,14D,FULL_REVERSAL,38,18,0.47368421052631576
ISOLATED,UP,751-1000,14D,NEW_EXTREME,38,6,0.15789473684210525
ISOLATED,UP,751-1000,14D,50P_GIVEBACK,38,9,0.23684210526315788
ISOLATED,UP,751-1000,21D,1S_RECOVERY,38,9,0.23684210526315788
ISOLATED,UP,751-1000,21D,FULL_REVERSAL,38,20,0.5263157894736842
ISOLATED,UP,751-1000,21D,NEW_EXTREME,38,8,0.21052631578947367
ISOLATED,UP,751-1000,21D,50P_GIVEBACK,38,10,0.2631578947368421
ISOLATED,UP,751-1000,30D,1S_RECOVERY,38,9,0.23684210526315788
ISOLATED,UP,751-1000,30D,FULL_REVERSAL,38,21,0.5526315789473685
ISOLATED,UP,751-1000,30D,NEW_EXTREME,38,10,0.2631578947368421
ISOLATED,UP,751-1000,30D,50P_GIVEBACK,38,15,0.39473684210526316
LOCAL_CLUSTER,DOWN,1001-1500,1D,1S_RECOVERY,810,174,0.21481481481481482
LOCAL_CLUSTER,DOWN,1001-1500,1D,FULL_REVERSAL,810,449,0.554320987654321
LOCAL_CLUSTER,DOWN,1001-1500,1D,NEW_EXTREME,810,25,0.030864197530864196
LOCAL_CLUSTER,DOWN,1001-1500,1D,50P_GIVEBACK,810,208,0.25679012345679014
LOCAL_CLUSTER,DOWN,1001-1500,2D,1S_RECOVERY,810,161,0.19876543209876543
LOCAL_CLUSTER,DOWN,1001-1500,2D,FULL_REVERSAL,810,473,0.5839506172839506
LOCAL_CLUSTER,DOWN,1001-1500,2D,NEW_EXTREME,810,52,0.06419753086419754
LOCAL_CLUSTER,DOWN,1001-1500,2D,50P_GIVEBACK,810,248,0.30617283950617286
LOCAL_CLUSTER,DOWN,1001-1500,3D,1S_RECOVERY,810,151,0.18641975308641975
LOCAL_CLUSTER,DOWN,1001-1500,3D,FULL_REVERSAL,810,473,0.5839506172839506
LOCAL_CLUSTER,DOWN,1001-1500,3D,NEW_EXTREME,810,66,0.08148148148148149
LOCAL_CLUSTER,DOWN,1001-1500,3D,50P_GIVEBACK,810,284,0.3506172839506173
LOCAL_CLUSTER,DOWN,1001-1500,5D,1S_RECOVERY,810,149,0.18395061728395062
LOCAL_CLUSTER,DOWN,1001-1500,5D,FULL_REVERSAL,810,472,0.582716049382716
LOCAL_CLUSTER,DOWN,1001-1500,5D,NEW_EXTREME,810,84,0.1037037037037037
LOCAL_CLUSTER,DOWN,1001-1500,5D,50P_GIVEBACK,810,307,0.3790123456790123
LOCAL_CLUSTER,DOWN,1001-1500,7D,1S_RECOVERY,810,150,0.18518518518518517
LOCAL_CLUSTER,DOWN,1001-1500,7D,FULL_REVERSAL,810,492,0.6074074074074074
LOCAL_CLUSTER,DOWN,1001-1500,7D,NEW_EXTREME,810,101,0.12469135802469136
LOCAL_CLUSTER,DOWN,1001-1500,7D,50P_GIVEBACK,810,333,0.4111111111111111
LOCAL_CLUSTER,DOWN,1001-1500,10D,1S_RECOVERY,810,147,0.1814814814814815
LOCAL_CLUSTER,DOWN,1001-1500,10D,FULL_REVERSAL,810,487,0.6012345679012345
LOCAL_CLUSTER,DOWN,1001-1500,10D,NEW_EXTREME,810,119,0.1469135802469136
LOCAL_CLUSTER,DOWN,1001-1500,10D,50P_GIVEBACK,810,337,0.4160493827160494
LOCAL_CLUSTER,DOWN,1001-1500,14D,1S_RECOVERY,810,164,0.20246913580246914
LOCAL_CLUSTER,DOWN,1001-1500,14D,FULL_REVERSAL,810,469,0.5790123456790124
LOCAL_CLUSTER,DOWN,1001-1500,14D,NEW_EXTREME,810,145,0.17901234567901234
LOCAL_CLUSTER,DOWN,1001-1500,14D,50P_GIVEBACK,810,363,0.44814814814814813
LOCAL_CLUSTER,DOWN,1001-1500,21D,1S_RECOVERY,810,149,0.18395061728395062
LOCAL_CLUSTER,DOWN,1001-1500,21D,FULL_REVERSAL,810,483,0.5962962962962963
LOCAL_CLUSTER,DOWN,1001-1500,21D,NEW_EXTREME,810,164,0.20246913580246914
LOCAL_CLUSTER,DOWN,1001-1500,21D,50P_GIVEBACK,810,377,0.4654320987654321
LOCAL_CLUSTER,DOWN,1001-1500,30D,1S_RECOVERY,810,152,0.18765432098765433
LOCAL_CLUSTER,DOWN,1001-1500,30D,FULL_REVERSAL,810,489,0.6037037037037037
LOCAL_CLUSTER,DOWN,1001-1500,30D,NEW_EXTREME,810,177,0.21851851851851853
LOCAL_CLUSTER,DOWN,1001-1500,30D,50P_GIVEBACK,810,395,0.4876543209876543
LOCAL_CLUSTER,DOWN,1501-2000,1D,1S_RECOVERY,528,91,0.17234848484848486
LOCAL_CLUSTER,DOWN,1501-2000,1D,FULL_REVERSAL,528,314,0.5946969696969697
LOCAL_CLUSTER,DOWN,1501-2000,1D,NEW_EXTREME,528,12,0.022727272727272728
LOCAL_CLUSTER,DOWN,1501-2000,1D,50P_GIVEBACK,528,163,0.3087121212121212
LOCAL_CLUSTER,DOWN,1501-2000,2D,1S_RECOVERY,528,96,0.18181818181818182
LOCAL_CLUSTER,DOWN,1501-2000,2D,FULL_REVERSAL,528,330,0.625
LOCAL_CLUSTER,DOWN,1501-2000,2D,NEW_EXTREME,528,19,0.03598484848484849
LOCAL_CLUSTER,DOWN,1501-2000,2D,50P_GIVEBACK,528,192,0.36363636363636365
LOCAL_CLUSTER,DOWN,1501-2000,3D,1S_RECOVERY,528,91,0.17234848484848486
LOCAL_CLUSTER,DOWN,1501-2000,3D,FULL_REVERSAL,528,334,0.6325757575757576
LOCAL_CLUSTER,DOWN,1501-2000,3D,NEW_EXTREME,528,31,0.058712121212121215
LOCAL_CLUSTER,DOWN,1501-2000,3D,50P_GIVEBACK,528,211,0.3996212121212121
LOCAL_CLUSTER,DOWN,1501-2000,5D,1S_RECOVERY,528,82,0.1553030303030303
LOCAL_CLUSTER,DOWN,1501-2000,5D,FULL_REVERSAL,528,346,0.6553030303030303
LOCAL_CLUSTER,DOWN,1501-2000,5D,NEW_EXTREME,528,44,0.08333333333333333
LOCAL_CLUSTER,DOWN,1501-2000,5D,50P_GIVEBACK,528,249,0.4715909090909091
LOCAL_CLUSTER,DOWN,1501-2000,7D,1S_RECOVERY,528,82,0.1553030303030303
LOCAL_CLUSTER,DOWN,1501-2000,7D,FULL_REVERSAL,528,346,0.6553030303030303
LOCAL_CLUSTER,DOWN,1501-2000,7D,NEW_EXTREME,528,54,0.10227272727272728
LOCAL_CLUSTER,DOWN,1501-2000,7D,50P_GIVEBACK,528,251,0.4753787878787879
