participation,sign,rank_band,horizon,n,p_1s,p_50giveback,p_full_reversal,p_new_extreme
MULTI_BAND,DOWN,501-750,10D,1490,0.14966442953020134,0.3711409395973154,0.6040268456375839,0.10738255033557047
MULTI_BAND,DOWN,501-750,14D,1490,0.13020134228187918,0.3731543624161074,0.5825503355704698,0.1174496644295302
MULTI_BAND,DOWN,501-750,21D,1490,0.12885906040268458,0.36577181208053694,0.553020134228188,0.15436241610738255
MULTI_BAND,DOWN,501-750,30D,1490,0.14429530201342283,0.33691275167785234,0.5053691275167785,0.2080536912751678
MULTI_BAND,DOWN,751-1000,1D,1549,0.2395093608779858,0.18915429309231763,0.5474499677211104,0.04325371207230471
MULTI_BAND,DOWN,751-1000,2D,1549,0.18657198192382182,0.22659780503550678,0.6074887023886378,0.057456423499031635
MULTI_BAND,DOWN,751-1000,3D,1549,0.2027114267269206,0.2575855390574564,0.5816655907036798,0.09360877985797289
MULTI_BAND,DOWN,751-1000,5D,1549,0.2065848934796643,0.2472562943834732,0.5629438347320852,0.11943189154293092
MULTI_BAND,DOWN,751-1000,7D,1549,0.17559715945771465,0.2724338282763073,0.5551969012265978,0.11297611362169141
MULTI_BAND,DOWN,751-1000,10D,1549,0.1620400258231117,0.34021949644932215,0.5868302130406714,0.12136862491930278
MULTI_BAND,DOWN,751-1000,14D,1549,0.16397675919948354,0.33634602969657845,0.5648805681084571,0.15235635894125243
MULTI_BAND,DOWN,751-1000,21D,1549,0.16914138153647515,0.329244673983215,0.513234344738541,0.2001291155584248
MULTI_BAND,DOWN,751-1000,30D,1549,0.1762427372498386,0.29954809554551326,0.45190445448676564,0.25629438347320854
MULTI_BAND,UP,1001-1500,1D,8696,0.1966421343146274,0.10671573137074516,0.6054507819687213,0.043583256669733214
MULTI_BAND,UP,1001-1500,2D,8696,0.21044158233670654,0.15961361545538177,0.5862465501379944,0.07325206991720332
MULTI_BAND,UP,1001-1500,3D,8696,0.21216651333946643,0.1842226310947562,0.5612925482980681,0.08820147194112235
MULTI_BAND,UP,1001-1500,5D,8696,0.23033578656853726,0.22113615455381785,0.5405933762649494,0.12235510579576817
MULTI_BAND,UP,1001-1500,7D,8696,0.23953541858325667,0.24287028518859247,0.5346136154553818,0.15110395584176634
MULTI_BAND,UP,1001-1500,10D,8696,0.24160533578656854,0.26149954001839926,0.5225390984360626,0.17939282428702852
MULTI_BAND,UP,1001-1500,14D,8696,0.26310947562097514,0.2756439742410304,0.4937902483900644,0.21768629254829808
MULTI_BAND,UP,1001-1500,21D,8696,0.2784038638454462,0.29461821527138915,0.4742410303587857,0.2667893284268629
MULTI_BAND,UP,1001-1500,30D,8696,0.2913983440662373,0.3095676172953082,0.4623965041398344,0.3134774609015639
MULTI_BAND,UP,1501-2000,1D,5696,0.1952247191011236,0.10305477528089887,0.5858497191011236,0.04652387640449438
MULTI_BAND,UP,1501-2000,2D,5696,0.2110252808988764,0.1601123595505618,0.5658356741573034,0.07391151685393259
MULTI_BAND,UP,1501-2000,3D,5696,0.22313904494382023,0.17433286516853932,0.5426615168539326,0.10007022471910113
MULTI_BAND,UP,1501-2000,5D,5696,0.2345505617977528,0.20944522471910113,0.5212429775280899,0.14132724719101122
MULTI_BAND,UP,1501-2000,7D,5696,0.2554424157303371,0.23981741573033707,0.5066713483146067,0.17521067415730338
MULTI_BAND,UP,1501-2000,10D,5696,0.2717696629213483,0.2598314606741573,0.49297752808988765,0.21120084269662923
MULTI_BAND,UP,1501-2000,14D,5696,0.2952949438202247,0.2677317415730337,0.4669943820224719,0.2559691011235955
MULTI_BAND,UP,1501-2000,21D,5696,0.3126755617977528,0.2914325842696629,0.44785814606741575,0.3045997191011236
MULTI_BAND,UP,1501-2000,30D,5696,0.320751404494382,0.3089887640449438,0.43504213483146065,0.35077247191011235
MULTI_BAND,UP,501-750,1D,1868,0.20556745182012848,0.08511777301927195,0.5899357601713062,0.043897216274089934
MULTI_BAND,UP,501-750,2D,1868,0.22858672376873662,0.13972162740899358,0.565845824411135,0.07601713062098502
MULTI_BAND,UP,501-750,3D,1868,0.21734475374732334,0.1702355460385439,0.5396145610278372,0.08832976445396146
MULTI_BAND,UP,501-750,5D,1868,0.2334047109207709,0.21841541755888652,0.547644539614561,0.13650963597430407
MULTI_BAND,UP,501-750,7D,1868,0.23179871520342613,0.25374732334047106,0.5546038543897216,0.16541755888650964
MULTI_BAND,UP,501-750,10D,1868,0.2360813704496788,0.2778372591006424,0.5337259100642399,0.1836188436830835
MULTI_BAND,UP,501-750,14D,1868,0.22805139186295503,0.28640256959314775,0.5214132762312634,0.20610278372591007
MULTI_BAND,UP,501-750,21D,1868,0.2360813704496788,0.31316916488222696,0.5010706638115632,0.24464668094218414
MULTI_BAND,UP,501-750,30D,1868,0.24571734475374732,0.3431477516059957,0.5016059957173448,0.2767665952890792
MULTI_BAND,UP,751-1000,1D,1654,0.19588875453446192,0.08403869407496976,0.592503022974607,0.036275695284159616
MULTI_BAND,UP,751-1000,2D,1654,0.21523579201934703,0.14691656590084642,0.5538089480048367,0.06287787182587666
MULTI_BAND,UP,751-1000,3D,1654,0.21039903264812576,0.17896009673518742,0.5417170495767836,0.08222490931076179
MULTI_BAND,UP,751-1000,5D,1654,0.23760580411124546,0.23155985489721886,0.5259975816203144,0.1293833131801693
MULTI_BAND,UP,751-1000,7D,1654,0.24425634824667472,0.2478839177750907,0.5259975816203144,0.1674727932285369
MULTI_BAND,UP,751-1000,10D,1654,0.26481257557436516,0.26118500604594924,0.5024183796856106,0.20556227327690446
MULTI_BAND,UP,751-1000,14D,1654,0.2617896009673519,0.28597339782345826,0.5048367593712213,0.22067714631197097
MULTI_BAND,UP,751-1000,21D,1654,0.27690447400241835,0.28536880290205563,0.45949214026602175,0.27871825876662637
MULTI_BAND,UP,751-1000,30D,1654,0.28657799274486095,0.33675937122128174,0.46735187424425634,0.31136638452237003
