rank_band,sector,n_assets,n_obs,n_events_ge3s,p_ge3s,baseline_band_ge3s,lift_ge3s,med_z,p95_z,up_med_z,dn_med_z,up_pge2s,dn_pge2s,rev7_p,fwd7_med_sig,momenta_mode
751-1000,binance-smart-chain,101,4226,92,0.024585783003741316,0.022520634041063928,0.0020651489626773885,0.4470703792058892,2.1978585720734527,0.4680193142418095,0.4388594839419063,0.08698190309398715,0.0366098294884654,0.49053478466635114,-0.16837258285809067,SHORT_COLD_MEDIUM_COLD
751-1000,bitcoin,5,641,13,0.021487603305785124,0.022520634041063928,-0.0010330307352788039,0.41948812030491717,2.228501066615802,0.4599413719559356,0.4789994882279758,0.08296943231441048,0.057926829268292686,0.46021840873634945,-0.1189717686289251,SHORT_COLD_MEDIUM_COLD
751-1000,bnb-chain,111,10598,227,0.023759681808666527,0.022520634041063928,0.0012390477676025996,0.40236981628287993,2.184633109942212,0.42292384995976695,0.413380356527748,0.0728903196137043,0.05184587452087956,0.4497074919796188,-0.16121085748075192,SHORT_COLD_MEDIUM_COLD
751-1000,cardano,3,580,8,0.014814814814814815,0.022520634041063928,-0.007705819226249112,0.49304279184313177,2.1221159086696746,0.4682484363290437,0.5073026047102128,0.08433734939759036,0.05154639175257732,0.45689655172413796,-0.2612644653539614,SHORT_COLD_MEDIUM_COLD
751-1000,centralized-exchange,19,3000,75,0.0254323499491353,0.022520634041063928,0.002911715908071374,0.4850870079099523,2.2469659051834756,0.4784138384501162,0.5065278829696327,0.07037037037037037,0.057456423499031635,0.497,-0.39218122923783205,SHORT_COLD_MEDIUM_COLD
751-1000,coinbase-ventures-portfolio,7,505,10,0.024330900243309004,0.022520634041063928,0.0018102662022450762,0.4528040744202184,2.267265020494035,0.4345077611026418,0.4656843752067445,0.0918918918918919,0.04424778761061947,0.48316831683168315,-0.15129210853177907,SHORT_COLD_MEDIUM_COLD
751-1000,collectibles-nfts,203,31185,669,0.02276981722882135,0.022520634041063928,0.00024918318775742077,0.44373728267363544,2.1030022752338735,0.4520488620459351,0.44728923552870686,0.07693481911158602,0.040783136298242324,0.4850729517396184,-0.3208700849446167,SHORT_COLD_MEDIUM_COLD
751-1000,commodities,3,359,6,0.017094017094017096,0.022520634041063928,-0.005426616947046832,0.5207845460887337,2.135334562478572,0.5410709689689228,0.5495264249676536,0.07643312101910828,0.06043956043956044,0.4958217270194986,-0.23603857523278376,SHORT_COLD_MEDIUM_COLD
751-1000,communications-social-media,37,4644,108,0.024,0.022520634041063928,0.0014793659589360728,0.4341213248457384,2.080046343559848,0.44145082090605026,0.44038446356269273,0.08402489626556017,0.03160806005531411,0.48578811369509045,-0.3933215777325509,SHORT_COLD_MEDIUM_COLD
751-1000,content-creation,7,553,12,0.024691358024691357,0.022520634041063928,0.002170723983627429,0.3568590026151097,2.158506744722535,0.4084074417728176,0.3432861667738255,0.11057692307692307,0.025547445255474453,0.46835443037974683,-0.14312100992140872,SHORT_COLD_MEDIUM_COLD
751-1000,cosmos,38,6457,126,0.019783325482807347,0.022520634041063928,-0.0027373085582565806,0.44934204654548576,2.1038321611365842,0.45384130175255727,0.4481953320681732,0.06598806598806599,0.048863636363636366,0.4980641164627536,-0.2088026629869829,SHORT_COLD_MEDIUM_COLD
751-1000,crowdfunding,8,551,13,0.02524271844660194,0.022520634041063928,0.0027220844055380125,0.36645356415834884,2.3930195612609397,0.4001645351319139,0.3416048753853533,0.09917355371900827,0.058823529411764705,0.41560798548094374,-0.4437330101623467,SHORT_COLD_MEDIUM_COLD
751-1000,cybersecurity,18,4031,91,0.022916142029715435,0.022520634041063928,0.0003955079886515077,0.49012694441015037,2.191823445457805,0.4900306334132265,0.49050410681407675,0.07758620689655173,0.04539007092198582,0.5063259737037956,-0.11194886700494441,SHORT_COLD_MEDIUM_COLD
751-1000,dag,9,2760,57,0.021541950113378686,0.022520634041063928,-0.0009786839276852421,0.2837289472813051,2.1140385492827933,0.5141132954291192,0.5107964139561018,0.09565217391304348,0.052336448598130844,0.3539855072463768,0.0,SHORT_COLD_MEDIUM_COLD
751-1000,dao,23,3064,68,0.023255813953488372,0.022520634041063928,0.000735179912424444,0.409898822891293,2.1100412831880604,0.3963246133193921,0.42718201313362414,0.06739130434782609,0.050491803278688525,0.48433420365535246,-0.17431619151962202,SHORT_COLD_MEDIUM_COLD
751-1000,dao-maker,5,460,6,0.014018691588785047,0.022520634041063928,-0.008501942452278881,0.40956471516337767,2.016303319230631,0.42018691026356436,0.407381979801378,0.1111111111111111,0.016129032258064516,0.5173913043478261,0.22481035871363958,SHORT_COLD_MEDIUM_COLD
751-1000,data-provenance,6,458,7,0.017632241813602016,0.022520634041063928,-0.004888392227461912,0.3275365164438049,1.7150669271968018,0.3167378949457185,0.3516681161278402,0.042328042328042326,0.03365384615384615,0.5087336244541485,-0.03364515883865135,SHORT_COLD_MEDIUM_COLD
751-1000,decentralized-exchange,28,3532,75,0.022163120567375887,0.022520634041063928,-0.00035751347368804046,0.4150065206689195,2.0539046306860014,0.387155526073968,0.4323132508621998,0.06595602931379081,0.03929899097185342,0.464326160815402,-0.41699545305221075,SHORT_COLD_MEDIUM_COLD
751-1000,decentralized-exchange-dex-token,57,10230,233,0.02305332937568022,0.022520634041063928,0.0005326953346162927,0.4637125394853859,2.111207807860182,0.46002401655518455,0.4671429279697194,0.07576084610403626,0.04241316270566728,0.4996089931573803,-0.2031015510154235,SHORT_COLD_MEDIUM_COLD
751-1000,defi,454,49711,1018,0.021868958109559612,0.022520634041063928,-0.0006516759315043155,0.45391815785843176,2.132744513723781,0.4495742359140809,0.46553645351217476,0.07278230500582072,0.04476889570057272,0.49747540785741584,-0.21252850510701554,SHORT_COLD_MEDIUM_COLD
751-1000,derivatives,6,571,6,0.010582010582010581,0.022520634041063928,-0.011938623459053346,0.4817260937583115,1.852838388326566,0.47140217943577173,0.48752415499290064,0.04,0.031545741324921134,0.5131348511383538,-0.21243464648827565,SHORT_COLD_MEDIUM_COLD
751-1000,distributed-computing,40,5645,113,0.020489573889392567,0.022520634041063928,-0.0020310601516713607,0.43136148893889104,2.062634236571807,0.4146589315447147,0.4427824164896496,0.07958762886597938,0.03365695792880259,0.5031000885739593,-0.25772216405637816,SHORT_COLD_MEDIUM_COLD
751-1000,dpos,14,1410,44,0.03261675315048184,0.022520634041063928,0.010096119109417913,0.4060683902954221,2.464228895594882,0.42277371762380145,0.3957905474998192,0.0998389694041868,0.05439330543933055,0.4836879432624113,-0.17371376795659224,SHORT_COLD_MEDIUM_COLD
751-1000,duckstarter,4,425,16,0.040100250626566414,0.022520634041063928,0.017579616585502486,0.5188426980878251,2.534071679635745,0.531971296664719,0.5042477818796183,0.12041884816753927,0.03365384615384615,0.4823529411764706,-0.5697541983630781,SHORT_COLD_MEDIUM_COLD
751-1000,dwf-labs-portfolio,12,1014,29,0.03005181347150259,0.022520634041063928,0.007531179430438663,0.3409391633391813,2.153219411540373,0.3576124488510719,0.3282199906866602,0.09050772626931568,0.025390625,0.5088757396449705,-0.03301473600940906,SHORT_COLD_MEDIUM_COLD
751-1000,e-commerce,4,486,14,0.02880658436213992,0.022520634041063928,0.006285950321075991,0.4823908366543824,2.3307157633887106,0.5363915944379689,0.42455497343498494,0.12053571428571429,0.03435114503816794,0.5246913580246914,-0.3231169341868466,SHORT_COLD_MEDIUM_COLD
751-1000,education,12,1100,28,0.025594149908592323,0.022520634041063928,0.0030735158675283952,0.47967611948158084,2.157929966560133,0.4791002120772039,0.4798569215308293,0.0872865275142315,0.03527336860670194,0.5263636363636364,-0.13352511779941276,SHORT_COLD_MEDIUM_COLD
751-1000,energy,11,1881,34,0.02204928664072633,0.022520634041063928,-0.00047134740033759684,0.3736087087840776,1.9807164534949153,0.40524271745947993,0.41122618762316954,0.07725947521865889,0.030848329048843187,0.4205209994683679,0.0,SHORT_COLD_MEDIUM_COLD
751-1000,enterprise-solutions,16,835,14,0.01797175866495507,0.022520634041063928,-0.004548875376108857,0.539692923557614,2.151821380801085,0.5615221547711889,0.5277975877902717,0.07323943661971831,0.03546099290780142,0.5197604790419161,-0.30674867402529116,SHORT_COLD_MEDIUM_COLD
751-1000,ethereum,250,21392,508,0.02578549312217654,0.022520634041063928,0.0032648590811126116,0.37957975563013246,2.1781941537889553,0.3789512599337256,0.40525806076166077,0.07736486486486487,0.04817770939513415,0.4818623784592371,-0.24619854106609523,SHORT_COLD_MEDIUM_COLD
751-1000,events,6,1664,42,0.025285972305839857,0.022520634041063928,0.0027653382647759295,0.4413904062306052,2.0323354355764787,0.451096750632575,0.4351265468940425,0.07105263157894737,0.03551609322974473,0.5258413461538461,-0.019203022618700685,SHORT_COLD_MEDIUM_COLD
751-1000,exnetwork-capital-portfolio,10,615,7,0.012048192771084338,0.022520634041063928,-0.01047244126997959,0.5037869809714477,1.9948550960967408,0.48077283462337117,0.5247259499597164,0.05555555555555555,0.04436860068259386,0.44065040650406506,-0.29018846745603655,SHORT_COLD_MEDIUM_COLD
751-1000,fan-token,19,2050,39,0.02181208053691275,0.022520634041063928,-0.0007085535041511763,0.48664227837907914,2.0640038104390355,0.4718316213927989,0.4988478335409756,0.06179775280898876,0.0467706013363029,0.5009756097560976,0.009060704537840868,SHORT_COLD_MEDIUM_COLD
751-1000,fantom,6,871,21,0.026022304832713755,0.022520634041063928,0.0035016707916498274,0.49207679691404194,2.250809586271458,0.4938752991520102,0.49039174548181697,0.09866666666666667,0.037037037037037035,0.47761194029850745,-0.49294998879201496,SHORT_COLD_MEDIUM_COLD
751-1000,filesharing,4,1099,27,0.02456778889899909,0.022520634041063928,0.002047154857935163,0.49804562822444803,2.3924337487716434,0.5024882010179408,0.4811148770924054,0.09807692307692308,0.04145077720207254,0.5268425841674249,0.17663382129927052,SHORT_COLD_MEDIUM_COLD
751-1000,gambling,30,4286,86,0.021799746514575412,0.022520634041063928,-0.0007208875264885159,0.41611522531533957,2.2250926813584306,0.4400902487216074,0.39869308106129653,0.07918196119559517,0.04440059200789344,0.5104993000466636,-0.18509331136518342,SHORT_COLD_MEDIUM_COLD
751-1000,gaming,115,11426,235,0.02205744321381641,0.022520634041063928,-0.0004631908272475192,0.455898672379958,2.1343755231926433,0.4692146329801889,0.46551331551962777,0.08419432842382941,0.04359626802374894,0.47628216348678454,-0.44500103809877206,SHORT_COLD_MEDIUM_COLD
751-1000,hardware,6,678,12,0.018691588785046728,0.022520634041063928,-0.0038290452560172,0.48390574000586295,2.120325727579847,0.4704063732404367,0.5179013451495466,0.07380073800738007,0.05113636363636364,0.45722713864306785,-0.5255126731531801,SHORT_COLD_MEDIUM_COLD
751-1000,health,19,2512,61,0.02534275031159119,0.022520634041063928,0.0028221162705272633,0.4377661783932901,2.0742063329502263,0.46144031292026333,0.4215691219185672,0.07685512367491167,0.03453689167974882,0.49363057324840764,-0.14631734695065526,SHORT_COLD_MEDIUM_COLD
751-1000,hospitality,6,964,27,0.02854122621564482,0.022520634041063928,0.006020592174580893,0.5270459487093694,2.401277740960978,0.552009363698445,0.5163638922470933,0.10596026490066225,0.04056795131845842,0.48443983402489627,-0.04136066084437106,SHORT_COLD_MEDIUM_COLD
751-1000,hybrid-pow-pos,19,1001,21,0.023076923076923078,0.022520634041063928,0.0005562890358591505,0.33048534130209484,2.2148375813182524,0.3235723652511187,0.33363169149088073,0.09090909090909091,0.037037037037037035,0.5134865134865135,0.020051962221768076,SHORT_COLD_MEDIUM_COLD
751-1000,identity,5,822,17,0.020884520884520884,0.022520634041063928,-0.001636113156543044,0.4878407860055729,2.1386168557762315,0.4801505736508101,0.4959943160609903,0.0870712401055409,0.029885057471264367,0.5231143552311436,-0.12726661368004344,SHORT_COLD_MEDIUM_COLD
751-1000,insurance,9,930,22,0.024719101123595506,0.022520634041063928,0.002198467082531578,0.40030977829929854,2.259282419733988,0.4397017222851748,0.3858066839066766,0.07875894988066826,0.04246284501061571,0.5021505376344086,-0.16749610259816086,SHORT_COLD_MEDIUM_COLD
751-1000,interoperability,20,1530,27,0.018392370572207085,0.022520634041063928,-0.004128263468856842,0.49259489265638096,1.923078277189836,0.49370762665050016,0.491442400685229,0.07290015847860538,0.025089605734767026,0.4915032679738562,-0.40019514715397786,SHORT_COLD_MEDIUM_COLD
751-1000,iot,14,649,18,0.029173419773095625,0.022520634041063928,0.006652785732031697,0.4959659613206149,2.3030954915929716,0.5240935792927892,0.47441952842734,0.10294117647058823,0.04057971014492753,0.4761171032357473,-0.594469481231105,SHORT_COLD_MEDIUM_COLD
751-1000,launchpad,13,1393,26,0.019490254872563718,0.022520634041063928,-0.00303037916850021,0.4840220129675845,2.039017015671589,0.5223807436045519,0.44217094404837487,0.07679465776293823,0.0326530612244898,0.4781048097631012,-0.35892887969459464,SHORT_COLD_MEDIUM_COLD
751-1000,layer-1,12,739,15,0.02321981424148607,0.022520634041063928,0.0006991802004221413,0.4048215863395257,2.0657525821351435,0.3692127189390698,0.42192087444132187,0.059027777777777776,0.04748603351955307,0.5047361299052774,-0.4684750017607124,SHORT_COLD_MEDIUM_COLD
751-1000,layer-2,5,407,9,0.026239067055393587,0.022520634041063928,0.003718433014329659,0.5559440723605579,2.350227457832179,0.6957096953493216,0.5080620000903626,0.10828025477707007,0.043010752688172046,0.5085995085995086,-0.2750053519957076,SHORT_COLD_MEDIUM_COLD
751-1000,logistics,10,1740,44,0.025851938895417155,0.022520634041063928,0.0033313048543532273,0.5077220776463007,2.166052803480748,0.5309899629034779,0.4664613543099888,0.10259579728059333,0.03135498320268757,0.5436781609195402,0.047787771285801826,SHORT_COLD_MEDIUM_COLD
751-1000,marketing,17,2700,57,0.021656534954407294,0.022520634041063928,-0.0008640990866566334,0.42690067162595235,2.084805973533019,0.4151583336537493,0.43644586958877857,0.06933744221879815,0.04272863568215892,0.4951851851851852,-0.1827317965616802,SHORT_COLD_MEDIUM_COLD
751-1000,marketplace,103,17133,425,0.025763821532492726,0.022520634041063928,0.0032431874914287985,0.42175534921744834,2.2154823956336225,0.4402701612403074,0.4212667633733362,0.08512860686773731,0.04464902186421174,0.5038230315764898,-0.056446021784050476,SHORT_COLD_MEDIUM_COLD
751-1000,masternodes,10,1378,37,0.02698760029175784,0.022520634041063928,0.004466966250693913,0.39539209043232515,2.2294573890002383,0.40312784280816394,0.38390964453523313,0.09375,0.03162650602409638,0.5341074020319303,0.0609391385995041,SHORT_HOT_MEDIUM_HOT
751-1000,media,45,5632,141,0.025819446987731184,0.022520634041063928,0.0032988129466672567,0.48584134840823895,2.187067741107925,0.48923134891812775,0.4857212669126961,0.07177937287495277,0.05523877405559515,0.5230823863636364,0.01806845006912377,SHORT_COLD_MEDIUM_COLD
751-1000,medium-of-exchange,29,3675,86,0.02387562465297057,0.022520634041063928,0.0013549906119066438,0.41223552117693474,2.242402044671797,0.44553617626673214,0.45663486821650257,0.09125717932354818,0.05231277533039647,0.5110204081632653,0.06037723216692891,SHORT_COLD_MEDIUM_COLD
751-1000,memes,372,23195,442,0.024275043936731105,0.022520634041063928,0.0017544098956671778,0.3986301449377687,2.1591912017725146,0.5226147485961762,0.5044113892319761,0.10942423374391291,0.037793787646155666,0.4178486742832507,-0.10176819779571449,SHORT_COLD_MEDIUM_COLD
751-1000,metaverse,10,862,17,0.020656136087484813,0.022520634041063928,-0.0018644979535791147,0.4583418405262605,2.169770984215241,0.463365878514254,0.48767868077320664,0.0748663101604278,0.046511627906976744,0.5046403712296984,-0.48156192578086615,SHORT_COLD_MEDIUM_COLD
751-1000,mineable,230,35650,821,0.024552903881811115,0.022520634041063928,0.002032269840747187,0.4212075622059094,2.1738808747919434,0.43557907896531556,0.4185998665305787,0.0830029732408325,0.038251686711645645,0.5097054698457223,-0.007870075261741908,SHORT_COLD_MEDIUM_COLD
751-1000,music,3,440,8,0.018561484918793503,0.022520634041063928,-0.003959149122270425,0.526512897318827,1.9498928561923465,0.4589907290750799,0.5547388598303755,0.06521739130434782,0.02834008097165992,0.5068181818181818,-0.5230869905331861,SHORT_COLD_MEDIUM_COLD
751-1000,optimism,4,1157,29,0.02519548218940052,0.022520634041063928,0.0026748481483365935,0.4536569622029726,2.146075789529334,0.48110271966527585,0.4419041471497329,0.09404990403071017,0.03492063492063492,0.4969749351771824,-0.08775066089316112,SHORT_COLD_MEDIUM_COLD
751-1000,oracles,11,1124,21,0.02,0.022520634041063928,-0.0025206340410639273,0.46518089732718637,1.9834281598848573,0.49248253591517865,0.4464950080458975,0.06772908366533864,0.032846715328467155,0.5080071174377224,-0.42254166246047925,SHORT_COLD_MEDIUM_COLD
751-1000,payments,41,1876,42,0.023809523809523808,0.022520634041063928,0.0012888897684598805,0.35698265670379425,2.049246572098337,0.3690712416220509,0.35152428045285583,0.08284714119019837,0.028058361391694726,0.4904051172707889,-0.05464883258351625,SHORT_COLD_MEDIUM_COLD
751-1000,platform,175,26629,666,0.02586106473032268,0.022520634041063928,0.0033404306892587526,0.43852985516903586,2.227124644117864,0.44420729368196604,0.4387144673681648,0.08206138191367143,0.044358727097396335,0.5074918322130009,-0.13152159632943722,SHORT_COLD_MEDIUM_COLD
751-1000,play-to-earn,4,388,6,0.01639344262295082,0.022520634041063928,-0.006127191418113107,0.32447341973027444,2.189778688670863,0.3894663265245927,0.28423659071742086,0.08433734939759036,0.04060913705583756,0.5077319587628866,-0.34887624044264387,SHORT_COLD_MEDIUM_COLD
751-1000,polkadot,15,2375,46,0.02014892685063513,0.022520634041063928,-0.0023717071904287984,0.4963656258512779,2.0475329215447133,0.5103686992195217,0.4794397453396807,0.07514450867052024,0.035398230088495575,0.47326315789473683,-0.25941453088112826,SHORT_COLD_MEDIUM_COLD
751-1000,polkastarter,13,957,20,0.025284450063211124,0.022520634041063928,0.002763816022147196,0.43639295499208847,2.2201178719861696,0.5055764942090979,0.39997763914134116,0.09375,0.03194103194103194,0.5141065830721003,-0.4234795752485421,SHORT_COLD_MEDIUM_COLD
751-1000,polygon,24,2131,61,0.03137860082304527,0.022520634041063928,0.008857966781981343,0.38074468575051656,2.184007011155297,0.4059043436847781,0.3694030711331423,0.08710407239819004,0.03773584905660377,0.48568747067104645,-0.2574071545976479,SHORT_COLD_MEDIUM_COLD
751-1000,pos,35,6428,160,0.02527646129541864,0.022520634041063928,0.0027558272543547133,0.45321963723787223,2.256682208112988,0.4610331360102843,0.45178069666706716,0.0864847089773101,0.046846295162278014,0.5065339141257,-0.04222149314565883,SHORT_COLD_MEDIUM_COLD
751-1000,pow,31,2421,54,0.02357049323439546,0.022520634041063928,0.0010498591933315315,0.3573447173020765,2.308799309734455,0.3718519551106658,0.3848416584895812,0.1031434184675835,0.04769874476987448,0.49359768690623707,-0.08122554204224443,SHORT_COLD_MEDIUM_COLD
751-1000,prediction-markets,3,742,22,0.02997275204359673,0.022520634041063928,0.007452118002532801,0.3113942858839389,2.018937194314251,0.3010059639302536,0.3144179645774823,0.07317073170731707,0.03694581280788178,0.4757412398921833,-0.3495710517557763,SHORT_COLD_MEDIUM_COLD
751-1000,privacy,34,2941,54,0.0204855842185129,0.022520634041063928,-0.002035049822551028,0.4113550186498449,2.071452394107189,0.3951409584737412,0.41895404784596546,0.07673267326732673,0.03805496828752643,0.4637878272696362,-0.11735065817157429,SHORT_COLD_MEDIUM_COLD
751-1000,real-estate,13,1616,42,0.026785714285714284,0.022520634041063928,0.0042650802446503565,0.4579156831127458,2.265513244515187,0.474559738341614,0.44132784684724813,0.12191582002902758,0.02957906712172924,0.5030940594059405,-0.38296976443225267,SHORT_COLD_MEDIUM_COLD
751-1000,real-world-assets,11,1622,28,0.017868538608806637,0.022520634041063928,-0.004652095432257291,0.4886233250405575,2.0882271530214367,0.5306339087625642,0.4557423283894122,0.09259259259259259,0.023121387283236993,0.5123304562268804,-0.21266753746805916,SHORT_COLD_MEDIUM_COLD
751-1000,retail,3,409,6,0.014669926650366748,0.022520634041063928,-0.00785070739069718,0.43453969377480944,1.9917243716263433,0.4064004923389043,0.45091141590311984,0.05434782608695652,0.044444444444444446,0.5330073349633252,-0.09685521750507765,SHORT_COLD_MEDIUM_COLD
751-1000,scaling,7,496,13,0.02663934426229508,0.022520634041063928,0.004118710221231153,0.45693775638950807,1.9346479594952524,0.3869777806381501,0.48622855483849853,0.0547945205479452,0.04460966542750929,0.5040322580645161,-0.5143754190981396,SHORT_COLD_MEDIUM_COLD
751-1000,services,42,6665,190,0.029452798015811504,0.022520634041063928,0.006932163974747576,0.4312561440173743,2.263699139078022,0.4409717232349165,0.440620631224039,0.08718282368249837,0.04843131282363692,0.5152288072018004,-0.002000859196612412,SHORT_COLD_MEDIUM_COLD
751-1000,smart-contracts,19,647,24,0.03896103896103896,0.022520634041063928,0.016440404919975032,0.34524461831223385,2.6084730905849947,0.3521271468275933,0.3470119904365564,0.09854014598540146,0.0744047619047619,0.4714064914992272,-0.2976700387225463,SHORT_COLD_MEDIUM_COLD
751-1000,solana,87,5554,107,0.022413070800167575,0.022520634041063928,-0.00010756324089635297,0.4343253316919288,2.0865433524311414,0.4526878107323619,0.43029082956586084,0.08,0.032929598788796366,0.48235505941663664,-0.2833176036533774,SHORT_COLD_MEDIUM_COLD
751-1000,spartan-group,3,349,6,0.01948051948051948,0.022520634041063928,-0.0030401145605444477,0.42672545569266124,1.8695171174948138,0.4303221144928255,0.42590615906862345,0.0625,0.027777777777777776,0.5128939828080229,-0.39839399641698026,SHORT_COLD_MEDIUM_COLD
751-1000,sports,33,10752,281,0.026667932048970295,0.022520634041063928,0.004147298007906367,0.417478011285062,2.2237216214101316,0.41779376365539683,0.4166714383988575,0.06853522749088117,0.05405405405405406,0.5016741071428571,-0.059923161767314985,SHORT_COLD_MEDIUM_COLD
751-1000,stablecoin,43,5451,157,0.03113843712812376,0.022520634041063928,0.008617803087059832,0.3706393449986415,2.243008171030968,0.3976852813713223,0.3639325612063686,0.078714859437751,0.051974214343271555,0.5613648871766649,0.008308244575576456,SHORT_HOT_MEDIUM_HOT
751-1000,staking,6,439,14,0.03723404255319149,0.022520634041063928,0.01471340851212756,0.42353999864490627,2.752212599785919,0.4764545291864605,0.3935678471911237,0.08888888888888889,0.05612244897959184,0.5056947608200456,-0.04879767479319177,SHORT_COLD_MEDIUM_COLD
751-1000,store-of-value,11,1225,41,0.03824626865671642,0.022520634041063928,0.01572563461565249,0.47462157183182885,2.555206631610251,0.4665947993068974,0.49908932431830383,0.09285714285714286,0.056640625,0.4963265306122449,0.05664761814524767,SHORT_COLD_MEDIUM_COLD
751-1000,substrate,6,1440,37,0.026185421089879687,0.022520634041063928,0.0036647870488157597,0.48687026117586113,2.221175772915958,0.4329178045816542,0.5098302273104673,0.09313725490196079,0.05118601747815231,0.47638888888888886,-0.37222928206286904,SHORT_COLD_MEDIUM_COLD
751-1000,sui,4,365,3,0.009933774834437087,0.022520634041063928,-0.012586859206626841,0.4506996454299087,1.80019859314636,0.4383616493237076,0.46069133539549334,0.05714285714285714,0.024691358024691357,0.5589041095890411,-0.3332909344931498,SHORT_COLD_MEDIUM_COLD
751-1000,tokenized-gold,3,918,26,0.028353326063249727,0.022520634041063928,0.005832692022185799,0.48686050173678297,2.3435807503515718,0.5321143371339134,0.4190477431914118,0.0860655737704918,0.04428904428904429,0.5,0.3307607005289499,SHORT_HOT_MEDIUM_HOT
751-1000,tokenized-stock,8,1289,33,0.03122043519394513,0.022520634041063928,0.0086998011528812,0.3609535958218444,2.3253882825655983,0.366379000483371,0.3605735617499749,0.07865168539325842,0.06130268199233716,0.5065942591155935,-0.11824718019382124,SHORT_HOT_MEDIUM_HOT
751-1000,trustswap-launchpad,3,917,17,0.018599562363238512,0.022520634041063928,-0.0039210716778254155,0.4948558838439725,2.0631816400884953,0.485674929687275,0.5016449366295088,0.06775700934579439,0.043209876543209874,0.5332606324972737,-0.18627110026048588,SHORT_COLD_MEDIUM_COLD
751-1000,vr-ar,13,2100,48,0.023391812865497075,0.022520634041063928,0.000871178824433147,0.49322236228815935,2.146892980574568,0.5010575624882548,0.49136279235534847,0.08378088077336197,0.04192685102586976,0.4880952380952381,-0.34736142050888785,SHORT_COLD_MEDIUM_COLD
751-1000,wallet,6,1881,40,0.02127659574468085,0.022520634041063928,-0.0012440382963830772,0.42789772969925743,1.966735051512846,0.4290036433050961,0.4254582032829889,0.06425233644859812,0.0341796875,0.5007974481658692,-0.051907398920947194,SHORT_COLD_MEDIUM_COLD
751-1000,yield-farming,20,1400,38,0.02844311377245509,0.022520634041063928,0.005922479731391161,0.45803251452139093,2.274904970859022,0.43916447090576427,0.4795691443253821,0.08530805687203792,0.051209103840682786,0.48928571428571427,-0.11835776193618285,SHORT_COLD_MEDIUM_COLD
751-1000,zero-knowledge-proofs,10,2085,36,0.01809954751131222,0.022520634041063928,-0.004421086529751709,0.4844971599134844,1.9439211820932776,0.5340850724961077,0.4543854490181112,0.07256235827664399,0.0292772186642269,0.5122302158273381,-0.1645753724716958,SHORT_COLD_MEDIUM_COLD
751-1000,nan,1362,103138,2458,0.028310144660462545,0.022520634041063928,0.005789510619398617,0.35988059430897823,2.2499129991605944,0.38045612482378827,0.364064624207391,0.08614902114522334,0.043655531277453655,0.49375593864531014,-0.01726002325521681,SHORT_COLD_MEDIUM_COLD
1001-1500,adult,3,648,3,0.00505902192242833,0.023030417945931754,-0.017971396023503422,0.47849883389992715,1.9222096825559027,0.4296889887134125,0.5614831439058889,0.05338078291814947,0.0392156862745098,0.5262345679012346,-0.15767020140641022,SHORT_COLD_MEDIUM_COLD
1001-1500,ai-big-data,295,41121,810,0.0207442313109842,0.023030417945931754,-0.0022861866349475554,0.45175048619621166,2.0856860854184993,0.44425978698052876,0.46587412918937066,0.08149792603844132,0.03594227033028032,0.48899589017776807,-0.3184015064420376,SHORT_COLD_MEDIUM_COLD
1001-1500,algorand,4,1157,26,0.022569444444444444,0.023030417945931754,-0.00046097350148730995,0.20137798215398067,2.060796789363211,0.20635272074231972,0.20735656665295388,0.07042253521126761,0.03894080996884735,0.5177182368193605,-0.07563240596027732,SHORT_COLD_MEDIUM_COLD
1001-1500,amm,4,841,25,0.03109452736318408,0.023030417945931754,0.008064109417252326,0.4337864026300421,2.3204913737561217,0.440723759742644,0.42686581148594027,0.09455587392550144,0.05054945054945055,0.49702734839476814,0.024205378401182455,SHORT_COLD_MEDIUM_COLD
1001-1500,arbitrum,11,848,25,0.036603221083455345,0.023030417945931754,0.013572803137523591,0.39001993766747206,2.397745276667484,0.45528742322111176,0.3523195392777813,0.08247422680412371,0.061224489795918366,0.4669811320754717,-0.5805157308171425,SHORT_COLD_MEDIUM_COLD
1001-1500,arbitrum-ecosytem,14,1449,38,0.02745664739884393,0.023030417945931754,0.004426229452912177,0.37704507518605124,2.0939734264382053,0.3654020584473224,0.3831178157590454,0.08731466227347612,0.03088803088803089,0.494824016563147,-0.24073711057357924,SHORT_COLD_MEDIUM_COLD
1001-1500,art,14,1879,50,0.036390101892285295,0.023030417945931754,0.013359683946353541,0.366791337992581,2.399849512621282,0.3937755495681685,0.36085203785044206,0.09003215434083602,0.04521276595744681,0.3773283661522086,-0.3653319562391829,SHORT_COLD_MEDIUM_COLD
1001-1500,asset-management,72,17100,398,0.02423725717069606,0.023030417945931754,0.0012068392247643056,0.39630362578587963,2.1096345612435012,0.39540976378697856,0.4066833761783922,0.0750130005200208,0.0403347669417645,0.5102339181286549,-0.019125493703246364,SHORT_COLD_MEDIUM_COLD
1001-1500,avalanche,18,2541,69,0.030236634531113058,0.023030417945931754,0.007206216585181304,0.4432786362864567,2.2513612748551886,0.41101679953357334,0.4648765274445761,0.07482305358948432,0.058004640371229696,0.45808736717827625,-0.6791994733453033,SHORT_COLD_MEDIUM_COLD
