rank_band,sign,amplitude,n_events,unique_assets,horizon,p_rev,gb_med,gb_p75,cont_prob,cont_amp_sig,fwd_med_sig
751-1000,DOWN,nan,26616,3031,21D,0.5256236850015028,0.17747544681428878,2.464731059993565,0.4734370303576796,-1.824480947477661,0.1786164797443125
751-1000,DOWN,nan,26616,3031,30D,0.5134129846708747,0.11816298395191116,3.043695973680901,0.4857604448452059,-2.3434816359447668,0.12139613464839014
751-1000,DOWN,2s,7673,2070,1D,0.5477648898735827,0.02936054777912668,0.39769888070746284,0.4521047830053434,-0.692158262773671,0.06670487015343664
751-1000,DOWN,2s,7673,2070,2D,0.5514140492636518,0.057759334278194574,0.5212758713857207,0.44741300664668315,-0.9708923095390127,0.1383326240436047
751-1000,DOWN,2s,7673,2070,3D,0.531083018376124,0.038530416545157896,0.6088849043908255,0.46878665450280205,-1.1801276032643933,0.08887840324557963
751-1000,DOWN,2s,7673,2070,5D,0.5224814283852469,0.03384893242245852,0.710024720165806,0.4769972631304574,-1.5371267167606915,0.08256005123839248
751-1000,DOWN,2s,7673,2070,7D,0.5120552586993353,0.015138552892591611,0.8081602388971254,0.4870324514531474,-1.7404675120646043,0.03493129514720218
751-1000,DOWN,2s,7673,2070,10D,0.5202658673269908,0.050449754623413855,0.9727212408625906,0.4792128241887137,-2.165104240876144,0.11970971396238121
751-1000,DOWN,2s,7673,2070,14D,0.5031930144663105,0.0,1.0715923727917398,0.4960250228072462,-2.5445083027431483,0.0
751-1000,DOWN,2s,7673,2070,21D,0.4853381988791868,0.0,1.3167703096137768,0.5138798383943699,-3.1787371851056343,-0.16277309984132904
751-1000,DOWN,2s,7673,2070,30D,0.46604978496025024,0.0,1.5492130170354372,0.5332985794343803,-4.029587907594209,-0.5045009394678571
751-1000,DOWN,3s,2056,1133,1D,0.5481517509727627,0.025678447565468623,0.3734943484239317,0.45038910505836577,-0.862572040705699,0.08725756918572794
751-1000,DOWN,3s,2056,1133,2D,0.5520428015564203,0.03624513742454565,0.47311326970918316,0.4469844357976654,-1.1661390574765769,0.11961630510580726
751-1000,DOWN,3s,2056,1133,3D,0.5359922178988327,0.03274893619080317,0.5543422967039571,0.46303501945525294,-1.5028971438313605,0.11273582834507806
751-1000,DOWN,3s,2056,1133,5D,0.5316147859922179,0.03991978348237757,0.6163386269665856,0.4678988326848249,-1.990592837059733,0.13643459706283048
751-1000,DOWN,3s,2056,1133,7D,0.5248054474708171,0.045790385492202476,0.7094737066779142,0.47470817120622566,-2.054571263098239,0.1587665381786123
751-1000,DOWN,3s,2056,1133,10D,0.5204280155642024,0.04187531133539686,0.8296081123925627,0.4781128404669261,-2.4494992149955466,0.14445629887224165
751-1000,DOWN,3s,2056,1133,14D,0.5150778210116731,0.01763287994422479,0.8473299684690826,0.48492217898832685,-2.9763354719023742,0.05900277479612952
751-1000,DOWN,3s,2056,1133,21D,0.5111867704280155,0.02230617975130242,1.0588293253201742,0.4888132295719844,-3.7614090283747452,0.07363139426860954
751-1000,DOWN,3s,2056,1133,30D,0.4683852140077821,0.0,1.1407024000208197,0.5316147859922179,-4.150772470613001,-0.4959815745992511
751-1000,DOWN,4s+,1477,890,1D,0.5429925524712255,0.017562806662779804,0.3945402075554099,0.45700744752877454,-1.3282696025392882,0.10941878330608805
751-1000,DOWN,4s+,1477,890,2D,0.6005416384563304,0.0944137636677422,0.5066533530975165,0.3981042654028436,-1.564936144302864,0.5273371315807122
751-1000,DOWN,4s+,1477,890,3D,0.6012186865267434,0.11061173054117326,0.5658212741084918,0.3981042654028436,-1.9796247793825699,0.6088011528158916
751-1000,DOWN,4s+,1477,890,5D,0.5937711577522004,0.1304451663244477,0.6201739479280102,0.40555179417738657,-2.57015487902215,0.7346411973618505
751-1000,DOWN,4s+,1477,890,7D,0.5693974272173324,0.10825710571003214,0.6398748218517489,0.43060257278266756,-2.5142514277134547,0.6122601402404428
751-1000,DOWN,4s+,1477,890,10D,0.5958023019634394,0.1867576440864928,0.7987395504447788,0.4041976980365606,-2.9610465612950003,1.050428227654564
751-1000,DOWN,4s+,1477,890,14D,0.6032498307379824,0.20162751564006276,0.9242529449973063,0.3960731211916046,-3.541231908011126,1.1687986804721633
751-1000,DOWN,4s+,1477,890,21D,0.5565335138794855,0.11938560672608058,1.0159741483210063,0.44075829383886256,-4.130696933970212,0.6996207958800007
751-1000,DOWN,4s+,1477,890,30D,0.5443466486120515,0.11366004401889068,1.2612448560494873,0.4549763033175355,-4.843738290966485,0.5931249557198564
1001-1500,DOWN,3s,4223,1983,1D,0.5628699976320152,0.040709495371087076,0.39269796392323664,0.43594600994553634,-0.8577336961486812,0.138954783678561
1001-1500,DOWN,3s,4223,1983,2D,0.5697371536822164,0.06833176364907485,0.5297332068001289,0.42860525692635565,-1.1611715536446976,0.23356860241973143
1001-1500,DOWN,3s,4223,1983,3D,0.5616860052095667,0.07461362639634551,0.5937693401981102,0.4371300023679848,-1.4660542514687132,0.24558695066804875
1001-1500,DOWN,3s,4223,1983,5D,0.5678427658062989,0.09750334645177891,0.7049596330436627,0.43144683874023204,-1.8500737144528712,0.3274742025495364
1001-1500,DOWN,3s,4223,1983,7D,0.5576604309732418,0.10754270223175971,0.7792483091737576,0.4416291735732891,-1.9932738587738743,0.36572478747611753
1001-1500,DOWN,3s,4223,1983,10D,0.5538716552214066,0.11306306953568969,0.9509456668543008,0.4442339569026758,-2.4407401784058154,0.40138290977531343
1001-1500,DOWN,3s,4223,1983,14D,0.5396637461520246,0.12509372346879782,1.0541842271066455,0.45962585839450626,-2.889721154466354,0.4182161551177698
1001-1500,DOWN,3s,4223,1983,21D,0.5358749704001894,0.1255394727387751,1.2716644200523786,0.46223064172389294,-3.448580923169651,0.4158482017856782
1001-1500,DOWN,3s,4223,1983,30D,0.5100639355908122,0.04129701635483536,1.4515629443781495,0.48898887047122896,-4.245461756878497,0.15045296414787482
1001-1500,DOWN,4s+,3084,1660,1D,0.5820363164721142,0.04467727130389121,0.4119480782788836,0.4156939040207523,-1.140531827465855,0.2541262593947056
1001-1500,DOWN,4s+,3084,1660,2D,0.6160830090791181,0.10594508590501268,0.534783969116471,0.38229571984435795,-1.5551966332331242,0.5753123544372838
1001-1500,DOWN,4s+,3084,1660,3D,0.6001945525291829,0.1064421422206511,0.6217730516884117,0.3978599221789883,-1.8219430296857206,0.6452413144670797
1001-1500,DOWN,4s+,3084,1660,5D,0.5982490272373541,0.1351144534327412,0.7012332692958957,0.40045395590142674,-2.2989094406960406,0.7835360375034158
1001-1500,DOWN,4s+,3084,1660,7D,0.5800907911802854,0.12348668336983014,0.7475078540798645,0.4156939040207523,-2.5006755152258244,0.6829235113605505
1001-1500,DOWN,4s+,3084,1660,10D,0.607976653696498,0.2225383599321728,0.8903099667732155,0.38845654993514916,-3.337121687665121,1.2117347029494707
1001-1500,DOWN,4s+,3084,1660,14D,0.6076523994811932,0.21870529375978662,0.9811055321771038,0.39072632944228275,-3.842999004101152,1.2322938766174738
1001-1500,DOWN,4s+,3084,1660,21D,0.582360570687419,0.20212263980420966,1.1744387273438464,0.4147211413748379,-4.194659784587899,1.084846476677553
1001-1500,DOWN,4s+,3084,1660,30D,0.569390402075227,0.2146941133923992,1.354966812043682,0.4280155642023346,-4.874783041599128,1.1682537794971517
1001-1500,DOWN,2s,15882,3146,1D,0.5651051504848256,0.04820402746051857,0.43332625209045583,0.43445409897997733,-0.6870127827549499,0.11432231644812862
1001-1500,DOWN,2s,15882,3146,2D,0.5664274020904169,0.07815236905963935,0.5653890992132385,0.43180959576879485,-0.9357085012212856,0.1831808527188723
1001-1500,DOWN,2s,15882,3146,3D,0.5639088276035764,0.09931976103981772,0.663736321255957,0.43565042186122654,-1.1671696752811573,0.23111894750085527
1001-1500,DOWN,2s,15882,3146,5D,0.544893590227931,0.09004733897507249,0.7789621496812483,0.45479158796121394,-1.4672789428695268,0.21953963455361514
1001-1500,DOWN,2s,15882,3146,7D,0.5389749401838559,0.08150359814049629,0.8870578302310014,0.46026948747009194,-1.7300942121246794,0.19602495937085607
1001-1500,DOWN,2s,15882,3146,10D,0.5397305125299081,0.11613641093989074,1.0712574391931133,0.45945095076186876,-2.0754061450350214,0.2739486202607673
1001-1500,DOWN,2s,15882,3146,14D,0.5341266842966881,0.11366188925115785,1.2370483920719,0.46480292154640473,-2.4867335186664876,0.26322692678525705
1001-1500,DOWN,2s,15882,3146,21D,0.5214078831381438,0.08527004525383414,1.493462549471245,0.47789950887797505,-3.144195134995404,0.2030054935761225
1001-1500,DOWN,2s,15882,3146,30D,0.5011963228812493,0.0013115413943999383,1.8341433215075245,0.49748142551315955,-3.919700503182273,0.002668309826266829
1001-1500,DOWN,nan,64197,4319,1D,0.5547611259093104,0.06526033030329313,0.6251560655058092,0.4443821362368958,-0.38147834944545683,0.06730611377848941
1001-1500,DOWN,nan,64197,4319,2D,0.56485505553219,0.12203787381829473,0.8485121494655514,0.4341168590432575,-0.5155241812050353,0.11678510687071456
1001-1500,DOWN,nan,64197,4319,3D,0.5662725672539215,0.15453970140156192,1.009502801093916,0.43288627194417184,-0.6242862990318188,0.1505663407550027
1001-1500,DOWN,nan,64197,4319,5D,0.5683754692586881,0.21383448166586672,1.268690629906791,0.43067433057619514,-0.7885776711370146,0.20744794342293055
1001-1500,DOWN,nan,64197,4319,7D,0.566319298409583,0.24840311000888482,1.4908056214986836,0.43252799975076717,-0.9234802970990492,0.23837997624138138
1001-1500,DOWN,nan,64197,4319,10D,0.5721139617116064,0.3207775736317063,1.854502554500315,0.42692026107138964,-1.123854028412914,0.30943160724974406
1001-1500,DOWN,nan,64197,4319,14D,0.5706341417823263,0.3942677154252099,2.270345396632028,0.42838450394878264,-1.3431354002530695,0.3836003010199247
1001-1500,DOWN,nan,64197,4319,21D,0.5698708662398555,0.5036421772356853,3.029661927528848,0.4289452778167204,-1.7131940742994565,0.49679539961317526
1001-1500,DOWN,nan,64197,4319,30D,0.5703537548483574,0.6603770590017396,3.957227436975468,0.4284935433119928,-2.154983141221112,0.6366606554939442
1501-2000,DOWN,nan,79574,4515,1D,0.591914444416518,0.10926131694566349,0.7762808110293202,0.4016764269736346,-0.31542451596363863,0.09729044218742877
1501-2000,DOWN,nan,79574,4515,2D,0.6150124412496544,0.22877387567714705,1.0859737269328087,0.3790685399753688,-0.44414852370573765,0.19995118470410433
1501-2000,DOWN,nan,79574,4515,3D,0.6241108904918692,0.3135723555431307,1.2977441366970746,0.3697941538693543,-0.5348658740361798,0.2749611977483505
1501-2000,DOWN,nan,79574,4515,5D,0.6353331490185237,0.4574335474408845,1.690846631824023,0.35882323371955666,-0.6865728537902358,0.40083040512907564
1501-2000,DOWN,nan,79574,4515,7D,0.6419433483298564,0.569368512607946,2.057263714686343,0.35235127051549503,-0.8294860924116895,0.5058193886216009
1501-2000,DOWN,nan,79574,4515,10D,0.6526754970216402,0.7608228865175587,2.6424912860855385,0.34187046020056805,-1.0325398035790365,0.6759501196337605
1501-2000,DOWN,nan,79574,4515,14D,0.6611330334028703,1.000645886369431,3.3861705495221193,0.33321185311785256,-1.2823142135600443,0.8947446342388203
1501-2000,DOWN,nan,79574,4515,21D,0.6690501922738583,1.3861450912340714,4.634150726122288,0.32531982808455023,-1.720427998891946,1.238428411994968
1501-2000,DOWN,nan,79574,4515,30D,0.6699550104305426,1.8364047831087782,6.158334198948527,0.32406313620026644,-2.3626941754697146,1.6770339824715652
1501-2000,DOWN,2s,17388,3668,1D,0.5777547734069474,0.06243174962063304,0.4843299506146199,0.41626409017713367,-0.607440084603682,0.1497505758484102
1501-2000,DOWN,2s,17388,3668,2D,0.5912698412698413,0.11857579392397745,0.6577229702940688,0.4021164021164021,-0.8767392845043527,0.2787564202550078
1501-2000,DOWN,2s,17388,3668,3D,0.5886243386243386,0.1456342940654986,0.7887575338497961,0.4056245686680469,-1.0912642505402241,0.35285537353542884
1501-2000,DOWN,2s,17388,3668,5D,0.5828732459167242,0.17898561229967602,0.9614232919478689,0.41235334713595584,-1.390724806961394,0.42597753433702
1501-2000,DOWN,2s,17388,3668,7D,0.5783873936047849,0.20071992689279855,1.1111220301178035,0.4158040027605245,-1.6355206711297972,0.4786598702772824
1501-2000,DOWN,2s,17388,3668,10D,0.5850011502185415,0.2790009495698584,1.361744130557374,0.40965033356337704,-2.0250287924026886,0.6649325925401143
1501-2000,DOWN,2s,17388,3668,14D,0.5810328962502875,0.3281263249808781,1.6112852145871592,0.4137911203128594,-2.475776159287279,0.7723163632434631
1501-2000,DOWN,2s,17388,3668,21D,0.5841959972394755,0.44145458240277213,2.1609277265582882,0.41068553025074767,-3.272806218825066,1.0565947952799681
1501-2000,DOWN,2s,17388,3668,30D,0.5741890959282263,0.49776796973685966,2.8243986570200392,0.42040487692661604,-4.109467421743322,1.205136068954824
1501-2000,DOWN,4s+,4316,2275,1D,0.5611677479147359,0.02568146064126835,0.3907129402321857,0.42191844300278036,-1.0112340744774235,0.15633437703692446
1501-2000,DOWN,4s+,4316,2275,2D,0.5968489341983317,0.06984863376399893,0.5612880863781775,0.3899443929564411,-1.3563529671418282,0.4050858511760418
1501-2000,DOWN,4s+,4316,2275,3D,0.5894346617238183,0.09401766576850963,0.6777050007875485,0.4006024096385542,-1.6408061622377423,0.5772966125550305
1501-2000,DOWN,4s+,4316,2275,5D,0.6037998146431881,0.1456617315055318,0.8492945709811647,0.3867006487488415,-2.164196434507737,0.8480803389476861
1501-2000,DOWN,4s+,4316,2275,7D,0.6054216867469879,0.1667792183648632,1.0136162680585201,0.3867006487488415,-2.4200755942788867,0.98771423319996
1501-2000,DOWN,4s+,4316,2275,10D,0.6132993512511585,0.24759377809177494,1.2051817020386135,0.3778962001853568,-2.943551255729648,1.427518819621957
1501-2000,DOWN,4s+,4316,2275,14D,0.6246524559777572,0.3253346179959273,1.3973417833036905,0.36793327154772937,-3.640725073081252,1.8677240047931287
1501-2000,DOWN,4s+,4316,2275,21D,0.623725671918443,0.39436932294692284,1.7976603804730955,0.3707136237256719,-4.322726688761101,2.2447320657529617
1501-2000,DOWN,4s+,4316,2275,30D,0.6197868396663577,0.46543686313935184,2.231519062377715,0.3769694161260426,-5.394222600456951,2.687097416715654
1501-2000,DOWN,3s,4896,2377,1D,0.573937908496732,0.04968949860002451,0.4448857994041712,0.41237745098039214,-0.7227379177987597,0.1628208568049134
1501-2000,DOWN,3s,4896,2377,2D,0.59375,0.09816787668969885,0.5942517777018721,0.397875816993464,-1.0641235596333236,0.3282783137284002
1501-2000,DOWN,3s,4896,2377,3D,0.5921160130718954,0.12512827688725148,0.7176946912828379,0.40175653594771243,-1.3607716853241287,0.42346748549268975
1501-2000,DOWN,3s,4896,2377,5D,0.5821078431372549,0.14717876457765347,0.8652047090908669,0.4127859477124183,-1.6978793556995826,0.5144256532146065
1501-2000,DOWN,3s,4896,2377,7D,0.5741421568627451,0.15788368476567868,0.9996971756328386,0.42197712418300654,-2.0199380738231074,0.5302833340188781
1501-2000,DOWN,3s,4896,2377,10D,0.5904820261437909,0.2451262564464332,1.2121056659357419,0.4035947712418301,-2.393564682175838,0.8296920405511672
1501-2000,DOWN,3s,4896,2377,14D,0.5884395424836601,0.30043262945734206,1.4937425775081354,0.4056372549019608,-2.9844793264015754,1.0313906929495888
1501-2000,DOWN,3s,4896,2377,21D,0.5772058823529411,0.33020126628615304,1.8393031082025453,0.41748366013071897,-3.6606032261759927,1.122488231887983
1501-2000,DOWN,3s,4896,2377,30D,0.5716911764705882,0.42108725830118826,2.319777731651281,0.4238153594771242,-4.695974147424151,1.4297985295542393
501-750,UP,10%,16496,2506,1D,0.6064500484966052,0.15109636940617716,0.540143309202611,0.39209505334626577,0.5749410006915945,-0.1799299873964345
501-750,UP,10%,16496,2506,2D,0.5951745877788555,0.18535954551292233,0.7295172723195333,0.40330989330746847,0.7398871168787812,-0.22009366884596032
501-750,UP,10%,16496,2506,3D,0.5902643064985451,0.2281656693243542,0.8611458737647236,0.4071290009699321,0.9587768417690692,-0.26992486418483547
501-750,UP,10%,16496,2506,5D,0.5860208535402521,0.2603794412356449,1.0338582039442314,0.4120392822502425,1.2174707625589298,-0.30612737812092594
501-750,UP,10%,16496,2506,7D,0.587233268671193,0.31371189213411055,1.2250119560593045,0.41155431619786614,1.418298611014333,-0.3611162627933082
501-750,UP,10%,16496,2506,10D,0.5830504364694471,0.3589280568965248,1.4902940135966634,0.41579776915615907,1.7475153905447292,-0.41434326543375016
501-750,UP,10%,16496,2506,14D,0.5768064985451018,0.3943175560745331,1.7534630116547945,0.42185984481086325,2.11731723422444,-0.4437374693018671
501-750,UP,10%,16496,2506,21D,0.5791707080504365,0.5106899595375387,2.2079198174287056,0.4199199806013579,2.6708117222348693,-0.5972567172481946
501-750,UP,10%,16496,2506,30D,0.5762609117361784,0.6400527174384436,2.6810019543552985,0.4228297769156159,3.213158494653409,-0.7595006994257161
501-750,UP,15%,7810,2117,1D,0.6243277848911651,0.1502915532292338,0.4827300117492804,0.3734955185659411,0.6177595036478393,-0.23755408951748014
501-750,UP,15%,7810,2117,2D,0.6241997439180538,0.20174744303066305,0.6270883935682922,0.375416133162612,0.8385347818953404,-0.32527564035456863
501-750,UP,15%,7810,2117,3D,0.6139564660691421,0.23092652675130546,0.7402276454259669,0.38437900128040975,1.033612901215538,-0.35615265886094827
501-750,UP,15%,7810,2117,5D,0.6044814340588989,0.26962812639257144,0.8826696998551861,0.39257362355953906,1.2939497330816152,-0.4210215661116073
501-750,UP,15%,7810,2117,7D,0.6030729833546735,0.3131163543070993,1.0049352366536306,0.39654289372599233,1.5485654486602005,-0.48344915795034976
501-750,UP,15%,7810,2117,10D,0.5914212548015365,0.3356753235488431,1.1977714344225432,0.40729833546734956,1.8014192582085107,-0.5076155124977982
501-750,UP,15%,7810,2117,14D,0.5911651728553137,0.3664136737780315,1.398299493071041,0.40819462227912934,2.0967120330597737,-0.5534982674300986
501-750,UP,15%,7810,2117,21D,0.5939820742637644,0.4714531859079744,1.7036165254677824,0.4035851472471191,2.8219416132094497,-0.700585468223629
501-750,UP,15%,7810,2117,30D,0.5882202304737516,0.5221795866973281,2.101666272337712,0.4108834827144686,3.2456050660865223,-0.8982509923750692
501-750,UP,20%+,15152,2720,1D,0.6580649419218585,0.11308058007578861,0.35842715334326514,0.33916314677930304,0.6526167576253257,-0.341398859835014
501-750,UP,20%+,15152,2720,2D,0.6475052798310454,0.14290411451063878,0.46346541633493793,0.3496568109820486,0.8687296989184716,-0.432767961124489
501-750,UP,20%+,15152,2720,3D,0.6389915522703273,0.1585972876994543,0.5165624134607727,0.35810454065469904,1.0339176575924287,-0.49047508074535195
501-750,UP,20%+,15152,2720,5D,0.6269139387539598,0.17570321012219264,0.5948076467371455,0.37156810982048577,1.240143731137887,-0.527987182961485
501-750,UP,20%+,15152,2720,7D,0.6118004223864836,0.17311240901195712,0.6537948551761085,0.3862196409714889,1.4414497451058186,-0.5498552154336084
501-750,UP,20%+,15152,2720,10D,0.6006467793030623,0.17951895624094558,0.7204211913649016,0.3979672650475185,1.6812074363700058,-0.5814434368528983
501-750,UP,20%+,15152,2720,14D,0.595168954593453,0.19973705962171412,0.8217672600868674,0.40331309398099263,2.00472349116186,-0.6255300139766268
501-750,UP,20%+,15152,2720,21D,0.5818373812038015,0.20979671286484927,0.968749251699802,0.41697465681098206,2.476420495562325,-0.6403119423528768
501-750,UP,20%+,15152,2720,30D,0.5776135163674763,0.23183956252216825,1.169521054587341,0.42126451953537486,3.1681312755768123,-0.7371932472151783
501-750,UP,nan,3416,818,1D,0.5532786885245902,0.06215677327722692,0.4256123529744676,0.44291569086651056,0.9169288143369752,-0.1677681148950375
501-750,UP,nan,3416,818,2D,0.5705503512880562,0.099470913448532,0.5645357838178847,0.42769320843091335,1.3502867600148212,-0.2665162824104664
501-750,UP,nan,3416,818,3D,0.5333723653395784,0.08319894881264148,0.6519123284257605,0.4455503512880562,1.4658436357151343,-0.21592303850557149
501-750,UP,nan,3416,818,5D,0.5324941451990632,0.09596620560719973,0.8068277958408795,0.45286885245901637,2.141029928686437,-0.25087307968921213
501-750,UP,nan,3416,818,7D,0.5275175644028103,0.09268724062029236,0.9116266665366651,0.47014051522248246,2.7367173356520897,-0.25203949433319567
501-750,UP,nan,3416,818,10D,0.5240046838407494,0.07185914167679218,1.0268299477237566,0.474824355971897,3.2702832772682413,-0.18055517032193585
501-750,UP,nan,3416,818,14D,0.5204918032786885,0.06818688082297343,1.2232465217750226,0.4768735362997658,4.013811142501745,-0.18486269860536225
501-750,UP,nan,3416,818,21D,0.514344262295082,0.06891182088931597,1.4845575027914228,0.4833138173302108,4.8017320667249255,-0.1974766649634519
501-750,UP,nan,3416,818,30D,0.5242974238875878,0.1426756186106996,1.9034037843369356,0.47453161592505855,6.326347064613574,-0.3534036767914498
751-1000,UP,10%,16172,2826,1D,0.5978233984664852,0.13493663560876673,0.5603872561577392,0.40143457828345286,0.5639577100497264,-0.1588954820938393
751-1000,UP,10%,16172,2826,2D,0.592196388820183,0.17654362160215195,0.7241837509594928,0.4073707642839476,0.7781379357299566,-0.2091821137005705
751-1000,UP,10%,16172,2826,3D,0.5844051446945338,0.21012955728981522,0.849442573934084,0.414419985159535,0.9808726704781408,-0.2452588409469488
751-1000,UP,10%,16172,2826,5D,0.5678332921098195,0.22184998626344118,1.0242518433212917,0.43123917882760326,1.2742454702555874,-0.2500260207066318
751-1000,UP,10%,16172,2826,7D,0.5589290131090774,0.21702996389582552,1.189025821975674,0.44082364580756866,1.521762637690522,-0.24751056765739843
751-1000,UP,10%,16172,2826,10D,0.5521889685876824,0.23655654495279876,1.3858681150539396,0.4471308434330942,1.9104546834404985,-0.27218246853030437
751-1000,UP,10%,16172,2826,14D,0.5395745733366312,0.19947751084865845,1.609226125256387,0.45980707395498394,2.286529885936577,-0.2137436561839631
751-1000,UP,10%,16172,2826,21D,0.534071234232006,0.23955005803846383,1.9919204809476092,0.4653722483304477,2.9499212171762355,-0.27373424446359473
751-1000,UP,10%,16172,2826,30D,0.5224462033143705,0.20141800680205468,2.3799199282750543,0.4766881028938907,3.641040308956853,-0.24535785691093043
751-1000,UP,15%,7804,2336,1D,0.6248077908764736,0.14338995529149962,0.4939457001504,0.3750640697078421,0.586099919172457,-0.22190233949582022
751-1000,UP,15%,7804,2336,2D,0.6077652485904664,0.18227917957334447,0.6365281188515515,0.3917221937467965,0.8621102330740155,-0.2679241141472573
751-1000,UP,15%,7804,2336,3D,0.6004613018964634,0.2034506330620193,0.7322057114843894,0.398257303946694,1.051783306007017,-0.29946352508163443
751-1000,UP,15%,7804,2336,5D,0.5826499231163506,0.22274372704028686,0.8570492582147595,0.41645310097385957,1.3015242833786445,-0.3378166342504875
751-1000,UP,15%,7804,2336,7D,0.5700922603792927,0.21569785401349947,0.9674027257807571,0.42913890312660175,1.5335122346829664,-0.31374282869104103
751-1000,UP,15%,7804,2336,10D,0.5626601742696054,0.22257063259751814,1.1110714870029252,0.43657098923628906,1.9678879678029366,-0.3395096895593361
751-1000,UP,15%,7804,2336,14D,0.5381855458739108,0.17769114852204482,1.2673058475262424,0.4613018964633521,2.2545906078587485,-0.2732280376553992
751-1000,UP,15%,7804,2336,21D,0.5292157867760123,0.15113673659239427,1.512027814197143,0.46975909789851356,2.918598579496216,-0.20519422238433888
751-1000,UP,15%,7804,2336,30D,0.5230650948231677,0.16116091246643427,1.7951506557686572,0.4759097898513583,3.5047383087356763,-0.24429277012595166
751-1000,UP,nan,3338,904,1D,0.5569203115638106,0.05805002742883393,0.4216239787007043,0.44218094667465546,0.9157584267615527,-0.15752270763130416
751-1000,UP,nan,3338,904,2D,0.5530257639304973,0.06917122996860843,0.5484155474033863,0.4463750748951468,1.2204543860637014,-0.17606064807440183
751-1000,UP,nan,3338,904,3D,0.548831635710006,0.0923406555501281,0.6619612519234687,0.43618933493109646,1.6022042478723626,-0.23625571792954525
751-1000,UP,nan,3338,904,5D,0.5338526063511084,0.09209907657656746,0.8153284384494025,0.451168364289994,2.0697354913352335,-0.23732487106190286
751-1000,UP,nan,3338,904,7D,0.5233672857998801,0.0663988064036318,0.9454560144889532,0.47483523067705213,2.3939317921070646,-0.17133574202202734
751-1000,UP,nan,3338,904,10D,0.5206710605152786,0.08395303479207483,1.0572047794217012,0.4775314559616537,3.004642539515054,-0.20566577346158466
751-1000,UP,nan,3338,904,14D,0.5161773517076094,0.060189289090841175,1.217673912986916,0.48322348711803476,3.63813739791204,-0.1819573093803754
751-1000,UP,nan,3338,904,21D,0.511983223487118,0.05287378065384186,1.4956223124637305,0.48621929298981426,4.868938870485982,-0.13589173419584344
751-1000,UP,nan,3338,904,30D,0.5224685440383463,0.1231924265088022,1.8884587652133324,0.47603355302576394,6.267178468007475,-0.3572867202128388
751-1000,UP,20%+,16257,3013,1D,0.6456910869164052,0.11392566375349847,0.38616961332053407,0.3530786738020545,0.6400622564683524,-0.29002083783588634
751-1000,UP,20%+,16257,3013,2D,0.625269114842837,0.13010116814800088,0.4806491643839113,0.3735006458756228,0.9074114769325137,-0.3433748219406519
751-1000,UP,20%+,16257,3013,3D,0.6066925016915791,0.1330969501901103,0.5186561290068417,0.3919542350987267,1.1154330356158288,-0.32509639839609816
751-1000,UP,20%+,16257,3013,5D,0.5764901273297657,0.11475299198615958,0.562934723146273,0.42154148981976997,1.4096036150986535,-0.27884641545158956
751-1000,UP,20%+,16257,3013,7D,0.5563757150765823,0.0914480763165709,0.5906718138091184,0.4427016054622624,1.6650599312047092,-0.24128062474082584
751-1000,UP,20%+,16257,3013,10D,0.5316479055176232,0.05955035143977474,0.6290461207627713,0.4667527834163745,1.9902084903199293,-0.135503893431832
751-1000,UP,20%+,16257,3013,14D,0.5150396752168297,0.030324790463361458,0.6971561900369847,0.4839146213938611,2.400461922672521,-0.0611880050545921
751-1000,UP,20%+,16257,3013,21D,0.5000307559820385,0.0,0.797151873047577,0.4986159808082672,3.0854786492192887,0.0
751-1000,UP,20%+,16257,3013,30D,0.48274589407639784,0.0,0.9503120471728075,0.5152242111090607,3.83375533536377,0.15891557808537093
1001-1500,UP,10%,32838,3963,1D,0.6040258237407881,0.1464205709670884,0.5966778145904583,0.39506060052378345,0.5167775889462125,-0.16109893234951614
1001-1500,UP,10%,32838,3963,2D,0.5908094281015897,0.18903045697163892,0.7622889058093342,0.4084292587855533,0.7133951069522863,-0.19891885293426234
1001-1500,UP,10%,32838,3963,3D,0.5845057555271332,0.210660975531785,0.8845926163383397,0.4138193556245813,0.8764943891386514,-0.22648934563306805
1001-1500,UP,10%,32838,3963,5D,0.5680004872403922,0.21960240470595147,1.0430774980220718,0.43035507643583654,1.165824932665981,-0.2292737387066208
1001-1500,UP,10%,32838,3963,7D,0.5588951824106219,0.2260898568089816,1.1861991582202456,0.44028259942749254,1.3555613169443081,-0.22874683735775275
1001-1500,UP,10%,32838,3963,10D,0.5481149887325659,0.21617252396769343,1.3760067364651134,0.45124550825263415,1.6925962284584326,-0.2266115403109808
1001-1500,UP,10%,32838,3963,14D,0.5338632072598818,0.19752815964118525,1.576000121365359,0.46534502710274683,2.072677810022228,-0.19014913316566506
1001-1500,UP,10%,32838,3963,21D,0.514678116815884,0.10610835980727698,1.8460714845824813,0.4844692124977161,2.6551326133584743,-0.11549333585987523
1001-1500,UP,10%,32838,3963,30D,0.4977465131859431,0.0,2.191060658599698,0.5011571959315427,3.3606666191240775,-0.0061180398435936485
1001-1500,UP,20%+,37527,4202,1D,0.6602179763903323,0.12254529042814649,0.41729676886508105,0.3367708583153463,0.5374489899326221,-0.27194718974142446
1001-1500,UP,20%+,37527,4202,2D,0.6315186399125963,0.14069071920480894,0.4890475450036334,0.36725557598529057,0.78907866537239,-0.30250035220751403
