regime,lens,band,label,n,mean_resid,tstat,pvalue,sig_bh5,abs_mean_resid_pct
BTC_DOWN,chain,1001-1500,BTC,680,-0.0037,-2.616,0.008897,True,0.0037
BTC_DOWN,chain,1001-1500,CELO,319,0.01144,9.813,0.0,True,0.01144
BTC_DOWN,chain,1001-1500,CHZ,263,-0.00473,-2.168,0.030142,True,0.00473
BTC_DOWN,chain,1001-1500,CRO,971,0.00203,2.419,0.015578,True,0.00203
BTC_DOWN,chain,1001-1500,DOT,634,0.00026,0.232,0.816432,True,0.00026
BTC_DOWN,chain,1001-1500,EGLD,223,-0.01222,-5.867,0.0,True,0.01222
BTC_DOWN,chain,1001-1500,ETH,269009,-0.00078,-12.351,0.0,True,0.00078
BTC_DOWN,chain,1001-1500,FTM,507,-0.01129,-7.193,0.0,True,0.01129
BTC_DOWN,chain,1001-1500,GRAM,1635,-0.0025,-3.32,0.0009,True,0.0025
BTC_DOWN,chain,1001-1500,ICP,759,-0.00581,-5.055,0.0,True,0.00581
BTC_DOWN,chain,1001-1500,KAIA,3185,-0.00011,-0.221,0.82506,True,0.00011
BTC_DOWN,chain,1001-1500,LINEA,235,-0.01137,-6.153,0.0,True,0.01137
BTC_DOWN,chain,1001-1500,LUNC,217,-0.00248,-1.022,0.306941,True,0.00248
BTC_DOWN,chain,1001-1500,MNT,272,-0.00117,-0.662,0.508182,True,0.00117
BTC_DOWN,chain,1001-1500,NEO,1444,-0.00109,-1.135,0.256364,True,0.00109
BTC_DOWN,chain,1001-1500,OKB,223,-0.00321,-2.482,0.013061,True,0.00321
BTC_DOWN,chain,1001-1500,OP,212,-0.0027,-1.198,0.230947,True,0.0027
BTC_DOWN,chain,1001-1500,OSMO,1294,-0.00182,-2.066,0.038854,True,0.00182
BTC_DOWN,chain,1001-1500,POL,7344,0.00058,1.503,0.132889,True,0.00058
BTC_DOWN,chain,1001-1500,SOL,36341,-0.00429,-24.602,0.0,True,0.00429
BTC_DOWN,chain,1001-1500,SUI,1866,-0.00844,-11.84,0.0,True,0.00844
BTC_DOWN,chain,1001-1500,TRX,2327,0.00338,5.067,0.0,True,0.00338
BTC_DOWN,chain,1001-1500,WAN,376,-0.01006,-6.877,0.0,True,0.01006
BTC_DOWN,chain,1001-1500,WAVES,411,0.00032,0.204,0.838721,True,0.00032
BTC_DOWN,chain,1001-1500,XDC,429,0.00808,5.99,0.0,True,0.00808
BTC_DOWN,chain,1001-1500,XLM,224,-0.0036,-1.561,0.118533,True,0.0036
BTC_DOWN,chain,1001-1500,XRP,611,-0.01024,-6.939,0.0,True,0.01024
BTC_DOWN,chain,1001-1500,ZK,512,-0.00265,-1.841,0.065662,True,0.00265
BTC_DOWN,chain,1501-2000,,114425,-0.00087,-8.677,0.0,True,0.00087
BTC_DOWN,chain,1501-2000,-,7104,-0.00792,-20.379,0.0,True,0.00792
BTC_DOWN,chain,1501-2000,A,1416,-0.00319,-3.605,0.000312,True,0.00319
BTC_DOWN,chain,1501-2000,ADA,1166,0.00123,1.656,0.097721,True,0.00123
BTC_DOWN,chain,1501-2000,ALGO,220,-0.00082,-0.362,0.717453,True,0.00082
BTC_DOWN,chain,1501-2000,APT,325,-0.01013,-5.289,0.0,True,0.01013
BTC_DOWN,chain,1501-2000,ARB,3082,-0.00341,-5.716,0.0,True,0.00341
BTC_DOWN,chain,1501-2000,ARBITRUM,233,0.00376,1.682,0.092625,True,0.00376
BTC_DOWN,chain,1501-2000,AVAX,2798,-0.00539,-8.617,0.0,True,0.00539
BTC_DOWN,chain,1501-2000,BITCI,339,0.00363,1.951,0.051014,True,0.00363
BTC_DOWN,chain,1501-2000,BNB,72348,-0.00072,-6.205,0.0,True,0.00072
BTC_DOWN,chain,1501-2000,BTC,660,-0.00441,-3.616,0.000299,True,0.00441
BTC_DOWN,chain,1501-2000,CELO,317,0.01013,6.805,0.0,True,0.01013
BTC_DOWN,chain,1501-2000,CHZ,652,-0.00114,-0.931,0.351676,True,0.00114
BTC_DOWN,chain,1501-2000,CRO,407,-0.00405,-3.078,0.002081,True,0.00405
BTC_DOWN,chain,1501-2000,DOT,201,-0.00258,-1.496,0.134678,True,0.00258
BTC_DOWN,chain,1501-2000,EGLD,523,-0.00772,-6.59,0.0,True,0.00772
BTC_DOWN,chain,1501-2000,ETH,257914,-0.00083,-12.957,0.0,True,0.00083
BTC_DOWN,chain,1501-2000,FTM,390,-0.01061,-5.786,0.0,True,0.01061
BTC_DOWN,chain,1501-2000,GLMR,472,-0.00811,-4.766,2e-06,True,0.00811
BTC_DOWN,chain,1501-2000,GRAM,1369,-0.00208,-2.438,0.014761,True,0.00208
BTC_DOWN,chain,1501-2000,HBAR,318,-0.00844,-4.356,1.3e-05,True,0.00844
BTC_DOWN,chain,1501-2000,HT,400,-0.00399,-2.503,0.012323,True,0.00399
BTC_DOWN,chain,1501-2000,ICP,647,-0.00754,-6.27,0.0,True,0.00754
BTC_DOWN,chain,1501-2000,KAIA,1856,0.00167,2.399,0.016424,True,0.00167
BTC_DOWN,chain,1501-2000,LINEA,274,-0.00955,-5.562,0.0,True,0.00955
BTC_DOWN,chain,1501-2000,NEO,825,-0.00296,-2.391,0.016809,True,0.00296
BTC_DOWN,chain,1501-2000,OKB,261,-0.00595,-4.88,1e-06,True,0.00595
BTC_DOWN,chain,1501-2000,OP,327,-0.01,-6.043,0.0,True,0.01
BTC_DOWN,chain,1501-2000,OSMO,1082,-0.0074,-7.278,0.0,True,0.0074
BTC_DOWN,chain,1501-2000,POL,8497,0.00058,1.663,0.096393,True,0.00058
BTC_DOWN,chain,1501-2000,SOL,39258,-0.0062,-36.482,0.0,True,0.0062
BTC_DOWN,chain,1501-2000,SUI,1181,-0.0078,-7.578,0.0,True,0.0078
BTC_DOWN,chain,1501-2000,TRX,2040,-0.00013,-0.179,0.857714,True,0.00013
BTC_DOWN,chain,1501-2000,VET,400,-0.00129,-0.727,0.467292,True,0.00129
BTC_DOWN,chain,1501-2000,WAVES,691,0.00011,0.08,0.936434,True,0.00011
BTC_DOWN,chain,1501-2000,XDC,248,0.00665,4.912,1e-06,True,0.00665
BTC_DOWN,chain,1501-2000,XLM,248,-0.00115,-0.499,0.617688,True,0.00115
BTC_DOWN,chain,1501-2000,XOR,204,-0.00163,-0.642,0.520933,True,0.00163
BTC_DOWN,chain,1501-2000,XRP,435,-0.00593,-3.564,0.000366,True,0.00593
BTC_DOWN,chain,1501-2000,ZK,815,-0.00545,-4.956,1e-06,True,0.00545
BTC_DOWN,sector,501-750,,40857,0.00284,16.898,0.0,True,0.00284
BTC_DOWN,sector,501-750,ai-big-data,10668,-0.00399,-12.101,0.0,True,0.00399
BTC_DOWN,sector,501-750,analytics,597,-0.00332,-2.635,0.008409,True,0.00332
BTC_DOWN,sector,501-750,arbitrum,232,0.00234,1.546,0.122003,True,0.00234
BTC_DOWN,sector,501-750,art,207,-0.00381,-1.507,0.131742,True,0.00381
BTC_DOWN,sector,501-750,asset-management,2918,0.00228,3.735,0.000188,True,0.00228
BTC_DOWN,sector,501-750,avalanche,273,8e-05,0.038,0.969818,True,8e-05
BTC_DOWN,sector,501-750,base,373,-0.00839,-4.773,2e-06,True,0.00839
BTC_DOWN,sector,501-750,binance-chain,643,0.00952,7.458,0.0,True,0.00952
BTC_DOWN,sector,501-750,binance-labs-portfolio,294,-0.0041,-2.228,0.025868,True,0.0041
BTC_DOWN,sector,501-750,binance-launchpad,616,-0.00442,-3.798,0.000146,True,0.00442
BTC_DOWN,sector,501-750,binance-smart-chain,1848,0.00116,1.41,0.158399,True,0.00116
BTC_DOWN,sector,501-750,bitcoin,665,0.00605,5.288,0.0,True,0.00605
BTC_DOWN,sector,501-750,bnb-chain,4191,0.00371,8.501,0.0,True,0.00371
BTC_DOWN,sector,501-750,centralized-exchange,1299,0.00287,3.526,0.000423,True,0.00287
BTC_DOWN,sector,501-750,coinbase-ventures-portfolio,255,-0.0008,-0.359,0.719388,True,0.0008
BTC_DOWN,sector,501-750,collectibles-nfts,16352,-0.00203,-8.435,0.0,True,0.00203
BTC_DOWN,sector,501-750,commodities,227,0.01032,6.019,0.0,True,0.01032
BTC_DOWN,sector,501-750,communications-social-media,1806,-0.00166,-2.273,0.023036,True,0.00166
BTC_DOWN,sector,501-750,cosmos,4558,0.00131,3.023,0.0025,True,0.00131
BTC_DOWN,sector,501-750,cross-chain,255,0.00589,3.981,6.9e-05,True,0.00589
BTC_DOWN,sector,501-750,cybersecurity,2572,-0.00061,-1.049,0.294079,True,0.00061
BTC_DOWN,sector,501-750,dag,921,-0.00266,-2.695,0.007042,True,0.00266
BTC_DOWN,sector,501-750,dao,1914,0.00049,0.741,0.458755,True,0.00049
BTC_DOWN,sector,501-750,decentralized-exchange,1961,-0.00336,-4.592,4e-06,True,0.00336
BTC_DOWN,sector,501-750,decentralized-exchange-dex-token,4886,-0.00095,-2.378,0.017416,True,0.00095
BTC_DOWN,sector,501-750,defi,32243,-0.00014,-0.87,0.38428,True,0.00014
BTC_DOWN,sector,501-750,derivatives,295,-0.00554,-3.186,0.001443,True,0.00554
BTC_DOWN,sector,501-750,distributed-computing,2691,0.00114,1.811,0.070145,True,0.00114
BTC_DOWN,sector,501-750,dpos,933,0.00174,1.977,0.048063,True,0.00174
BTC_DOWN,sector,501-750,dwf-labs-portfolio,538,0.00204,1.606,0.108169,True,0.00204
BTC_DOWN,sector,501-750,education,706,-0.00383,-3.21,0.001327,True,0.00383
BTC_DOWN,sector,501-750,energy,901,-0.00014,-0.132,0.895373,True,0.00014
BTC_DOWN,sector,501-750,enterprise-solutions,431,-0.00402,-2.707,0.006781,True,0.00402
BTC_DOWN,sector,501-750,ethereum,9847,0.00209,7.229,0.0,True,0.00209
BTC_DOWN,sector,501-750,events,519,-0.00094,-0.671,0.501917,True,0.00094
BTC_DOWN,sector,501-750,exnetwork-capital-portfolio,665,0.00308,2.403,0.016257,True,0.00308
BTC_DOWN,sector,501-750,fan-token,964,0.00238,2.678,0.007402,True,0.00238
BTC_DOWN,sector,501-750,fantom,317,-0.01043,-5.653,0.0,True,0.01043
BTC_DOWN,sector,501-750,filesharing,305,-0.0022,-1.201,0.229874,True,0.0022
BTC_DOWN,sector,501-750,gambling,977,0.00227,1.994,0.046109,True,0.00227
BTC_DOWN,sector,501-750,gaming,4800,-0.0022,-4.693,3e-06,True,0.0022
BTC_DOWN,sector,501-750,hardware,846,-0.00022,-0.246,0.806044,True,0.00022
BTC_DOWN,sector,501-750,health,1063,0.00166,1.731,0.083384,True,0.00166
BTC_DOWN,sector,501-750,hospitality,492,-0.00098,-0.826,0.408982,True,0.00098
BTC_DOWN,sector,501-750,hybrid-pow-pos,425,0.00164,0.994,0.320076,True,0.00164
BTC_DOWN,sector,501-750,identity,290,0.0094,5.304,0.0,True,0.0094
BTC_DOWN,sector,501-750,insurance,608,-0.00553,-4.096,4.2e-05,True,0.00553
BTC_DOWN,sector,501-750,interoperability,1640,-0.00307,-3.919,8.9e-05,True,0.00307
BTC_DOWN,sector,501-750,iot,756,-0.00184,-1.581,0.113875,True,0.00184
BTC_DOWN,sector,501-750,launchpad,363,-0.00064,-0.348,0.7275,True,0.00064
BTC_DOWN,sector,501-750,layer-1,560,-0.00065,-0.518,0.604336,True,0.00065
BTC_DOWN,sector,501-750,logistics,1232,-0.0033,-3.556,0.000376,True,0.0033
BTC_DOWN,sector,501-750,lpos,288,-0.00233,-1.246,0.212801,True,0.00233
BTC_DOWN,sector,501-750,marketing,1429,-0.00099,-1.262,0.207068,True,0.00099
BTC_DOWN,sector,501-750,marketplace,8484,0.00054,1.59,0.1118,True,0.00054
BTC_DOWN,sector,501-750,media,6006,-0.00047,-1.197,0.231329,True,0.00047
BTC_DOWN,sector,501-750,medium-of-exchange,2783,0.00521,9.399,0.0,True,0.00521
BTC_DOWN,sector,501-750,memes,10224,-0.00605,-17.232,0.0,True,0.00605
BTC_DOWN,sector,501-750,metaverse,519,-0.00274,-2.085,0.037068,True,0.00274
BTC_DOWN,sector,501-750,mineable,14454,0.00115,4.337,1.4e-05,True,0.00115
BTC_DOWN,sector,501-750,music,354,-0.00407,-2.564,0.010333,True,0.00407
BTC_DOWN,sector,501-750,mvb,261,-0.00061,-0.398,0.690673,True,0.00061
BTC_DOWN,sector,501-750,optimism,362,-0.00046,-0.274,0.784433,True,0.00046
BTC_DOWN,sector,501-750,oracles,312,-0.00826,-3.747,0.000179,True,0.00826
BTC_DOWN,sector,501-750,osmosis,221,0.00199,0.931,0.35206,True,0.00199
BTC_DOWN,sector,501-750,payments,554,0.00486,3.638,0.000275,True,0.00486
BTC_DOWN,sector,501-750,platform,14742,-0.00051,-1.994,0.046133,True,0.00051
BTC_DOWN,sector,501-750,polkadot,945,-0.00273,-2.529,0.011449,True,0.00273
BTC_DOWN,sector,501-750,polkastarter,234,-0.00861,-3.676,0.000237,True,0.00861
BTC_DOWN,sector,501-750,polygon,855,0.00818,9.184,0.0,True,0.00818
BTC_DOWN,sector,501-750,pos,2342,-0.00045,-0.725,0.468367,True,0.00045
BTC_DOWN,sector,501-750,pow,799,0.00014,0.126,0.899767,True,0.00014
BTC_DOWN,sector,501-750,prediction-markets,388,0.00143,1.124,0.261133,True,0.00143
BTC_DOWN,sector,501-750,privacy,1930,0.0003,0.42,0.674593,True,0.0003
BTC_DOWN,sector,501-750,real-estate,977,-0.00638,-5.906,0.0,True,0.00638
BTC_DOWN,sector,501-750,real-world-assets,301,-0.00474,-2.603,0.009238,True,0.00474
BTC_DOWN,sector,501-750,retail,446,-0.00299,-2.014,0.043968,True,0.00299
BTC_DOWN,sector,501-750,scaling,744,0.00205,2.039,0.041494,True,0.00205
BTC_DOWN,sector,501-750,services,4137,-0.00051,-1.002,0.316208,True,0.00051
BTC_DOWN,sector,501-750,smart-contracts,385,0.003,1.794,0.072889,True,0.003
BTC_DOWN,sector,501-750,solana,2309,-0.00408,-5.715,0.0,True,0.00408
BTC_DOWN,sector,501-750,spartan-group,219,-0.00405,-1.75,0.080201,True,0.00405
BTC_DOWN,sector,501-750,sports,2900,0.00419,8.164,0.0,True,0.00419
BTC_DOWN,sector,501-750,stablecoin,3839,0.01514,45.684,0.0,True,0.01514
BTC_DOWN,sector,501-750,staking,223,0.00641,2.93,0.003385,True,0.00641
BTC_DOWN,sector,501-750,store-of-value,876,0.01478,20.644,0.0,True,0.01478
BTC_DOWN,sector,501-750,substrate,297,0.00192,1.058,0.289964,True,0.00192
BTC_DOWN,sector,501-750,tokenized-stock,882,0.02075,26.982,0.0,True,0.02075
BTC_DOWN,sector,501-750,trustswap-launchpad,279,0.00038,0.172,0.863064,True,0.00038
BTC_DOWN,sector,501-750,vr-ar,1418,-0.00227,-2.873,0.004068,True,0.00227
BTC_DOWN,sector,501-750,wallet,784,0.00298,3.016,0.002562,True,0.00298
BTC_DOWN,sector,501-750,web3,233,0.00745,4.489,7e-06,True,0.00745
BTC_DOWN,sector,501-750,yield-farming,803,-0.00082,-0.757,0.448761,True,0.00082
BTC_DOWN,sector,501-750,zero-knowledge-proofs,636,-0.0017,-1.472,0.140973,True,0.0017
BTC_DOWN,sector,751-1000,,48354,0.00188,12.215,0.0,True,0.00188
BTC_DOWN,sector,751-1000,ai-big-data,11166,-0.00555,-17.252,0.0,True,0.00555
BTC_DOWN,sector,751-1000,alameda-research-portfolio,319,-0.00827,-4.547,5e-06,True,0.00827
BTC_DOWN,sector,751-1000,algorand,332,0.00514,3.608,0.000309,True,0.00514
BTC_DOWN,sector,751-1000,amm,387,-0.00305,-1.911,0.055956,True,0.00305
BTC_DOWN,sector,751-1000,art,234,-0.00357,-1.637,0.101531,True,0.00357
BTC_DOWN,sector,751-1000,asset-management,3829,-0.00028,-0.506,0.613095,True,0.00028
BTC_DOWN,sector,751-1000,avalanche,651,0.00706,6.36,0.0,True,0.00706
BTC_DOWN,sector,751-1000,base,428,-0.00639,-3.979,6.9e-05,True,0.00639
BTC_DOWN,sector,751-1000,binance-chain,548,0.00544,4.026,5.7e-05,True,0.00544
BTC_DOWN,sector,751-1000,binance-labs-portfolio,200,-0.00087,-0.439,0.660617,True,0.00087
BTC_DOWN,sector,751-1000,binance-launchpad,358,-0.00504,-3.399,0.000677,True,0.00504
BTC_DOWN,sector,751-1000,binance-smart-chain,2047,-0.00246,-3.139,0.001695,True,0.00246
BTC_DOWN,sector,751-1000,bitcoin,305,-0.00236,-1.367,0.171691,True,0.00236
BTC_DOWN,sector,751-1000,bnb-chain,5309,0.0017,4.347,1.4e-05,True,0.0017
BTC_DOWN,sector,751-1000,cardano,263,-0.00281,-1.598,0.109941,True,0.00281
BTC_DOWN,sector,751-1000,centralized-exchange,1486,0.00433,5.862,0.0,True,0.00433
BTC_DOWN,sector,751-1000,coinbase-ventures-portfolio,231,-2e-05,-0.009,0.99249,True,2e-05
BTC_DOWN,sector,751-1000,collectibles-nfts,15316,-0.00372,-14.737,0.0,True,0.00372
BTC_DOWN,sector,751-1000,communications-social-media,2285,-0.00317,-4.816,1e-06,True,0.00317
BTC_DOWN,sector,751-1000,content-creation,263,0.00232,1.119,0.263118,True,0.00232
BTC_DOWN,sector,751-1000,cosmos,3150,-0.00142,-2.539,0.01113,True,0.00142
BTC_DOWN,sector,751-1000,crowdfunding,268,0.00933,5.355,0.0,True,0.00933
BTC_DOWN,sector,751-1000,cybersecurity,1921,-0.00129,-1.889,0.058895,True,0.00129
BTC_DOWN,sector,751-1000,dag,1323,0.00151,1.954,0.050676,True,0.00151
BTC_DOWN,sector,751-1000,dao,1501,0.00024,0.298,0.765641,True,0.00024
BTC_DOWN,sector,751-1000,dao-maker,234,-0.0059,-2.951,0.003165,True,0.0059
BTC_DOWN,sector,751-1000,data-provenance,237,-0.00075,-0.329,0.742071,True,0.00075
BTC_DOWN,sector,751-1000,decentralized-exchange,1792,0.00061,0.795,0.426383,True,0.00061
BTC_DOWN,sector,751-1000,decentralized-exchange-dex-token,4988,-0.00175,-4.43,9e-06,True,0.00175
BTC_DOWN,sector,751-1000,defi,24654,-0.00086,-4.481,7e-06,True,0.00086
BTC_DOWN,sector,751-1000,derivatives,295,-0.00346,-2.109,0.03492,True,0.00346
BTC_DOWN,sector,751-1000,distributed-computing,2696,-0.00195,-3.292,0.000996,True,0.00195
BTC_DOWN,sector,751-1000,dpos,674,0.00209,1.643,0.100403,True,0.00209
BTC_DOWN,sector,751-1000,duckstarter,215,-0.0027,-1.1,0.27138,True,0.0027
BTC_DOWN,sector,751-1000,dwf-labs-portfolio,398,-0.00407,-2.485,0.012962,True,0.00407
BTC_DOWN,sector,751-1000,e-commerce,247,0.00167,0.84,0.400798,True,0.00167
BTC_DOWN,sector,751-1000,education,519,-0.00446,-3.309,0.000937,True,0.00446
BTC_DOWN,sector,751-1000,energy,887,0.00215,2.047,0.040637,True,0.00215
BTC_DOWN,sector,751-1000,enterprise-solutions,405,-0.00482,-3.086,0.002031,True,0.00482
BTC_DOWN,sector,751-1000,ethereum,10678,0.00329,11.779,0.0,True,0.00329
BTC_DOWN,sector,751-1000,events,786,-0.00183,-1.605,0.108563,True,0.00183
BTC_DOWN,sector,751-1000,exnetwork-capital-portfolio,294,0.00166,0.786,0.432118,True,0.00166
BTC_DOWN,sector,751-1000,fan-token,956,0.00119,1.253,0.210052,True,0.00119
BTC_DOWN,sector,751-1000,fantom,419,-0.00899,-5.044,0.0,True,0.00899
BTC_DOWN,sector,751-1000,filesharing,533,-0.00249,-1.61,0.10747,True,0.00249
BTC_DOWN,sector,751-1000,gambling,2083,-0.00044,-0.594,0.552664,True,0.00044
BTC_DOWN,sector,751-1000,gaming,5563,-0.00274,-6.352,0.0,True,0.00274
BTC_DOWN,sector,751-1000,hardware,305,-0.00049,-0.328,0.742939,True,0.00049
BTC_DOWN,sector,751-1000,health,1174,0.00243,2.571,0.010133,True,0.00243
BTC_DOWN,sector,751-1000,hospitality,454,-0.00102,-0.698,0.484977,True,0.00102
BTC_DOWN,sector,751-1000,hybrid-pow-pos,450,-0.00278,-1.653,0.098309,True,0.00278
BTC_DOWN,sector,751-1000,identity,381,-0.00162,-0.847,0.397014,True,0.00162
BTC_DOWN,sector,751-1000,insurance,456,-0.00061,-0.41,0.682115,True,0.00061
BTC_DOWN,sector,751-1000,interoperability,763,-0.00633,-5.554,0.0,True,0.00633
BTC_DOWN,sector,751-1000,iot,328,-0.00349,-1.89,0.058749,True,0.00349
BTC_DOWN,sector,751-1000,launchpad,673,-0.00059,-0.504,0.614284,True,0.00059
BTC_DOWN,sector,751-1000,layer-1,377,-0.00013,-0.084,0.933276,True,0.00013
BTC_DOWN,sector,751-1000,logistics,835,-0.00531,-4.155,3.3e-05,True,0.00531
BTC_DOWN,sector,751-1000,marketing,1288,0.00032,0.406,0.684939,True,0.00032
BTC_DOWN,sector,751-1000,marketplace,8120,-0.00036,-1.038,0.299269,True,0.00036
BTC_DOWN,sector,751-1000,masternodes,637,-0.00088,-0.692,0.488813,True,0.00088
BTC_DOWN,sector,751-1000,media,2636,-0.0023,-3.586,0.000335,True,0.0023
BTC_DOWN,sector,751-1000,medium-of-exchange,1745,0.00046,0.559,0.576413,True,0.00046
BTC_DOWN,sector,751-1000,memes,11285,-0.00693,-20.465,0.0,True,0.00693
BTC_DOWN,sector,751-1000,metaverse,406,-0.00462,-3.079,0.002076,True,0.00462
BTC_DOWN,sector,751-1000,mineable,16804,0.00062,2.411,0.015907,True,0.00062
BTC_DOWN,sector,751-1000,music,224,-0.0074,-3.649,0.000264,True,0.0074
BTC_DOWN,sector,751-1000,optimism,528,-0.00374,-2.733,0.006279,True,0.00374
BTC_DOWN,sector,751-1000,oracles,577,-0.00064,-0.43,0.66706,True,0.00064
BTC_DOWN,sector,751-1000,payments,827,0.00264,2.326,0.019992,True,0.00264
BTC_DOWN,sector,751-1000,platform,12894,-0.00144,-4.883,1e-06,True,0.00144
BTC_DOWN,sector,751-1000,polkadot,1149,-0.00307,-3.268,0.001083,True,0.00307
BTC_DOWN,sector,751-1000,polkastarter,483,0.00204,1.187,0.235208,True,0.00204
BTC_DOWN,sector,751-1000,polygon,1073,0.00558,5.763,0.0,True,0.00558
BTC_DOWN,sector,751-1000,pos,3068,0.00082,1.384,0.166459,True,0.00082
BTC_DOWN,sector,751-1000,pow,1112,0.00414,4.265,2e-05,True,0.00414
BTC_DOWN,sector,751-1000,prediction-markets,366,0.00531,4.082,4.5e-05,True,0.00531
BTC_DOWN,sector,751-1000,privacy,1472,-0.00212,-2.581,0.009842,True,0.00212
BTC_DOWN,sector,751-1000,real-estate,749,-0.00587,-4.663,3e-06,True,0.00587
BTC_DOWN,sector,751-1000,real-world-assets,750,-0.00446,-3.538,0.000404,True,0.00446
BTC_DOWN,sector,751-1000,scaling,259,-0.00108,-0.596,0.550951,True,0.00108
BTC_DOWN,sector,751-1000,services,3145,-0.0002,-0.352,0.724837,True,0.0002
BTC_DOWN,sector,751-1000,smart-contracts,324,-0.00046,-0.279,0.77987,True,0.00046
BTC_DOWN,sector,751-1000,solana,2776,-0.00351,-5.488,0.0,True,0.00351
BTC_DOWN,sector,751-1000,sports,5178,0.00381,10.202,0.0,True,0.00381
BTC_DOWN,sector,751-1000,stablecoin,2585,0.01507,39.106,0.0,True,0.01507
BTC_DOWN,sector,751-1000,staking,210,0.00656,2.65,0.008053,True,0.00656
BTC_DOWN,sector,751-1000,store-of-value,556,0.00708,6.077,0.0,True,0.00708
BTC_DOWN,sector,751-1000,substrate,727,-0.00048,-0.426,0.670202,True,0.00048
BTC_DOWN,sector,751-1000,tokenized-gold,450,0.01304,15.058,0.0,True,0.01304
BTC_DOWN,sector,751-1000,tokenized-stock,611,0.01748,17.566,0.0,True,0.01748
BTC_DOWN,sector,751-1000,trustswap-launchpad,461,-0.00312,-2.135,0.032755,True,0.00312
BTC_DOWN,sector,751-1000,vr-ar,963,-0.00402,-4.223,2.4e-05,True,0.00402
BTC_DOWN,sector,751-1000,wallet,940,6e-05,0.064,0.9488,True,6e-05
BTC_DOWN,sector,751-1000,web3,214,0.00698,4.162,3.2e-05,True,0.00698
BTC_DOWN,sector,751-1000,yield-farming,660,-0.00272,-2.191,0.028419,True,0.00272
BTC_DOWN,sector,751-1000,zero-knowledge-proofs,1013,-0.00246,-2.514,0.011935,True,0.00246
BTC_DOWN,sector,1001-1500,,109511,0.00083,7.919,0.0,True,0.00083
BTC_DOWN,sector,1001-1500,adult,304,-0.00874,-4.486,7e-06,True,0.00874
BTC_DOWN,sector,1001-1500,ai-big-data,20214,-0.00653,-27.741,0.0,True,0.00653
BTC_DOWN,sector,1001-1500,algorand,584,0.00402,3.661,0.000251,True,0.00402
BTC_DOWN,sector,1001-1500,amm,394,-0.00202,-1.24,0.21513,True,0.00202
BTC_DOWN,sector,1001-1500,aptos,252,-0.00323,-1.666,0.095706,True,0.00323
BTC_DOWN,sector,1001-1500,arbitrum,421,-0.0002,-0.13,0.896638,True,0.0002
BTC_DOWN,sector,1001-1500,arbitrum-ecosytem,714,-0.00355,-2.814,0.004888,True,0.00355
BTC_DOWN,sector,1001-1500,art,899,0.00035,0.318,0.750488,True,0.00035
BTC_DOWN,sector,1001-1500,asset-management,8200,-0.00029,-0.76,0.447292,True,0.00029
BTC_DOWN,sector,1001-1500,avalanche,1233,-0.00207,-2.315,0.020626,True,0.00207
BTC_DOWN,sector,1001-1500,base,1059,-0.0093,-8.274,0.0,True,0.0093
BTC_DOWN,sector,1001-1500,binance-chain,1514,0.00217,2.668,0.007631,True,0.00217
BTC_DOWN,sector,1001-1500,binance-labs-portfolio,476,-0.0033,-2.368,0.017866,True,0.0033
BTC_DOWN,sector,1001-1500,binance-smart-chain,4812,3e-05,0.058,0.953995,True,3e-05
BTC_DOWN,sector,1001-1500,bnb-chain,11049,0.00151,5.4,0.0,True,0.00151
BTC_DOWN,sector,1001-1500,bounce-launchpad,447,0.00121,0.872,0.383355,True,0.00121
BTC_DOWN,sector,1001-1500,bullperks-launchpad,247,0.00349,1.516,0.129639,True,0.00349
BTC_DOWN,sector,1001-1500,cardano,763,-0.00484,-4.584,5e-06,True,0.00484
BTC_DOWN,sector,1001-1500,centralized-exchange,1760,0.00459,6.64,0.0,True,0.00459
BTC_DOWN,sector,1001-1500,collectibles-nfts,34622,-0.00274,-16.042,0.0,True,0.00274
BTC_DOWN,sector,1001-1500,commodities,446,0.00215,1.68,0.092999,True,0.00215
BTC_DOWN,sector,1001-1500,communications-social-media,4594,-0.00518,-11.044,0.0,True,0.00518
BTC_DOWN,sector,1001-1500,content-creation,327,0.00463,2.907,0.003644,True,0.00463
BTC_DOWN,sector,1001-1500,cosmos,3756,-0.00231,-4.295,1.8e-05,True,0.00231
BTC_DOWN,sector,1001-1500,cronos,472,0.00441,4.1,4.1e-05,True,0.00441
BTC_DOWN,sector,1001-1500,crowdfunding,636,0.00435,3.464,0.000531,True,0.00435
BTC_DOWN,sector,1001-1500,cybersecurity,1797,-0.00151,-2.007,0.044736,True,0.00151
BTC_DOWN,sector,1001-1500,dag,1341,0.00149,1.728,0.083939,True,0.00149
BTC_DOWN,sector,1001-1500,dao,3355,-0.00019,-0.382,0.702749,True,0.00019
BTC_DOWN,sector,1001-1500,dao-maker,242,-0.00556,-2.159,0.030847,True,0.00556
BTC_DOWN,sector,1001-1500,decentralized-exchange,2626,0.00143,2.223,0.026193,True,0.00143
BTC_DOWN,sector,1001-1500,decentralized-exchange-dex-token,5724,-0.00168,-4.364,1.3e-05,True,0.00168
BTC_DOWN,sector,1001-1500,defi,42564,-0.00115,-7.925,0.0,True,0.00115
BTC_DOWN,sector,1001-1500,derivatives,239,-0.00396,-2.436,0.014861,True,0.00396
BTC_DOWN,sector,1001-1500,distributed-computing,3220,-0.00039,-0.659,0.50966,True,0.00039
