event_index,peer_med_t0,z1,rank_band,sigma_t0,ret_1d,timing
193424,0.00015308072,4.5448337,101-250,0.00060548924,-0.002751848,ASSET_LEADS
193427,0.000112867114,4.77659,101-250,0.00097403146,-0.0046525486,ASSET_LEADS
193434,6.770536e-05,2.362238,101-250,0.0008939416,-0.0021117027,ASSET_LEADS
194045,0.0023497439,2.18647,501-750,0.035738308,-0.078140736,ASSET_LEADS
195205,0.0,2.5674763,1001-1500,0.0075714355,-0.019439481,ASSET_LEADS
196031,0.00036043266,4.5144353,26-100,0.0024950465,-0.011263725,ASSET_LEADS
196036,0.0017332464,2.385451,26-100,0.00083156116,-0.0019836484,ASSET_LEADS
196038,-0.0064486316,2.825859,26-100,0.00064503396,-0.001822775,PEER_LEADS
196047,0.0023029177,2.1560645,26-100,0.002909763,-0.006273637,ASSET_LEADS
196048,0.0036301159,3.7074053,26-100,0.002493052,-0.009242754,ASSET_LEADS
196057,0.0013249309,2.4757802,26-100,0.000796233,-0.001971298,ASSET_LEADS
196061,-0.00019317512,2.573312,26-100,0.0008821299,-0.0022699954,SIMULTANEOUS
196063,-0.00034067244,3.847673,26-100,0.0011397836,-0.0043855147,SIMULTANEOUS
196074,-0.011208956,7.5021377,101-250,0.0014486334,-0.010867847,PEER_LEADS
196078,-0.01666732,2.2961283,101-250,0.002656443,-0.006099534,PEER_LEADS
196086,-0.00023736582,3.5208025,101-250,0.0011308381,-0.0039814576,SIMULTANEOUS
196092,6.190906e-05,2.435734,101-250,0.00052264606,-0.0012730268,ASSET_LEADS
196094,-0.0008234858,2.577331,101-250,0.00039151416,-0.0010090616,PEER_LEADS
196098,-0.00012949861,3.7755897,101-250,0.0005448276,-0.0020570455,SIMULTANEOUS
196106,-0.00027295673,3.6019475,26-100,0.00046117263,-0.0016611196,SIMULTANEOUS
196114,-4.8605478e-05,2.552445,26-100,0.00046048188,-0.0011753547,SIMULTANEOUS
196116,-0.00012120353,2.2133842,26-100,0.0004283509,-0.00094810507,SIMULTANEOUS
197748,0.005180426,3.8216584,501-750,0.004352267,-0.016632877,ASSET_LEADS
197774,0.0,2.0686255,251-500,0.005686757,-0.011763771,ASSET_LEADS
197786,1.3614814e-05,2.0229628,101-250,0.0020433683,-0.004133658,ASSET_LEADS
198146,-0.0056208796,2.8358493,251-500,0.009906124,-0.028092274,SIMULTANEOUS
199664,-0.00016552008,3.5316896,251-500,0.00092584325,-0.0032697911,SIMULTANEOUS
199674,5.0741946e-06,4.3161826,251-500,0.0016550247,-0.007143389,ASSET_LEADS
199685,-0.00017453657,2.4378395,251-500,0.00050442055,-0.0012296963,SIMULTANEOUS
203046,0.0,3.2891808,101-250,0.012574798,-0.041360784,ASSET_LEADS
203049,0.0011611651,4.175592,101-250,0.017077642,-0.07130926,ASSET_LEADS
204076,0.0,3.5321834,501-750,0.0016725275,-0.005907674,ASSET_LEADS
204116,-6.688856e-05,2.1641011,501-750,0.0008751184,-0.0018938448,SIMULTANEOUS
204587,-0.0003143314,2.1102498,751-1000,0.011194482,-0.023623154,SIMULTANEOUS
204591,-6.730876e-05,2.552222,751-1000,0.012573714,-0.03209091,SIMULTANEOUS
204942,-0.005336603,2.1920452,251-500,0.03591189,-0.07872049,SIMULTANEOUS
205247,-0.022971291,3.590409,501-750,0.009773981,-0.03509259,PEER_LEADS
206026,-6.003898e-05,2.4928284,101-250,0.0002890249,-0.0007204895,SIMULTANEOUS
206041,4.8290996e-05,3.0879269,101-250,0.0003115295,-0.0009619803,ASSET_LEADS
207028,-0.023388648,2.233175,251-500,0.013526306,-0.03020661,PEER_LEADS
207812,-6.455018e-05,2.049974,101-250,0.014801708,-0.030343117,SIMULTANEOUS
209165,0.0041512796,2.1285398,501-750,0.0017965059,-0.0038239341,ASSET_LEADS
209182,0.0004968816,4.589991,501-750,0.0027266138,-0.012515133,ASSET_LEADS
209188,-0.0015547393,2.638645,501-750,0.0047510494,-0.012536332,SIMULTANEOUS
210081,-0.07640499,2.5433855,501-750,0.018203953,-0.04629967,PEER_LEADS
210084,-0.10016139,2.4909527,751-1000,0.022374813,-0.0557346,PEER_LEADS
210543,0.00012265267,4.012237,26-100,0.0009100539,-0.003651352,ASSET_LEADS
210552,0.0031990472,2.198735,26-100,0.0018167067,-0.0039944565,ASSET_LEADS
210556,-4.0507877e-07,2.1522744,26-100,0.0006258916,-0.0013470905,SIMULTANEOUS
210558,-1.3682098e-05,2.2707696,26-100,0.00062335696,-0.0014155001,SIMULTANEOUS
210559,-8.833359e-05,2.0895119,26-100,0.0006708762,-0.0014018037,SIMULTANEOUS
210561,9.2534385e-05,3.2221434,26-100,0.0007344518,-0.002366509,ASSET_LEADS
210562,0.00033678202,2.388867,26-100,0.0008056934,-0.0019246943,ASSET_LEADS
210565,3.732969e-05,3.5536807,26-100,0.0008449249,-0.0030025933,ASSET_LEADS
210566,-3.711836e-05,3.1567369,26-100,0.00092700415,-0.0029263082,SIMULTANEOUS
210583,-9.9965844e-05,2.9811592,26-100,0.00045961345,-0.0013701809,SIMULTANEOUS
211185,-0.00076459826,24.83689,251-500,0.0009265723,-0.023013175,SIMULTANEOUS
211188,0.0032812369,2.6096535,251-500,0.0034871588,-0.009100276,ASSET_LEADS
212275,-0.02562372,2.1934495,101-250,0.043359816,-0.09510757,SIMULTANEOUS
212574,-0.0063707214,2.197356,101-250,0.025359167,-0.05572312,SIMULTANEOUS
212579,-0.0062441872,2.4807053,101-250,0.013326419,-0.033058915,SIMULTANEOUS
212580,-0.0054549007,2.3894107,101-250,0.013088186,-0.031273052,SIMULTANEOUS
212588,-0.000119032615,2.3722906,101-250,0.017868778,-0.042389933,SIMULTANEOUS
212685,0.003866115,2.0886319,251-500,0.0010952922,-0.0022876621,ASSET_LEADS
212687,-0.010233982,2.010283,101-250,0.0009977397,-0.0020057391,PEER_LEADS
212688,-0.019574441,2.5305798,101-250,0.0010011722,-0.0025335462,PEER_LEADS
212689,0.008962188,2.5069575,101-250,0.0008129443,-0.002038017,ASSET_LEADS
212691,-0.00047759453,2.9710875,101-250,0.00091481,-0.0027179804,SIMULTANEOUS
212694,-0.0004578768,2.0842729,101-250,0.0011410612,-0.0023782828,SIMULTANEOUS
212701,4.0839077e-06,2.3012822,101-250,0.0003674585,-0.0008456257,ASSET_LEADS
212705,9.97177e-05,2.382316,26-100,0.00013194491,-0.00031433447,ASSET_LEADS
212707,0.00012694181,2.5968583,26-100,0.00015498101,-0.00040246372,ASSET_LEADS
212709,-7.134362e-05,2.625816,26-100,0.000193911,-0.0005091746,SIMULTANEOUS
212711,3.302542e-05,2.632202,26-100,0.00022813647,-0.00060050125,ASSET_LEADS
212715,-0.00025293056,2.9472184,26-100,0.00027941118,-0.0008234858,SIMULTANEOUS
213409,0.0012623518,3.694637,501-750,0.0102545535,-0.037886854,ASSET_LEADS
214136,-0.0024213828,2.8484075,251-500,0.0348381,-0.099233106,SIMULTANEOUS
214466,0.010789661,3.654765,751-1000,0.01095818,-0.04004957,ASSET_LEADS
214802,0.026988637,2.7920153,751-1000,0.016098684,-0.044947773,ASSET_LEADS
214929,-0.0003397943,2.5646,751-1000,0.00047263416,-0.0012121176,SIMULTANEOUS
214954,-0.0005789033,2.1269248,1001-1500,0.001290047,-0.0027438328,SIMULTANEOUS
215587,-0.004378399,2.0396342,501-750,0.0027146146,-0.005536821,PEER_LEADS
215598,0.0051756427,5.692873,251-500,0.005493112,-0.031271588,ASSET_LEADS
216076,-1.768188e-05,2.0742943,501-750,0.025130656,-0.05212838,SIMULTANEOUS
217449,2.3711247e-05,6.5816665,751-1000,0.0033674592,-0.022163494,ASSET_LEADS
218079,0.022036292,5.468152,101-250,0.0018130474,-0.009914019,ASSET_LEADS
218088,0.005678604,3.9206345,101-250,0.0035865637,-0.014061606,ASSET_LEADS
218093,0.0009770007,2.6757798,101-250,0.004090806,-0.010946096,ASSET_LEADS
218095,0.0004962349,4.47741,251-500,0.0040517994,-0.018141566,ASSET_LEADS
218105,0.00020987842,2.678735,101-250,0.0024880143,-0.006664731,ASSET_LEADS
218106,8.372897e-06,4.8053074,101-250,0.002642239,-0.01269677,ASSET_LEADS
218111,-3.1567382e-05,3.1817827,101-250,0.0048702294,-0.015496012,SIMULTANEOUS
218118,0.00020171859,2.5735242,101-250,0.002411101,-0.006205027,ASSET_LEADS
218134,-9.247828e-05,3.5184462,101-250,0.00299449,-0.010535953,SIMULTANEOUS
218136,0.00016866415,2.060728,101-250,0.0035168573,-0.0072472864,ASSET_LEADS
218139,-2.0476184e-05,2.2557597,101-250,0.002804213,-0.006325631,SIMULTANEOUS
219217,0.0039998726,2.580821,26-100,0.00050379167,-0.0013001962,ASSET_LEADS
219224,0.003972282,2.1882312,26-100,0.0003120943,-0.0006829345,ASSET_LEADS
219226,-0.0004596011,4.9986567,26-100,0.00030430994,-0.0015211409,SIMULTANEOUS
219720,-0.022791732,2.2430909,251-500,0.06055379,-0.13582765,SIMULTANEOUS
219814,0.027347587,2.598886,101-250,0.002688914,-0.0069881813,ASSET_LEADS
219817,-8.783976e-05,2.2858624,101-250,0.0030487934,-0.0069691227,SIMULTANEOUS
219830,0.0,3.0651567,251-500,0.004545814,-0.013933632,ASSET_LEADS
220374,0.00024532498,2.3142333,101-250,0.009159352,-0.021196878,ASSET_LEADS
222201,-0.0065466156,2.2156591,251-500,0.018930305,-0.041943103,SIMULTANEOUS
222377,0.00021396158,2.324405,101-250,0.007252141,-0.016856913,ASSET_LEADS
223663,0.000582559,2.1768625,101-250,0.0002932174,-0.000638294,ASSET_LEADS
224505,-0.053976677,2.2819514,1001-1500,0.083428994,-0.19038092,SIMULTANEOUS
225612,-0.021077449,2.4448576,251-500,0.04350423,-0.10636165,SIMULTANEOUS
225768,-5.64273e-06,2.0254776,751-1000,0.004916524,-0.00995831,SIMULTANEOUS
226518,0.00029501668,2.549363,101-250,0.00023022853,-0.0005869361,ASSET_LEADS
226519,0.0003250406,2.5418322,101-250,0.00024195168,-0.00061500055,ASSET_LEADS
226544,-2.510125e-05,2.0480623,101-250,0.00030229575,-0.00061912055,SIMULTANEOUS
226642,0.0,2.1341019,251-500,0.0003306212,-0.0007055793,ASSET_LEADS
226823,0.00021605687,2.1292002,251-500,0.0002550246,-0.0005429985,ASSET_LEADS
227686,-0.025942419,2.2077436,501-750,0.112517014,-0.24840873,SIMULTANEOUS
227820,0.00013116504,3.837375,251-500,0.00023116442,-0.00088706455,ASSET_LEADS
227881,-0.0007975124,2.5219827,501-750,0.0020327382,-0.0051265303,SIMULTANEOUS
227904,-0.03357546,2.0578637,26-100,0.028511453,-0.058672685,PEER_LEADS
228444,-0.02894024,2.2641003,26-100,0.037133295,-0.08407351,SIMULTANEOUS
228460,-0.0056013465,3.1231155,101-250,0.014815898,-0.04627176,SIMULTANEOUS
228465,0.0006379832,2.0303235,101-250,0.00022646379,-0.00045979474,ASSET_LEADS
228468,0.0003248165,2.9126167,101-250,0.00021061867,-0.00061345147,ASSET_LEADS
229207,-0.005283797,2.7305212,251-500,0.036441017,-0.099502966,SIMULTANEOUS
230173,0.0003521903,2.00245,101-250,0.00019405331,-0.00038858203,ASSET_LEADS
230177,0.00024252973,2.394026,26-100,0.000217051,-0.0005196257,ASSET_LEADS
230180,0.00031500024,2.6016216,26-100,0.0002696824,-0.00070161157,ASSET_LEADS
230188,6.9155e-06,3.9366503,26-100,0.00015168157,-0.0005971173,ASSET_LEADS
230575,0.0004128068,3.6541378,101-250,0.0021601368,-0.0078934375,ASSET_LEADS
230578,-4.7744827e-05,2.435588,101-250,0.0028965846,-0.0070548863,SIMULTANEOUS
231750,0.00015481691,4.214329,251-500,0.00030346832,-0.0012789153,ASSET_LEADS
231757,0.0034745592,3.1896374,101-250,0.00056550547,-0.0018037574,ASSET_LEADS
231761,0.00019478872,4.161321,26-100,0.00015826676,-0.0006585988,ASSET_LEADS
231766,0.00011463233,3.4173443,26-100,0.00022119618,-0.00075590354,ASSET_LEADS
231768,-6.914528e-06,4.42776,26-100,0.00030304547,-0.0013418127,SIMULTANEOUS
231776,-8.379967e-05,3.340565,26-100,0.00018201667,-0.0006080385,SIMULTANEOUS
231777,3.5929257e-05,2.3509243,26-100,0.00019690042,-0.000462898,ASSET_LEADS
231781,-7.9763704e-05,2.4354768,26-100,0.00013603862,-0.0003313189,SIMULTANEOUS
232323,-0.00061571476,2.2837195,251-500,0.0003209769,-0.0007330212,PEER_LEADS
232328,0.00029112052,2.2334285,101-250,0.00025695257,-0.00057388516,ASSET_LEADS
232333,-2.789897e-05,2.2053702,101-250,0.0003214279,-0.0007088675,SIMULTANEOUS
232338,-3.2510477e-05,2.3840477,101-250,0.00035434394,-0.00084477285,SIMULTANEOUS
234132,0.00048360508,7.570605,251-500,0.002266554,-0.017159184,ASSET_LEADS
234849,-0.0004734951,2.860159,101-250,0.00031896413,-0.0009122881,PEER_LEADS
234851,3.755522e-05,4.296111,101-250,0.000327352,-0.0014063405,ASSET_LEADS
234864,-0.00019289306,2.062153,101-250,0.0005958763,-0.0012287882,SIMULTANEOUS
234874,0.00014147683,2.0845408,101-250,0.0008414486,-0.001754034,ASSET_LEADS
234875,-8.572348e-06,2.4443233,101-250,0.00070343167,-0.0017194145,SIMULTANEOUS
234876,2.8351787e-05,3.961193,101-250,0.00055524963,-0.002199451,ASSET_LEADS
234878,2.8171955e-05,2.305612,101-250,0.0006541344,-0.00150818,ASSET_LEADS
234881,0.00012032219,2.4835916,101-250,0.0007159627,-0.0017781589,ASSET_LEADS
235530,4.8507463e-05,3.095657,751-1000,0.00076324027,-0.0023627302,ASSET_LEADS
235598,-3.5660607e-05,2.2422588,251-500,0.00029093013,-0.00065234065,SIMULTANEOUS
235686,0.0012307607,3.4499054,501-750,0.024456006,-0.0843709,ASSET_LEADS
235687,-0.0013727121,2.3580856,751-1000,0.02723837,-0.06423041,SIMULTANEOUS
235777,0.00056514866,2.648417,251-500,0.005538348,-0.014667855,ASSET_LEADS
236020,-1.9057028e-05,9.827288,26-100,0.00027973976,-0.002749083,SIMULTANEOUS
236022,0.0,3.2118154,26-100,0.00047532254,-0.0015266482,ASSET_LEADS
236304,-0.0034937013,2.0863345,251-500,0.016459623,-0.03434028,SIMULTANEOUS
237204,0.0009300151,2.2300656,251-500,0.020443983,-0.04559142,ASSET_LEADS
237395,-0.043234292,2.2441008,101-250,0.070822164,-0.15893207,SIMULTANEOUS
237768,8.015087e-05,3.922285,501-750,0.00024517393,-0.000961642,ASSET_LEADS
238727,0.0076676593,2.6050606,501-750,0.01347718,-0.03510887,ASSET_LEADS
239197,5.9966173e-05,2.4258966,501-750,0.0012968384,-0.0031459958,ASSET_LEADS
239485,0.0004942305,176.86859,251-500,0.00027102983,-0.047936663,ASSET_LEADS
240155,0.00021099407,4.288279,251-500,0.004211452,-0.018059881,ASSET_LEADS
240683,0.0,2.9464004,751-1000,0.009912544,-0.029206324,ASSET_LEADS
242073,6.531304e-05,2.3080106,251-500,0.008899578,-0.02054032,ASSET_LEADS
242124,0.0011825763,2.4346366,751-1000,0.02558085,-0.062280074,ASSET_LEADS
242183,-0.00017300202,2.2741997,251-500,0.00036595107,-0.0008322458,SIMULTANEOUS
242189,0.00015581198,2.8588507,251-500,0.0003079717,-0.0008804451,ASSET_LEADS
242903,0.0002974479,2.2733936,101-250,0.0002750013,-0.00062518625,ASSET_LEADS
242905,-5.9359634e-05,2.5807211,101-250,0.0002228319,-0.000575067,SIMULTANEOUS
243274,0.00012680923,2.6361234,101-250,0.0002981085,-0.0007858508,ASSET_LEADS
243278,0.0001458628,2.6178226,101-250,0.00027853588,-0.00072915753,ASSET_LEADS
243282,7.088817e-05,2.6870022,101-250,0.00045525713,-0.001223277,ASSET_LEADS
243288,-5.3125776e-05,2.715681,101-250,0.00028733653,-0.0007803144,SIMULTANEOUS
243313,0.00012437975,2.215267,101-250,0.0007322397,-0.0016221064,ASSET_LEADS
243711,7.959201e-05,3.0274277,101-250,0.00034204792,-0.0010355253,ASSET_LEADS
244470,-0.00010070107,2.79284,251-500,0.0004215303,-0.0011772667,SIMULTANEOUS
