regime,policy_id,f_pct,return,risk,status
historical_70,H2-1.00-REJ,0.75,0.4860046448086288,0.03745269835771374,NON_DOMINATED
historical_70,H2-1.50-REJ,0.75,0.5182777205176816,0.052602530389455344,DOMINATED
historical_70,H2-2.00-REJ,0.75,0.5182777205176816,0.052602530389455344,DOMINATED
historical_70,H2-1.00-SCA,0.75,0.49987316216289956,0.043876475184633966,DOMINATED
historical_70,H2-1.50-SCA,0.75,0.5185731757781151,0.052602530389455,DOMINATED
historical_70,H3-0.50-REJ,0.75,0.4861221052779563,0.05148273590003691,DOMINATED
historical_70,H3-0.75-REJ,0.75,0.5183432320341763,0.05260253038945468,DOMINATED
historical_70,H3-1.00-REJ,0.75,0.5203217498676771,0.05260253038945445,DOMINATED
historical_70,H3-0.50-SCA,0.75,0.5075509033721335,0.05217927079221091,NON_DOMINATED
historical_70,H3-0.75-SCA,0.75,0.5193330439858717,0.0526025303894547,DOMINATED
historical_70,H4-1.00-REJ,0.75,0.34981843064762974,0.03330966929806668,NON_DOMINATED
historical_70,H4-1.50-REJ,0.75,0.396804163546004,0.04866055682472461,DOMINATED
historical_70,H4-2.00-REJ,0.75,0.44790205505309255,0.048660556824724845,DOMINATED
historical_70,H4-3.00-REJ,0.75,0.5206795263450759,0.05260253038945484,NON_DOMINATED
historical_70,H4-1.00-SCA,0.75,0.36791382667299555,0.03948130480146131,DOMINATED
historical_70,H4-1.50-SCA,0.75,0.42706984486306565,0.04866055682472565,DOMINATED
historical_70,H5-1.50-REJ,0.75,0.4860046448086288,0.03745269835771374,NON_DOMINATED
historical_70,H5-1.50-SCA,0.75,0.49987316216289956,0.043876475184633966,DOMINATED
historical_70,H5-2.00-REJ,0.75,0.5182777205176816,0.052602530389455344,DOMINATED
historical_70,H5-2.00-SCA,0.75,0.5185731757781151,0.052602530389455,DOMINATED
historical_70,H0,1.0,0.7456994684936131,0.06968353925007055,DOMINATED
historical_70,H1-1.00-REJ,1.0,0.6903534854991547,0.049773932096733815,DOMINATED
historical_70,H1-1.50-REJ,1.0,0.7456497253042402,0.06968353925006922,DOMINATED
historical_70,H1-2.00-REJ,1.0,0.7426094038324678,0.06968353925007184,DOMINATED
historical_70,H1-3.00-REJ,1.0,0.7456994684936131,0.06968353925007055,DOMINATED
historical_70,H1-1.00-SCA,1.0,0.7150905807511594,0.05822762548619657,NON_DOMINATED
historical_70,H1-1.50-SCA,1.0,0.7456153798049894,0.06968353925007054,DOMINATED
historical_70,H1-2.00-SCA,1.0,0.7452650875182667,0.06968353925006898,DOMINATED
historical_70,H2-1.00-REJ,1.0,0.6937761332834456,0.04977393209673268,NON_DOMINATED
historical_70,H2-1.50-REJ,1.0,0.7426094038324678,0.06968353925007184,DOMINATED
historical_70,H2-2.00-REJ,1.0,0.7426094038324678,0.06968353925007184,DOMINATED
historical_70,H2-1.00-SCA,1.0,0.7147827617170117,0.05822762548619853,DOMINATED
historical_70,H2-1.50-SCA,1.0,0.7430578933707415,0.0696835392500698,DOMINATED
historical_70,H3-0.50-REJ,1.0,0.6936342464198337,0.06821005327314583,DOMINATED
historical_70,H3-0.75-REJ,1.0,0.7426758400745548,0.06968353925006998,DOMINATED
historical_70,H3-1.00-REJ,1.0,0.7456994684936131,0.06968353925007055,DOMINATED
historical_70,H3-0.50-SCA,1.0,0.7262235804351937,0.06912770981400132,NON_DOMINATED
historical_70,H3-0.75-SCA,1.0,0.7441887824902467,0.06968353925007045,DOMINATED
historical_70,H4-1.00-REJ,1.0,0.49045677050515213,0.0442270041681942,NON_DOMINATED
historical_70,H4-1.50-REJ,1.0,0.559661215076596,0.06441770003291544,DOMINATED
historical_70,H4-2.00-REJ,1.0,0.6360359196872591,0.06441770003291607,DOMINATED
historical_70,H4-3.00-REJ,1.0,0.7462960146521327,0.06968353925007029,NON_DOMINATED
historical_70,H4-1.00-SCA,1.0,0.5170769888663846,0.05236389461389511,DOMINATED
historical_70,H4-1.50-SCA,1.0,0.6048137859551357,0.06441770003291543,DOMINATED
historical_70,H5-1.50-REJ,1.0,0.6937761332834456,0.04977393209673268,NON_DOMINATED
historical_70,H5-1.50-SCA,1.0,0.7147827617170117,0.05822762548619853,DOMINATED
historical_70,H5-2.00-REJ,1.0,0.7426094038324678,0.06968353925007184,DOMINATED
historical_70,H5-2.00-SCA,1.0,0.7430578933707415,0.0696835392500698,DOMINATED
historical_70,H0,1.5,1.2967994226988289,0.10317202974097464,DOMINATED
historical_70,H1-1.00-REJ,1.5,1.190055889167784,0.07416665708634372,DOMINATED
historical_70,H1-1.50-REJ,1.5,1.2968760194467088,0.10317202974097645,DOMINATED
historical_70,H1-2.00-REJ,1.5,1.2908564380599898,0.1031720297409762,DOMINATED
historical_70,H1-3.00-REJ,1.5,1.2967994226988289,0.10317202974097464,DOMINATED
historical_70,H1-1.00-SCA,1.5,1.2379153785574628,0.0865166350295322,NON_DOMINATED
historical_70,H1-1.50-SCA,1.5,1.2967763224387943,0.10317202974097642,DOMINATED
historical_70,H1-2.00-SCA,1.5,1.295971364554688,0.10317202974097596,DOMINATED
historical_70,H2-1.00-REJ,1.5,1.1967134109573112,0.07416665708634448,NON_DOMINATED
historical_70,H2-1.50-REJ,1.5,1.2908564380599898,0.1031720297409762,DOMINATED
historical_70,H2-2.00-REJ,1.5,1.2908564380599898,0.1031720297409762,DOMINATED
historical_70,H2-1.00-SCA,1.5,1.2373040177209207,0.08651663502953191,DOMINATED
historical_70,H2-1.50-SCA,1.5,1.29172635321832,0.10317202974097547,DOMINATED
historical_70,H3-0.50-REJ,1.5,1.1951930816669205,0.10102010435840328,DOMINATED
historical_70,H3-0.75-REJ,1.5,1.2908536705020786,0.10317202974097621,DOMINATED
historical_70,H3-1.00-REJ,1.5,1.2967994226988289,0.10317202974097464,DOMINATED
historical_70,H3-0.50-SCA,1.5,1.258661583513625,0.1023635018210989,NON_DOMINATED
historical_70,H3-0.75-SCA,1.5,1.2938298822208534,0.10317202974097583,DOMINATED
historical_70,H4-1.00-REJ,1.5,0.8148345676114099,0.0657850269681032,NON_DOMINATED
historical_70,H4-1.50-REJ,1.5,0.9413130571207426,0.09525373087924675,DOMINATED
historical_70,H4-2.00-REJ,1.5,1.0850317611213267,0.09525373087924717,DOMINATED
historical_70,H4-3.00-REJ,1.5,1.2981691148605612,0.10317202974097667,NON_DOMINATED
historical_70,H4-1.00-SCA,1.5,0.8633764390930199,0.07771792770916351,DOMINATED
historical_70,H4-1.50-SCA,1.5,1.0259630710190648,0.09525373087924732,DOMINATED
