policy_id,kind,cap_mult,treatment,w_A_pct,w_B_pct,f_pct,variant,max_dd,terminal_equity,max_dd_ratio_vs_historical
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,worst5_x2_00,0.09424905973648044,3.1467198733818105,1.8164714787742446
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,insert_worst_1,0.05973360606676372,3.8611771827883756,1.1512517159109048
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,insert_p99_loss_cluster,0.051885791127356286,4.284635007054386,1.0000000000000002
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,worstA_cluster,0.05625531036181077,3.899256025767137,1.08421417770675
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,worstB_cluster,0.054213168240006576,3.85421517533828,1.0448557699917813
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,1.0,mixed_AB_cluster,0.05188579112735593,3.9598808883295087,0.9999999999999933
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,historical,0.10216209426559833,15.08894494543299,1.0
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,worst5_x1_50,0.13860312424633217,12.059557842517492,1.3566981495699904
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,worst5_x2_00,0.18191027410472152,9.629293878251918,1.7806043955187132
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,insert_worst_1,0.1175513374738576,14.540247401042077,1.1506355495047969
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,insert_p99_loss_cluster,0.10216209426559833,17.901160032888566,1.0
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,worstA_cluster,0.11114022856429229,14.829740643798058,1.0878812671493678
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,worstB_cluster,0.1059131324279154,14.4859699576777,1.03671653551429
H4-1.50-REJ,H4,1.5,REJECT,50.0,50.0,2.0,mixed_AB_cluster,0.10216209426559833,15.292815885257284,1.0
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,historical,0.026244201895902174,2.1547294018280354,1.0
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,worst5_x1_50,0.031469841033843544,2.031440599868311,1.1991159479213316
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,worst5_x2_00,0.04134565204954638,1.9150898258845754,1.5754204381426504
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,insert_worst_1,0.02624420189590318,2.1350638842739333,1.0000000000000384
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,insert_p99_loss_cluster,0.0262442018959018,2.249148914668799,0.9999999999999857
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,worstA_cluster,0.026244201895902163,2.178942484982536,0.9999999999999996
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,worstB_cluster,0.02624420189590167,2.1627908251013053,0.9999999999999808
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,0.5,mixed_AB_cluster,0.026244201895902163,2.178942484982536,0.9999999999999996
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,historical,0.05188579112735619,4.611175287730536,1.0
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,worst5_x1_50,0.06229541403931718,4.097217986179923,1.2006256951235468
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,worst5_x2_00,0.08140473154035135,3.6396551481088113,1.5689214671612022
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,insert_worst_1,0.051885791127355314,4.527114967807242,0.9999999999999831
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,insert_p99_loss_cluster,0.051885791127355696,5.023606624034532,0.9999999999999905
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,worstA_cluster,0.051885791127356216,4.714774123062651,1.0000000000000004
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,worstB_cluster,0.05188579112735583,4.645483643854204,0.999999999999993
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,1.0,mixed_AB_cluster,0.051885791127356216,4.714774123062651,1.0000000000000004
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,historical,0.10169539210316005,20.689539198799206,1.0
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,worst5_x1_50,0.12201104439339214,16.312421305408815,1.1997696441312096
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,worst5_x2_00,0.15774326050630247,12.848559904728132,1.5511347883519377
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,insert_worst_1,0.10169539210315685,19.937180475640254,0.9999999999999686
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,insert_p99_loss_cluster,0.10169539210315837,24.545569855533312,0.9999999999999835
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,worstA_cluster,0.1014068941202411,21.618423609246193,0.9971631164701515
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,worstB_cluster,0.1016953921031567,20.9938928943591,0.9999999999999671
H5-1.50-REJ,H5,1.5,REJECT,50.0,50.0,2.0,mixed_AB_cluster,0.1014068941202411,21.618423609246193,0.9971631164701515
