week_start,model,bias,asian_range,hit_neg25,hit_neg50,hit_neg100,hit_neg168,hit_132_inv
2025-09-05,7_day,BULLISH,62.289999999999964,True,True,True,True,True
2025-09-12,5_day,BULLISH,124.35999999999967,True,True,True,True,False
2025-09-12,7_day,BULLISH,124.35999999999967,True,True,True,True,False
2025-09-19,5_day,BEARISH,89.48999999999978,True,True,True,True,False
2025-09-19,7_day,BEARISH,89.48999999999978,True,True,True,True,False
2025-09-26,5_day,BULLISH,127.14999999999964,True,True,True,True,False
2025-09-26,7_day,BULLISH,127.14999999999964,True,True,True,True,False
2025-10-03,5_day,BULLISH,103.89999999999964,True,True,True,True,True
2025-10-03,7_day,BULLISH,103.89999999999964,True,True,True,True,True
2025-10-10,5_day,BULLISH,60.01999999999953,False,False,False,False,True
2025-10-10,7_day,BULLISH,60.01999999999953,False,False,False,False,True
2025-10-17,5_day,BULLISH,110.0300000000002,True,True,True,False,True
2025-10-17,7_day,BULLISH,110.0300000000002,True,True,True,False,True
2025-10-24,5_day,BULLISH,159.23000000000002,True,True,True,True,False
2025-10-24,7_day,BULLISH,159.23000000000002,True,True,True,True,True
2025-10-31,5_day,BULLISH,126.39999999999964,True,False,False,False,True
2025-10-31,7_day,BULLISH,126.39999999999964,True,False,False,False,True
2025-11-07,5_day,BULLISH,93.39999999999964,True,True,True,True,True
2025-11-07,7_day,BULLISH,93.39999999999964,True,True,True,True,True
2025-11-14,5_day,BULLISH,164.45000000000027,False,False,False,False,True
2025-11-14,7_day,BULLISH,164.45000000000027,False,False,False,False,True
2025-11-21,5_day,BEARISH,134.59000000000015,True,True,True,False,True
2025-11-21,7_day,BEARISH,134.59000000000015,True,True,True,False,True
2025-11-28,5_day,BEARISH,40.48999999999978,True,True,True,True,True
2025-11-28,7_day,BEARISH,40.48999999999978,True,True,True,True,True
2025-12-05,5_day,BULLISH,69.5,True,True,True,True,True
2025-12-05,7_day,BULLISH,69.5,True,True,True,True,True
2025-12-12,5_day,BEARISH,81.01000000000022,True,True,True,True,False
2025-12-12,7_day,BEARISH,81.01000000000022,True,True,True,True,False
