cycle_id,wall_clock_utc,leg,bid,ask,spread_points,quote_age_ms
17,2026-08-16 22:02:34.070074+00:00,AUDNZD,1.20288,1.20299,11.0,0
18,2026-08-16 22:02:46.076423+00:00,GBPAUD,1.91015,1.91026,11.0,0
18,2026-08-16 22:02:46.076423+00:00,GBPNZD,2.29768,2.29785,17.0,0
18,2026-08-16 22:02:46.076423+00:00,AUDNZD,1.20284,1.20295,11.0,0
19,2026-08-16 22:02:58.083418+00:00,GBPAUD,1.91011,1.91024,13.0,0
19,2026-08-16 22:02:58.083418+00:00,GBPNZD,2.29769,2.29788,19.0,0
19,2026-08-16 22:02:58.083418+00:00,AUDNZD,1.20288,1.20298,10.0,5000
20,2026-08-16 22:03:10.086773+00:00,GBPAUD,1.91007,1.9102,13.0,0
20,2026-08-16 22:03:10.086773+00:00,GBPNZD,2.29764,2.29785,21.0,0
20,2026-08-16 22:03:10.086773+00:00,AUDNZD,1.20288,1.20298,10.0,4000
21,2026-08-16 22:03:22.096714+00:00,GBPAUD,1.91009,1.91022,13.0,0
21,2026-08-16 22:03:22.096714+00:00,GBPNZD,2.29764,2.29785,21.0,7000
21,2026-08-16 22:03:22.096714+00:00,AUDNZD,1.20286,1.20297,11.0,0
22,2026-08-16 22:03:34.103891+00:00,GBPAUD,1.91008,1.91021,13.0,0
22,2026-08-16 22:03:34.103891+00:00,GBPNZD,2.29766,2.29786,20.0,0
22,2026-08-16 22:03:34.103891+00:00,AUDNZD,1.20288,1.20298,10.0,1000
1,2026-08-16 22:03:39.307172+00:00,GBPAUD,1.91003,1.91016,13.0,0
1,2026-08-16 22:03:39.307172+00:00,GBPNZD,2.29756,2.29778,22.0,0
1,2026-08-16 22:03:39.307172+00:00,AUDNZD,1.20286,1.20297,11.0,1000
23,2026-08-16 22:03:46.113222+00:00,GBPAUD,1.91,1.91013,13.0,0
23,2026-08-16 22:03:46.113222+00:00,GBPNZD,2.29753,2.29775,22.0,0
23,2026-08-16 22:03:46.113222+00:00,AUDNZD,1.20286,1.20297,11.0,4000
2,2026-08-16 22:03:51.314116+00:00,GBPAUD,1.91001,1.91013,12.0,0
2,2026-08-16 22:03:51.314116+00:00,GBPNZD,2.29754,2.29775,21.0,0
2,2026-08-16 22:03:51.314116+00:00,AUDNZD,1.20286,1.20297,11.0,12000
24,2026-08-16 22:03:58.117867+00:00,GBPAUD,1.91002,1.91015,13.0,0
24,2026-08-16 22:03:58.117867+00:00,GBPNZD,2.29757,2.29776,19.0,0
24,2026-08-16 22:03:58.117867+00:00,AUDNZD,1.20286,1.20297,11.0,15000
3,2026-08-16 22:04:03.321346+00:00,GBPAUD,1.91002,1.91015,13.0,0
3,2026-08-16 22:04:03.321346+00:00,GBPNZD,2.29757,2.29776,19.0,0
3,2026-08-16 22:04:03.321346+00:00,AUDNZD,1.20286,1.20297,11.0,0
25,2026-08-16 22:04:10.128280+00:00,GBPAUD,1.90989,1.91001,12.0,0
25,2026-08-16 22:04:10.128280+00:00,GBPNZD,2.29753,2.29772,19.0,0
25,2026-08-16 22:04:10.128280+00:00,AUDNZD,1.20293,1.20303,10.0,0
4,2026-08-16 22:04:15.324924+00:00,GBPAUD,1.90992,1.91004,12.0,0
4,2026-08-16 22:04:15.324924+00:00,GBPNZD,2.29753,2.29772,19.0,5000
4,2026-08-16 22:04:15.324924+00:00,AUDNZD,1.20291,1.20301,10.0,0
26,2026-08-16 22:04:22.136113+00:00,GBPAUD,1.90992,1.91004,12.0,0
26,2026-08-16 22:04:22.136113+00:00,GBPNZD,2.29749,2.29768,19.0,0
26,2026-08-16 22:04:22.136113+00:00,AUDNZD,1.20289,1.20299,10.0,0
5,2026-08-16 22:04:27.327837+00:00,GBPAUD,1.9099,1.91002,12.0,0
5,2026-08-16 22:04:27.327837+00:00,GBPNZD,2.29744,2.29763,19.0,0
5,2026-08-16 22:04:27.327837+00:00,AUDNZD,1.20287,1.20297,10.0,0
27,2026-08-16 22:04:34.141085+00:00,GBPAUD,1.9099,1.91002,12.0,0
27,2026-08-16 22:04:34.141085+00:00,GBPNZD,2.29744,2.29763,19.0,0
27,2026-08-16 22:04:34.141085+00:00,AUDNZD,1.20287,1.20297,10.0,0
6,2026-08-16 22:04:39.330723+00:00,GBPAUD,1.9099,1.91002,12.0,0
6,2026-08-16 22:04:39.330723+00:00,GBPNZD,2.29744,2.29763,19.0,0
6,2026-08-16 22:04:39.330723+00:00,AUDNZD,1.20287,1.20297,10.0,0
28,2026-08-16 22:04:46.148055+00:00,GBPAUD,1.90987,1.91,13.0,0
28,2026-08-16 22:04:46.148055+00:00,GBPNZD,2.29748,2.29767,19.0,0
28,2026-08-16 22:04:46.148055+00:00,AUDNZD,1.20291,1.20301,10.0,1000
7,2026-08-16 22:04:51.333870+00:00,GBPAUD,1.90987,1.91,13.0,0
7,2026-08-16 22:04:51.333870+00:00,GBPNZD,2.29748,2.29766,18.0,0
7,2026-08-16 22:04:51.333870+00:00,AUDNZD,1.20291,1.20301,10.0,1000
29,2026-08-16 22:04:58.151701+00:00,GBPAUD,1.90985,1.90997,12.0,0
29,2026-08-16 22:04:58.151701+00:00,GBPNZD,2.29748,2.29766,18.0,9000
29,2026-08-16 22:04:58.151701+00:00,AUDNZD,1.20292,1.20303,11.0,0
8,2026-08-16 22:05:03.336906+00:00,GBPAUD,1.9099,1.91003,13.0,0
8,2026-08-16 22:05:03.336906+00:00,GBPNZD,2.29748,2.29766,18.0,0
8,2026-08-16 22:05:03.336906+00:00,AUDNZD,1.20289,1.20299,10.0,0
30,2026-08-16 22:05:10.155022+00:00,GBPAUD,1.9098,1.90996,16.0,0
30,2026-08-16 22:05:10.155022+00:00,GBPNZD,2.29733,2.29755,22.0,0
30,2026-08-16 22:05:10.155022+00:00,AUDNZD,1.20288,1.20298,10.0,1000
9,2026-08-16 22:05:15.567624+00:00,GBPAUD,1.9098,1.90996,16.0,0
9,2026-08-16 22:05:15.567624+00:00,GBPNZD,2.29728,2.29751,23.0,0
9,2026-08-16 22:05:15.567624+00:00,AUDNZD,1.20285,1.20296,11.0,0
31,2026-08-16 22:05:22.198250+00:00,GBPAUD,1.9098,1.90994,14.0,0
31,2026-08-16 22:05:22.198250+00:00,GBPNZD,2.29728,2.29749,21.0,0
31,2026-08-16 22:05:22.198250+00:00,AUDNZD,1.20285,1.20296,11.0,8000
10,2026-08-16 22:05:27.572821+00:00,GBPAUD,1.90985,1.90998,13.0,0
10,2026-08-16 22:05:27.572821+00:00,GBPNZD,2.29728,2.29747,19.0,1000
10,2026-08-16 22:05:27.572821+00:00,AUDNZD,1.20282,1.20292,10.0,0
32,2026-08-16 22:05:34.204465+00:00,GBPAUD,1.90987,1.91,13.0,0
32,2026-08-16 22:05:34.204465+00:00,GBPNZD,2.29729,2.29748,19.0,0
32,2026-08-16 22:05:34.204465+00:00,AUDNZD,1.20282,1.20292,10.0,5000
11,2026-08-16 22:05:39.578995+00:00,GBPAUD,1.90987,1.90998,11.0,0
11,2026-08-16 22:05:39.578995+00:00,GBPNZD,2.29729,2.29746,17.0,0
11,2026-08-16 22:05:39.578995+00:00,AUDNZD,1.20282,1.20292,10.0,6000
33,2026-08-16 22:05:46.209978+00:00,GBPAUD,1.90987,1.90998,11.0,0
33,2026-08-16 22:05:46.209978+00:00,GBPNZD,2.29729,2.29746,17.0,0
33,2026-08-16 22:05:46.209978+00:00,AUDNZD,1.20282,1.20292,10.0,6000
12,2026-08-16 22:05:51.585206+00:00,GBPAUD,1.90988,1.90999,11.0,0
12,2026-08-16 22:05:51.585206+00:00,GBPNZD,2.29735,2.29753,18.0,0
12,2026-08-16 22:05:51.585206+00:00,AUDNZD,1.20284,1.20295,11.0,2000
34,2026-08-16 22:05:58.215644+00:00,GBPAUD,1.90987,1.90998,11.0,0
34,2026-08-16 22:05:58.215644+00:00,GBPNZD,2.2973,2.29748,18.0,0
34,2026-08-16 22:05:58.215644+00:00,AUDNZD,1.20282,1.20293,11.0,5000
13,2026-08-16 22:06:03.589053+00:00,GBPAUD,1.90987,1.90998,11.0,0
13,2026-08-16 22:06:03.589053+00:00,GBPNZD,2.29731,2.29748,17.0,0
13,2026-08-16 22:06:03.589053+00:00,AUDNZD,1.20282,1.20293,11.0,0
35,2026-08-16 22:06:10.224265+00:00,GBPAUD,1.90987,1.90998,11.0,0
35,2026-08-16 22:06:10.224265+00:00,GBPNZD,2.29731,2.29748,17.0,0
35,2026-08-16 22:06:10.224265+00:00,AUDNZD,1.20282,1.20293,11.0,0
14,2026-08-16 22:06:15.592098+00:00,GBPAUD,1.90987,1.90998,11.0,0
14,2026-08-16 22:06:15.592098+00:00,GBPNZD,2.29731,2.29748,17.0,0
14,2026-08-16 22:06:15.592098+00:00,AUDNZD,1.20282,1.20293,11.0,0
36,2026-08-16 22:06:22.232463+00:00,GBPAUD,1.90987,1.90998,11.0,0
36,2026-08-16 22:06:22.232463+00:00,GBPNZD,2.29731,2.29748,17.0,0
36,2026-08-16 22:06:22.232463+00:00,AUDNZD,1.20282,1.20293,11.0,0
15,2026-08-16 22:06:27.597125+00:00,GBPAUD,1.90989,1.91001,12.0,0
15,2026-08-16 22:06:27.597125+00:00,GBPNZD,2.29731,2.29748,17.0,22000
15,2026-08-16 22:06:27.597125+00:00,AUDNZD,1.2028,1.20291,11.0,0
37,2026-08-16 22:06:34.235723+00:00,GBPAUD,1.90989,1.91001,12.0,0
37,2026-08-16 22:06:34.235723+00:00,GBPNZD,2.29734,2.29752,18.0,0
37,2026-08-16 22:06:34.235723+00:00,AUDNZD,1.20282,1.20293,11.0,0
16,2026-08-16 22:06:39.600265+00:00,GBPAUD,1.90991,1.91004,13.0,0
16,2026-08-16 22:06:39.600265+00:00,GBPNZD,2.29736,2.29755,19.0,0
16,2026-08-16 22:06:39.600265+00:00,AUDNZD,1.20282,1.20293,11.0,9000
38,2026-08-16 22:06:46.241972+00:00,GBPAUD,1.90991,1.91003,12.0,0
38,2026-08-16 22:06:46.241972+00:00,GBPNZD,2.29727,2.29746,19.0,0
38,2026-08-16 22:06:46.241972+00:00,AUDNZD,1.20278,1.20289,11.0,0
17,2026-08-16 22:06:51.606630+00:00,GBPAUD,1.90989,1.91002,13.0,0
17,2026-08-16 22:06:51.606630+00:00,GBPNZD,2.29725,2.29744,19.0,0
17,2026-08-16 22:06:51.606630+00:00,AUDNZD,1.20278,1.20289,11.0,3000
39,2026-08-16 22:06:58.247522+00:00,GBPAUD,1.90983,1.90995,12.0,0
39,2026-08-16 22:06:58.247522+00:00,GBPNZD,2.29732,2.2975,18.0,1000
39,2026-08-16 22:06:58.247522+00:00,AUDNZD,1.20286,1.20296,10.0,0
18,2026-08-16 22:07:03.613982+00:00,GBPAUD,1.90983,1.90995,12.0,0
18,2026-08-16 22:07:03.613982+00:00,GBPNZD,2.29732,2.2975,18.0,0
18,2026-08-16 22:07:03.613982+00:00,AUDNZD,1.20286,1.20296,10.0,0
40,2026-08-16 22:07:10.250340+00:00,GBPAUD,1.90983,1.90995,12.0,0
40,2026-08-16 22:07:10.250340+00:00,GBPNZD,2.29733,2.2975,17.0,0
40,2026-08-16 22:07:10.250340+00:00,AUDNZD,1.20286,1.20296,10.0,0
19,2026-08-16 22:07:15.618294+00:00,GBPAUD,1.90988,1.91001,13.0,0
19,2026-08-16 22:07:15.618294+00:00,GBPNZD,2.29733,2.2975,17.0,10000
19,2026-08-16 22:07:15.618294+00:00,AUDNZD,1.20282,1.20293,11.0,0
20,2026-08-16 22:07:27.621286+00:00,GBPAUD,1.90984,1.90998,14.0,0
20,2026-08-16 22:07:27.621286+00:00,GBPNZD,2.29723,2.29742,19.0,0
20,2026-08-16 22:07:27.621286+00:00,AUDNZD,1.2028,1.2029,10.0,7000
21,2026-08-16 22:07:39.625063+00:00,GBPAUD,1.90984,1.90997,13.0,0
21,2026-08-16 22:07:39.625063+00:00,GBPNZD,2.29727,2.29741,14.0,0
21,2026-08-16 22:07:39.625063+00:00,AUDNZD,1.20282,1.2029,8.0,0
22,2026-08-16 22:07:51.627576+00:00,GBPAUD,1.90986,1.90998,12.0,0
22,2026-08-16 22:07:51.627576+00:00,GBPNZD,2.29729,2.29742,13.0,1000
22,2026-08-16 22:07:51.627576+00:00,AUDNZD,1.20282,1.2029,8.0,0
23,2026-08-16 22:08:03.632456+00:00,GBPAUD,1.90987,1.91,13.0,0
23,2026-08-16 22:08:03.632456+00:00,GBPNZD,2.29735,2.29748,13.0,0
23,2026-08-16 22:08:03.632456+00:00,AUDNZD,1.20284,1.20292,8.0,0
24,2026-08-16 22:08:15.639661+00:00,GBPAUD,1.90987,1.91001,14.0,0
24,2026-08-16 22:08:15.639661+00:00,GBPNZD,2.29735,2.29749,14.0,0
24,2026-08-16 22:08:15.639661+00:00,AUDNZD,1.20284,1.20292,8.0,13000
25,2026-08-16 22:08:27.646358+00:00,GBPAUD,1.90986,1.91,14.0,0
25,2026-08-16 22:08:27.646358+00:00,GBPNZD,2.29721,2.29737,16.0,0
25,2026-08-16 22:08:27.646358+00:00,AUDNZD,1.20278,1.20286,8.0,3000
26,2026-08-16 22:08:39.651776+00:00,GBPAUD,1.90986,1.90998,12.0,0
26,2026-08-16 22:08:39.651776+00:00,GBPNZD,2.29721,2.29735,14.0,0
26,2026-08-16 22:08:39.651776+00:00,AUDNZD,1.20278,1.20286,8.0,14000
27,2026-08-16 22:08:51.654240+00:00,GBPAUD,1.90984,1.90997,13.0,0
27,2026-08-16 22:08:51.654240+00:00,GBPNZD,2.29722,2.29737,15.0,0
27,2026-08-16 22:08:51.654240+00:00,AUDNZD,1.2028,1.20288,8.0,0
28,2026-08-16 22:09:03.660930+00:00,GBPAUD,1.90975,1.90987,12.0,0
28,2026-08-16 22:09:03.660930+00:00,GBPNZD,2.29721,2.29735,14.0,0
28,2026-08-16 22:09:03.660930+00:00,AUDNZD,1.20285,1.20293,8.0,0
29,2026-08-16 22:09:15.663418+00:00,GBPAUD,1.90976,1.90987,11.0,0
29,2026-08-16 22:09:15.663418+00:00,GBPNZD,2.29723,2.29735,12.0,0
29,2026-08-16 22:09:15.663418+00:00,AUDNZD,1.20285,1.20293,8.0,9000
30,2026-08-16 22:09:27.668431+00:00,GBPAUD,1.90986,1.90998,12.0,0
30,2026-08-16 22:09:27.668431+00:00,GBPNZD,2.29721,2.29735,14.0,5000
30,2026-08-16 22:09:27.668431+00:00,AUDNZD,1.20278,1.20286,8.0,0
31,2026-08-16 22:09:39.674253+00:00,GBPAUD,1.90974,1.90984,10.0,0
31,2026-08-16 22:09:39.674253+00:00,GBPNZD,2.29735,2.29747,12.0,0
31,2026-08-16 22:09:39.674253+00:00,AUDNZD,1.20293,1.20301,8.0,0
32,2026-08-16 22:09:51.680968+00:00,GBPAUD,1.90974,1.90984,10.0,0
32,2026-08-16 22:09:51.680968+00:00,GBPNZD,2.29735,2.29747,12.0,0
32,2026-08-16 22:09:51.680968+00:00,AUDNZD,1.20293,1.20301,8.0,0
33,2026-08-16 22:10:03.683450+00:00,GBPAUD,1.90984,1.90995,11.0,0
33,2026-08-16 22:10:03.683450+00:00,GBPNZD,2.29743,2.29754,11.0,0
33,2026-08-16 22:10:03.683450+00:00,AUDNZD,1.2029,1.20298,8.0,0
34,2026-08-16 22:10:15.697902+00:00,GBPAUD,1.90982,1.90994,12.0,0
34,2026-08-16 22:10:15.697902+00:00,GBPNZD,2.29743,2.29756,13.0,0
34,2026-08-16 22:10:15.697902+00:00,AUDNZD,1.20292,1.203,8.0,0
35,2026-08-16 22:10:27.704336+00:00,GBPAUD,1.90986,1.90998,12.0,0
35,2026-08-16 22:10:27.704336+00:00,GBPNZD,2.29749,2.29763,14.0,1000
35,2026-08-16 22:10:27.704336+00:00,AUDNZD,1.20292,1.20301,9.0,1000
36,2026-08-16 22:10:39.710583+00:00,GBPAUD,1.90983,1.90995,12.0,0
36,2026-08-16 22:10:39.710583+00:00,GBPNZD,2.29749,2.29763,14.0,12000
36,2026-08-16 22:10:39.710583+00:00,AUDNZD,1.20294,1.20302,8.0,0
37,2026-08-16 22:10:51.716693+00:00,GBPAUD,1.90986,1.90998,12.0,0
37,2026-08-16 22:10:51.716693+00:00,GBPNZD,2.29745,2.29759,14.0,2000
37,2026-08-16 22:10:51.716693+00:00,AUDNZD,1.2029,1.20299,9.0,0
38,2026-08-16 22:11:03.723344+00:00,GBPAUD,1.90987,1.91002,15.0,0
38,2026-08-16 22:11:03.723344+00:00,GBPNZD,2.29755,2.29772,17.0,0
38,2026-08-16 22:11:03.723344+00:00,AUDNZD,1.20295,1.20303,8.0,1000
39,2026-08-16 22:11:15.729780+00:00,GBPAUD,1.90989,1.91002,13.0,0
39,2026-08-16 22:11:15.729780+00:00,GBPNZD,2.2976,2.29775,15.0,0
39,2026-08-16 22:11:15.729780+00:00,AUDNZD,1.20296,1.20305,9.0,7000
40,2026-08-16 22:11:27.733237+00:00,GBPAUD,1.91001,1.91012,11.0,0
40,2026-08-16 22:11:27.733237+00:00,GBPNZD,2.29781,2.29797,16.0,0
40,2026-08-16 22:11:27.733237+00:00,AUDNZD,1.203,1.2031,10.0,0
1,2026-08-16 22:12:45.073807+00:00,GBPAUD,1.91027,1.9104,13.0,0
1,2026-08-16 22:12:45.073807+00:00,GBPNZD,2.29793,2.29809,16.0,0
1,2026-08-16 22:12:45.073807+00:00,AUDNZD,1.2029,1.20298,8.0,0
2,2026-08-16 22:12:57.081986+00:00,GBPAUD,1.91024,1.91035,11.0,0
2,2026-08-16 22:12:57.081986+00:00,GBPNZD,2.29793,2.29805,12.0,0
2,2026-08-16 22:12:57.081986+00:00,AUDNZD,1.20292,1.203,8.0,4000
3,2026-08-16 22:13:09.135348+00:00,GBPAUD,1.91024,1.91036,12.0,1
3,2026-08-16 22:13:09.135348+00:00,GBPNZD,2.29793,2.29806,13.0,1
3,2026-08-16 22:13:09.135348+00:00,AUDNZD,1.20291,1.203,9.0,2001
4,2026-08-16 22:13:21.142658+00:00,GBPAUD,1.91026,1.91036,10.0,0
4,2026-08-16 22:13:21.142658+00:00,GBPNZD,2.29794,2.29806,12.0,2000
4,2026-08-16 22:13:21.142658+00:00,AUDNZD,1.20291,1.203,9.0,0
5,2026-08-16 22:13:33.146031+00:00,GBPAUD,1.91026,1.91035,9.0,0
5,2026-08-16 22:13:33.146031+00:00,GBPNZD,2.29798,2.29809,11.0,0
5,2026-08-16 22:13:33.146031+00:00,AUDNZD,1.20293,1.20302,9.0,0
6,2026-08-16 22:13:45.150408+00:00,GBPAUD,1.91024,1.91035,11.0,0
6,2026-08-16 22:13:45.150408+00:00,GBPNZD,2.29801,2.29813,12.0,0
6,2026-08-16 22:13:45.150408+00:00,AUDNZD,1.20295,1.20304,9.0,12000
7,2026-08-16 22:13:57.197341+00:00,GBPAUD,1.9103,1.91041,11.0,0
7,2026-08-16 22:13:57.197341+00:00,GBPNZD,2.29797,2.2981,13.0,0
7,2026-08-16 22:13:57.197341+00:00,AUDNZD,1.2029,1.20298,8.0,5000
8,2026-08-16 22:14:09.200974+00:00,GBPAUD,1.91019,1.91032,13.0,0
8,2026-08-16 22:14:09.200974+00:00,GBPNZD,2.29793,2.29811,18.0,0
8,2026-08-16 22:14:09.200974+00:00,AUDNZD,1.20294,1.20305,11.0,1000
9,2026-08-16 22:14:21.216127+00:00,GBPAUD,1.91023,1.91035,12.0,0
9,2026-08-16 22:14:21.216127+00:00,GBPNZD,2.29795,2.29812,17.0,0
9,2026-08-16 22:14:21.216127+00:00,AUDNZD,1.20293,1.20303,10.0,0
10,2026-08-16 22:14:33.225154+00:00,GBPAUD,1.91023,1.91037,14.0,0
10,2026-08-16 22:14:33.225154+00:00,GBPNZD,2.29795,2.29815,20.0,0
10,2026-08-16 22:14:33.225154+00:00,AUDNZD,1.20293,1.20303,10.0,11000
11,2026-08-16 22:14:45.233066+00:00,GBPAUD,1.91029,1.9104,11.0,0
11,2026-08-16 22:14:45.233066+00:00,GBPNZD,2.29802,2.2982,18.0,0
11,2026-08-16 22:14:45.233066+00:00,AUDNZD,1.20293,1.20304,11.0,2000
12,2026-08-16 22:14:57.241376+00:00,GBPAUD,1.91027,1.9104,13.0,0
12,2026-08-16 22:14:57.241376+00:00,GBPNZD,2.29793,2.29811,18.0,0
12,2026-08-16 22:14:57.241376+00:00,AUDNZD,1.20289,1.203,11.0,1000
13,2026-08-16 22:15:09.257709+00:00,GBPAUD,1.91027,1.9104,13.0,0
13,2026-08-16 22:15:09.257709+00:00,GBPNZD,2.29789,2.29807,18.0,0
13,2026-08-16 22:15:09.257709+00:00,AUDNZD,1.20287,1.20297,10.0,2000
14,2026-08-16 22:15:21.570064+00:00,GBPAUD,1.91038,1.91053,15.0,0
14,2026-08-16 22:15:21.570064+00:00,GBPNZD,2.29799,2.29819,20.0,2000
14,2026-08-16 22:15:21.570064+00:00,AUDNZD,1.20286,1.20296,10.0,0
15,2026-08-16 22:15:33.599771+00:00,GBPAUD,1.91037,1.91049,12.0,0
15,2026-08-16 22:15:33.599771+00:00,GBPNZD,2.29797,2.29813,16.0,0
15,2026-08-16 22:15:33.599771+00:00,AUDNZD,1.20285,1.20295,10.0,0
16,2026-08-16 22:15:45.611897+00:00,GBPAUD,1.91035,1.91045,10.0,0
16,2026-08-16 22:15:45.611897+00:00,GBPNZD,2.29797,2.29811,14.0,0
16,2026-08-16 22:15:45.611897+00:00,AUDNZD,1.20287,1.20297,10.0,0
17,2026-08-16 22:15:57.616732+00:00,GBPAUD,1.9104,1.91051,11.0,0
17,2026-08-16 22:15:57.616732+00:00,GBPNZD,2.29804,2.29821,17.0,2000
17,2026-08-16 22:15:57.616732+00:00,AUDNZD,1.20287,1.20297,10.0,0
18,2026-08-16 22:16:09.619732+00:00,GBPAUD,1.91037,1.91049,12.0,0
18,2026-08-16 22:16:09.619732+00:00,GBPNZD,2.29801,2.29817,16.0,0
18,2026-08-16 22:16:09.619732+00:00,AUDNZD,1.20287,1.20297,10.0,0
19,2026-08-16 22:16:21.714457+00:00,GBPAUD,1.91041,1.91053,12.0,0
19,2026-08-16 22:16:21.714457+00:00,GBPNZD,2.2981,2.29825,15.0,0
19,2026-08-16 22:16:21.714457+00:00,AUDNZD,1.20289,1.20299,10.0,0
20,2026-08-16 22:16:33.717913+00:00,GBPAUD,1.91039,1.9105,11.0,0
20,2026-08-16 22:16:33.717913+00:00,GBPNZD,2.29807,2.29822,15.0,0
20,2026-08-16 22:16:33.717913+00:00,AUDNZD,1.20289,1.20299,10.0,0
21,2026-08-16 22:16:45.723770+00:00,GBPAUD,1.91037,1.91049,12.0,0
21,2026-08-16 22:16:45.723770+00:00,GBPNZD,2.29809,2.29824,15.0,0
21,2026-08-16 22:16:45.723770+00:00,AUDNZD,1.20293,1.20303,10.0,0
22,2026-08-16 22:16:57.728720+00:00,GBPAUD,1.91041,1.91051,10.0,0
22,2026-08-16 22:16:57.728720+00:00,GBPNZD,2.29803,2.29817,14.0,1000
22,2026-08-16 22:16:57.728720+00:00,AUDNZD,1.20285,1.20295,10.0,0
23,2026-08-16 22:17:09.732470+00:00,GBPAUD,1.91044,1.91054,10.0,0
23,2026-08-16 22:17:09.732470+00:00,GBPNZD,2.29803,2.29817,14.0,0
23,2026-08-16 22:17:09.732470+00:00,AUDNZD,1.20284,1.20294,10.0,0
24,2026-08-16 22:17:21.741793+00:00,GBPAUD,1.91049,1.91059,10.0,0
24,2026-08-16 22:17:21.741793+00:00,GBPNZD,2.29806,2.2982,14.0,0
24,2026-08-16 22:17:21.741793+00:00,AUDNZD,1.20282,1.20292,10.0,0
25,2026-08-16 22:17:33.744984+00:00,GBPAUD,1.91047,1.91057,10.0,0
25,2026-08-16 22:17:33.744984+00:00,GBPNZD,2.29803,2.29816,13.0,0
25,2026-08-16 22:17:33.744984+00:00,AUDNZD,1.20282,1.20292,10.0,0
26,2026-08-16 22:17:45.757342+00:00,GBPAUD,1.91053,1.91067,14.0,0
26,2026-08-16 22:17:45.757342+00:00,GBPNZD,2.29812,2.29831,19.0,5000
26,2026-08-16 22:17:45.757342+00:00,AUDNZD,1.20283,1.20293,10.0,0
27,2026-08-16 22:17:57.762044+00:00,GBPAUD,1.91054,1.91065,11.0,0
27,2026-08-16 22:17:57.762044+00:00,GBPNZD,2.2981,2.29826,16.0,0
27,2026-08-16 22:17:57.762044+00:00,AUDNZD,1.20281,1.20291,10.0,2000
28,2026-08-16 22:18:09.767404+00:00,GBPAUD,1.91058,1.91068,10.0,0
28,2026-08-16 22:18:09.767404+00:00,GBPNZD,2.29812,2.29826,14.0,1000
28,2026-08-16 22:18:09.767404+00:00,AUDNZD,1.2028,1.2029,10.0,0
29,2026-08-16 22:18:21.771665+00:00,GBPAUD,1.9106,1.91068,8.0,0
29,2026-08-16 22:18:21.771665+00:00,GBPNZD,2.29813,2.29826,13.0,0
29,2026-08-16 22:18:21.771665+00:00,AUDNZD,1.2028,1.2029,10.0,7000
30,2026-08-16 22:18:33.775097+00:00,GBPAUD,1.9106,1.91068,8.0,0
30,2026-08-16 22:18:33.775097+00:00,GBPNZD,2.29817,2.29829,12.0,0
30,2026-08-16 22:18:33.775097+00:00,AUDNZD,1.20282,1.20292,10.0,0
31,2026-08-16 22:18:45.779591+00:00,GBPAUD,1.91057,1.91068,11.0,0
31,2026-08-16 22:18:45.779591+00:00,GBPNZD,2.29822,2.29838,16.0,0
31,2026-08-16 22:18:45.779591+00:00,AUDNZD,1.20286,1.20296,10.0,0
32,2026-08-16 22:18:57.782280+00:00,GBPAUD,1.91059,1.91069,10.0,0
32,2026-08-16 22:18:57.782280+00:00,GBPNZD,2.29826,2.2984,14.0,0
32,2026-08-16 22:18:57.782280+00:00,AUDNZD,1.20286,1.20296,10.0,13000
33,2026-08-16 22:19:09.787450+00:00,GBPAUD,1.91063,1.91076,13.0,0
33,2026-08-16 22:19:09.787450+00:00,GBPNZD,2.29828,2.29846,18.0,0
33,2026-08-16 22:19:09.787450+00:00,AUDNZD,1.20285,1.20295,10.0,5000
34,2026-08-16 22:19:21.815913+00:00,GBPAUD,1.91062,1.91072,10.0,0
34,2026-08-16 22:19:21.815913+00:00,GBPNZD,2.29834,2.29848,14.0,0
34,2026-08-16 22:19:21.815913+00:00,AUDNZD,1.20288,1.20299,11.0,7000
35,2026-08-16 22:19:33.818988+00:00,GBPAUD,1.91064,1.91073,9.0,0
35,2026-08-16 22:19:33.818988+00:00,GBPNZD,2.29831,2.29845,14.0,0
35,2026-08-16 22:19:33.818988+00:00,AUDNZD,1.20286,1.20296,10.0,4000
36,2026-08-16 22:19:45.821557+00:00,GBPAUD,1.91064,1.91073,9.0,0
36,2026-08-16 22:19:45.821557+00:00,GBPNZD,2.29831,2.29845,14.0,0
36,2026-08-16 22:19:45.821557+00:00,AUDNZD,1.20286,1.20296,10.0,4000
37,2026-08-16 22:19:57.828841+00:00,GBPAUD,1.91064,1.91074,10.0,0
37,2026-08-16 22:19:57.828841+00:00,GBPNZD,2.29831,2.29845,14.0,22000
37,2026-08-16 22:19:57.828841+00:00,AUDNZD,1.20286,1.20296,10.0,27000
38,2026-08-16 22:20:09.861704+00:00,GBPAUD,1.91058,1.91068,10.0,0
38,2026-08-16 22:20:09.861704+00:00,GBPNZD,2.29827,2.29841,14.0,0
38,2026-08-16 22:20:09.861704+00:00,AUDNZD,1.20288,1.20298,10.0,3000
39,2026-08-16 22:20:21.903470+00:00,GBPAUD,1.91058,1.91072,14.0,0
39,2026-08-16 22:20:21.903470+00:00,GBPNZD,2.29831,2.2985,19.0,0
39,2026-08-16 22:20:21.903470+00:00,AUDNZD,1.2029,1.203,10.0,1000
40,2026-08-16 22:20:33.907814+00:00,GBPAUD,1.91059,1.91072,13.0,0
40,2026-08-16 22:20:33.907814+00:00,GBPNZD,2.29829,2.29847,18.0,0
