chain,link,driver,outcome,ablation,best_lag_days,best_corr,perm_p,n,classification,base_corr,base_lag,n_ablations_survived
Bitcoin,STABLECOIN->TVL,sc_chg30,tvl_chg7,-DEX,1.0,0.0214,0.9005,1109,NO_RELATION,0.0724,1.0,0
Bitcoin,STABLECOIN->TVL,sc_chg30,tvl_chg7,-NATIVE_RET,3.0,-0.0471,0.1592,1167,NO_RELATION,0.0724,1.0,0
Bitcoin,TVL->DEX,tvl_chg7,dex_chg7,BASE,14.0,0.1424,0.0149,1156,WEAKENED,0.1424,14.0,2
Bitcoin,TVL->DEX,tvl_chg7,dex_chg7,-BETA,14.0,0.1354,0.005,1053,WEAKENED,0.1424,14.0,2
Bitcoin,TVL->DEX,tvl_chg7,dex_chg7,-SC,14.0,0.1418,0.01,1096,WEAKENED,0.1424,14.0,2
Bitcoin,TVL->DEX,tvl_chg7,dex_chg7,-DEX,7.0,-0.0498,0.0647,1103,WEAKENED,0.1424,14.0,2
Bitcoin,TVL->DEX,tvl_chg7,dex_chg7,-NATIVE_RET,14.0,0.0469,0.1642,1156,WEAKENED,0.1424,14.0,2
Bitcoin,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,BASE,1.0,0.3682,0.005,1136,WEAKENED,0.3682,1.0,3
Bitcoin,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-BETA,1.0,0.3294,0.01,1036,WEAKENED,0.3682,1.0,3
Bitcoin,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-SC,1.0,0.3881,0.005,1076,WEAKENED,0.3682,1.0,3
Bitcoin,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-DEX,1.0,0.3804,0.005,1076,WEAKENED,0.3682,1.0,3
Bitcoin,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-NATIVE_RET,7.0,-0.0278,0.3731,1130,WEAKENED,0.3682,1.0,3
Sui,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,BASE,1.0,0.2361,0.0149,688,WEAKENED,0.2361,1.0,3
Sui,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-BETA,1.0,0.2443,0.0149,628,WEAKENED,0.2361,1.0,3
Sui,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-SC,1.0,0.2973,0.005,628,WEAKENED,0.2361,1.0,3
Sui,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-DEX,1.0,0.2312,0.0199,628,WEAKENED,0.2361,1.0,3
Sui,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-NATIVE_RET,1.0,-0.0447,0.2637,688,WEAKENED,0.2361,1.0,3
Sui,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,BASE,1.0,0.1272,0.0796,682,NO_RELATION,0.1272,1.0,0
Sui,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-BETA,1.0,0.1535,0.0547,622,NO_RELATION,0.1272,1.0,0
Sui,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-SC,1.0,0.1535,0.0846,622,NO_RELATION,0.1272,1.0,0
Sui,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-DEX,1.0,0.113,0.1294,622,NO_RELATION,0.1272,1.0,0
Sui,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-NATIVE_RET,1.0,-0.0447,0.2338,688,NO_RELATION,0.1272,1.0,0
Sui,STABLECOIN->TVL,sc_chg30,tvl_chg7,BASE,1.0,0.1529,0.2239,688,NO_RELATION,0.1529,1.0,0
Sui,STABLECOIN->TVL,sc_chg30,tvl_chg7,-BETA,1.0,0.0866,0.3632,628,NO_RELATION,0.1529,1.0,0
Sui,STABLECOIN->TVL,sc_chg30,tvl_chg7,-SC,14.0,0.1216,0.005,615,NO_RELATION,0.1529,1.0,0
Sui,STABLECOIN->TVL,sc_chg30,tvl_chg7,-DEX,14.0,-0.0921,0.4826,615,NO_RELATION,0.1529,1.0,0
Sui,STABLECOIN->TVL,sc_chg30,tvl_chg7,-NATIVE_RET,1.0,0.0203,0.5423,688,NO_RELATION,0.1529,1.0,0
Sui,TVL->DEX,tvl_chg7,dex_chg7,BASE,1.0,0.2308,0.0149,688,WEAKENED,0.2308,1.0,2
Sui,TVL->DEX,tvl_chg7,dex_chg7,-BETA,14.0,0.2057,0.005,615,WEAKENED,0.2308,1.0,2
Sui,TVL->DEX,tvl_chg7,dex_chg7,-SC,14.0,0.2155,0.0199,615,WEAKENED,0.2308,1.0,2
Sui,TVL->DEX,tvl_chg7,dex_chg7,-DEX,1.0,0.0253,0.4179,628,WEAKENED,0.2308,1.0,2
Sui,TVL->DEX,tvl_chg7,dex_chg7,-NATIVE_RET,1.0,-0.0447,0.3035,688,WEAKENED,0.2308,1.0,2
Sui,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,BASE,1.0,0.3916,0.005,681,WEAKENED,0.3916,1.0,3
Sui,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-BETA,1.0,0.3625,0.01,621,WEAKENED,0.3916,1.0,3
Sui,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-SC,1.0,0.4377,0.005,621,WEAKENED,0.3916,1.0,3
Sui,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-DEX,1.0,0.4165,0.005,621,WEAKENED,0.3916,1.0,3
Sui,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-NATIVE_RET,7.0,0.061,0.0995,675,WEAKENED,0.3916,1.0,3
Hyperliquid L1,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,BASE,,,,0,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-BETA,1.0,0.2558,0.0149,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-SC,1.0,0.3966,0.0348,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-DEX,1.0,0.3503,0.0348,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-NATIVE_RET,,,,0,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,BASE,,,,0,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-BETA,1.0,0.2858,0.0199,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-SC,1.0,0.2977,0.0299,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-DEX,1.0,0.3108,0.0348,369,NO_RELATION,,,0
Hyperliquid L1,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-NATIVE_RET,,,,0,NO_RELATION,,,0
Hyperliquid L1,STABLECOIN->TVL,sc_chg30,tvl_chg7,BASE,7.0,0.3229,0.0348,622,DISSOLVES,0.3229,7.0,0
Hyperliquid L1,STABLECOIN->TVL,sc_chg30,tvl_chg7,-BETA,14.0,-0.0348,0.7214,370,DISSOLVES,0.3229,7.0,0
Hyperliquid L1,STABLECOIN->TVL,sc_chg30,tvl_chg7,-SC,3.0,-0.0576,0.408,370,DISSOLVES,0.3229,7.0,0
Hyperliquid L1,STABLECOIN->TVL,sc_chg30,tvl_chg7,-DEX,14.0,-0.0942,0.5075,370,DISSOLVES,0.3229,7.0,0
Hyperliquid L1,STABLECOIN->TVL,sc_chg30,tvl_chg7,-NATIVE_RET,1.0,0.0355,0.4328,628,DISSOLVES,0.3229,7.0,0
Hyperliquid L1,TVL->DEX,tvl_chg7,dex_chg7,BASE,,,,0,NO_RELATION,,,0
Hyperliquid L1,TVL->DEX,tvl_chg7,dex_chg7,-BETA,3.0,0.2986,0.005,367,NO_RELATION,,,0
Hyperliquid L1,TVL->DEX,tvl_chg7,dex_chg7,-SC,3.0,0.2606,0.0149,367,NO_RELATION,,,0
Hyperliquid L1,TVL->DEX,tvl_chg7,dex_chg7,-DEX,14.0,0.0523,0.1542,356,NO_RELATION,,,0
Hyperliquid L1,TVL->DEX,tvl_chg7,dex_chg7,-NATIVE_RET,,,,0,NO_RELATION,,,0
Hyperliquid L1,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,BASE,1.0,0.245,0.005,620,WEAKENED,0.245,1.0,2
Hyperliquid L1,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-BETA,1.0,0.2336,0.0896,560,WEAKENED,0.245,1.0,2
Hyperliquid L1,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-SC,1.0,0.3645,0.005,560,WEAKENED,0.245,1.0,2
Hyperliquid L1,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-DEX,1.0,0.3656,0.01,560,WEAKENED,0.245,1.0,2
Hyperliquid L1,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-NATIVE_RET,3.0,0.0376,0.3035,618,WEAKENED,0.245,1.0,2
PulseChain,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,BASE,1.0,0.1619,0.0647,364,NO_RELATION,0.1619,1.0,0
PulseChain,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-BETA,7.0,-0.1186,0.1891,297,NO_RELATION,0.1619,1.0,0
PulseChain,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-SC,1.0,0.1813,0.0149,304,NO_RELATION,0.1619,1.0,0
PulseChain,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-DEX,1.0,0.1528,0.1791,304,NO_RELATION,0.1619,1.0,0
PulseChain,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-NATIVE_RET,3.0,-0.1565,0.0498,362,NO_RELATION,0.1619,1.0,0
PulseChain,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,BASE,1.0,0.1235,0.1692,265,NO_RELATION,0.1235,1.0,0
PulseChain,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-BETA,3.0,0.0975,0.3731,205,NO_RELATION,0.1235,1.0,0
PulseChain,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-SC,1.0,0.1006,0.398,205,NO_RELATION,0.1235,1.0,0
PulseChain,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-DEX,1.0,0.1215,0.2985,205,NO_RELATION,0.1235,1.0,0
PulseChain,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-NATIVE_RET,3.0,-0.1565,0.0448,362,NO_RELATION,0.1235,1.0,0
PulseChain,STABLECOIN->TVL,sc_chg30,tvl_chg7,BASE,7.0,-0.125,0.2537,358,NO_RELATION,-0.125,7.0,0
PulseChain,STABLECOIN->TVL,sc_chg30,tvl_chg7,-BETA,1.0,0.1174,0.2786,303,NO_RELATION,-0.125,7.0,0
PulseChain,STABLECOIN->TVL,sc_chg30,tvl_chg7,-SC,7.0,-0.0583,0.2537,298,NO_RELATION,-0.125,7.0,0
PulseChain,STABLECOIN->TVL,sc_chg30,tvl_chg7,-DEX,7.0,-0.1746,0.1343,298,NO_RELATION,-0.125,7.0,0
PulseChain,STABLECOIN->TVL,sc_chg30,tvl_chg7,-NATIVE_RET,7.0,-0.125,0.2289,358,NO_RELATION,-0.125,7.0,0
PulseChain,TVL->DEX,tvl_chg7,dex_chg7,BASE,14.0,0.22,0.005,351,DISSOLVES,0.22,14.0,1
PulseChain,TVL->DEX,tvl_chg7,dex_chg7,-BETA,7.0,0.16,0.0796,297,DISSOLVES,0.22,14.0,1
PulseChain,TVL->DEX,tvl_chg7,dex_chg7,-SC,7.0,0.1678,0.0149,298,DISSOLVES,0.22,14.0,1
PulseChain,TVL->DEX,tvl_chg7,dex_chg7,-DEX,1.0,0.0614,0.4179,304,DISSOLVES,0.22,14.0,1
PulseChain,TVL->DEX,tvl_chg7,dex_chg7,-NATIVE_RET,3.0,-0.1565,0.0199,362,DISSOLVES,0.22,14.0,1
PulseChain,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,BASE,1.0,0.4659,0.005,264,WEAKENED,0.4659,1.0,3
PulseChain,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-BETA,1.0,0.485,0.0149,204,WEAKENED,0.4659,1.0,3
PulseChain,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-SC,1.0,0.5338,0.0149,204,WEAKENED,0.4659,1.0,3
PulseChain,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-DEX,1.0,0.5096,0.0149,204,WEAKENED,0.4659,1.0,3
PulseChain,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-NATIVE_RET,14.0,-0.136,0.1542,251,WEAKENED,0.4659,1.0,3
Cronos,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,BASE,7.0,-0.137,0.0398,346,WEAKENED,-0.137,7.0,3
Cronos,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-BETA,1.0,-0.1193,0.0249,291,WEAKENED,-0.137,7.0,3
Cronos,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-SC,7.0,-0.1371,0.0746,286,WEAKENED,-0.137,7.0,3
Cronos,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-DEX,7.0,-0.1779,0.0149,286,WEAKENED,-0.137,7.0,3
Cronos,TVL->NATIVE_IMPROVING,tvl_chg7,imp_share,-NATIVE_RET,14.0,-0.164,0.01,339,WEAKENED,-0.137,7.0,3
Cronos,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,BASE,1.0,0.2075,0.005,260,DISSOLVES,0.2075,1.0,0
Cronos,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-BETA,1.0,-0.2031,0.0547,200,DISSOLVES,0.2075,1.0,0
Cronos,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-SC,14.0,0.1379,0.1642,200,DISSOLVES,0.2075,1.0,0
Cronos,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-DEX,14.0,0.1454,0.1244,200,DISSOLVES,0.2075,1.0,0
Cronos,TVL->NATIVE_VELOCITY,tvl_chg7,vel7,-NATIVE_RET,14.0,-0.164,0.01,339,DISSOLVES,0.2075,1.0,0
Cronos,STABLECOIN->TVL,sc_chg30,tvl_chg7,BASE,1.0,0.1974,0.1045,352,NO_RELATION,0.1974,1.0,0
Cronos,STABLECOIN->TVL,sc_chg30,tvl_chg7,-BETA,1.0,0.2445,0.0498,291,NO_RELATION,0.1974,1.0,0
Cronos,STABLECOIN->TVL,sc_chg30,tvl_chg7,-SC,1.0,-0.0728,0.2587,292,NO_RELATION,0.1974,1.0,0
Cronos,STABLECOIN->TVL,sc_chg30,tvl_chg7,-DEX,7.0,-0.133,0.4925,286,NO_RELATION,0.1974,1.0,0
Cronos,STABLECOIN->TVL,sc_chg30,tvl_chg7,-NATIVE_RET,1.0,-0.1426,0.0547,352,NO_RELATION,0.1974,1.0,0
Cronos,TVL->DEX,tvl_chg7,dex_chg7,BASE,7.0,0.1273,0.1393,346,NO_RELATION,0.1273,7.0,0
Cronos,TVL->DEX,tvl_chg7,dex_chg7,-BETA,7.0,0.1187,0.204,285,NO_RELATION,0.1273,7.0,0
Cronos,TVL->DEX,tvl_chg7,dex_chg7,-SC,7.0,0.2217,0.005,286,NO_RELATION,0.1273,7.0,0
Cronos,TVL->DEX,tvl_chg7,dex_chg7,-DEX,3.0,0.1857,0.0199,290,NO_RELATION,0.1273,7.0,0
Cronos,TVL->DEX,tvl_chg7,dex_chg7,-NATIVE_RET,14.0,-0.164,0.005,339,NO_RELATION,0.1273,7.0,0
Cronos,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,BASE,1.0,0.2763,0.01,260,WEAKENED,0.2763,1.0,3
Cronos,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-BETA,1.0,0.4042,0.005,200,WEAKENED,0.2763,1.0,3
Cronos,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-SC,1.0,0.4031,0.005,200,WEAKENED,0.2763,1.0,3
Cronos,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-DEX,1.0,0.4102,0.01,200,WEAKENED,0.2763,1.0,3
Cronos,VELOCITY->NATIVE_IMPROVING,vel7,imp_share,-NATIVE_RET,3.0,-0.0971,0.0995,260,WEAKENED,0.2763,1.0,3
