plateau,chain,start,end,duration_d,release_trigger,release_z,fwd14_mkt_ret
P1_CHAIN_LIQ_NO_NATIVE,Solana,11616,11621,6,imp_share,2.4968,0.00622
P1_CHAIN_LIQ_NO_NATIVE,Solana,11623,11627,5,vel7,0.2022,0.01482
P1_CHAIN_LIQ_NO_NATIVE,Solana,11638,11641,4,vel7,2.2498,-0.01847
P1_CHAIN_LIQ_NO_NATIVE,Solana,11662,11665,4,imp_share,2.0835,0.01238
P1_CHAIN_LIQ_NO_NATIVE,Solana,11673,11675,3,vel7,0.7817,0.01543
P1_CHAIN_LIQ_NO_NATIVE,Solana,11676,11683,8,vel7,2.7865,-0.06055
P1_CHAIN_LIQ_NO_NATIVE,Solana,11690,11694,5,tvl_chg7,0.5004,-0.02067
P1_CHAIN_LIQ_NO_NATIVE,Solana,11695,11698,4,vel7,1.6157,-0.0217
P1_CHAIN_LIQ_NO_NATIVE,Solana,11711,11713,3,vel7,0.9622,-0.01005
P1_CHAIN_LIQ_NO_NATIVE,Solana,11741,11745,5,vel7,1.3659,-0.01075
P1_CHAIN_LIQ_NO_NATIVE,Solana,11762,11764,3,imp_share,2.5032,-0.02422
P1_CHAIN_LIQ_NO_NATIVE,Solana,11777,11783,7,imp_share,1.2049,0.01299
P1_CHAIN_LIQ_NO_NATIVE,Solana,11803,11807,5,imp_share,1.9271,0.02513
P1_CHAIN_LIQ_NO_NATIVE,Solana,11816,11818,3,imp_share,0.9598,-0.08691
P1_CHAIN_LIQ_NO_NATIVE,Solana,11906,11908,3,imp_share,1.1274,-0.00354
P1_CHAIN_LIQ_NO_NATIVE,Solana,11971,11976,6,imp_share,2.1038,-0.02333
P1_CHAIN_LIQ_NO_NATIVE,Solana,11983,11986,4,imp_share,1.0241,0.01206
P1_CHAIN_LIQ_NO_NATIVE,Solana,11987,11989,3,vel7,1.3043,-0.00886
P1_CHAIN_LIQ_NO_NATIVE,Solana,12018,12024,7,vel7,3.3713,0.06149
P1_CHAIN_LIQ_NO_NATIVE,Solana,12042,12045,4,vel7,1.6644,-0.00491
P1_CHAIN_LIQ_NO_NATIVE,Solana,12046,12050,5,vel7,1.2187,-0.00311
P1_CHAIN_LIQ_NO_NATIVE,Solana,12052,12054,3,imp_share,2.133,-0.00377
P1_CHAIN_LIQ_NO_NATIVE,Solana,12071,12073,3,vel7,0.4369,-0.02891
P1_CHAIN_LIQ_NO_NATIVE,Solana,12086,12089,4,imp_share,0.707,-0.01428
P1_CHAIN_LIQ_NO_NATIVE,Solana,12114,12117,4,imp_share,1.6207,-0.00544
P1_CHAIN_LIQ_NO_NATIVE,Solana,12146,12150,5,imp_share,1.1011,0.00931
P1_CHAIN_LIQ_NO_NATIVE,Solana,12154,12161,8,imp_share,1.8309,-0.0039
P1_CHAIN_LIQ_NO_NATIVE,Solana,12172,12175,4,vel7,1.0149,0.00528
P1_CHAIN_LIQ_NO_NATIVE,Solana,12180,12182,3,imp_share,1.1053,-0.0019
P1_CHAIN_LIQ_NO_NATIVE,Solana,12185,12187,3,tvl_chg7,1.1486,0.0
P1_CHAIN_LIQ_NO_NATIVE,Solana,12196,12198,3,imp_share,0.876,0.33344
P1_CHAIN_LIQ_NO_NATIVE,Solana,12199,12202,4,vel7,0.4121,0.009
P1_CHAIN_LIQ_NO_NATIVE,Solana,12209,12211,3,imp_share,1.0947,0.02375
P1_CHAIN_LIQ_NO_NATIVE,Solana,12234,12237,4,tvl_chg7,1.5633,-0.00282
P1_CHAIN_LIQ_NO_NATIVE,Solana,12251,12254,4,vel7,0.6498,-0.01346
P1_CHAIN_LIQ_NO_NATIVE,Solana,12278,12283,6,imp_share,1.4523,0.01123
P1_CHAIN_LIQ_NO_NATIVE,Solana,12296,12299,4,tvl_chg7,1.8932,0.0
P1_CHAIN_LIQ_NO_NATIVE,Solana,12337,12351,15,vel7,0.7958,0.03036
P1_CHAIN_LIQ_NO_NATIVE,Solana,12356,12366,11,vel7,1.863,0.02405
P1_CHAIN_LIQ_NO_NATIVE,Solana,12375,12378,4,imp_share,0.5149,0.03668
P1_CHAIN_LIQ_NO_NATIVE,Solana,12379,12384,6,vel7,1.3122,0.02811
P1_CHAIN_LIQ_NO_NATIVE,Solana,12385,12397,13,vel7,1.1027,-0.06199
P1_CHAIN_LIQ_NO_NATIVE,Solana,12402,12404,3,vel7,2.1333,0.0311
P1_CHAIN_LIQ_NO_NATIVE,Solana,12423,12427,5,tvl_chg7,0.9833,-0.02245
P1_CHAIN_LIQ_NO_NATIVE,Solana,12433,12441,9,imp_share,1.5926,-0.01285
P1_CHAIN_LIQ_NO_NATIVE,Solana,12449,12455,7,tvl_chg7,0.7582,-0.03481
P1_CHAIN_LIQ_NO_NATIVE,Solana,12460,12462,3,tvl_chg7,0.2256,-0.0216
P1_CHAIN_LIQ_NO_NATIVE,Solana,12500,12503,4,imp_share,2.4265,-0.01009
P1_CHAIN_LIQ_NO_NATIVE,Solana,12505,12507,3,imp_share,0.74,-0.01857
P1_CHAIN_LIQ_NO_NATIVE,Solana,12518,12520,3,vel7,3.3345,0.0
P1_CHAIN_LIQ_NO_NATIVE,Solana,12531,12534,4,vel7,2.8087,-0.02941
P1_CHAIN_LIQ_NO_NATIVE,Solana,12536,12538,3,imp_share,0.3941,-0.02669
P1_CHAIN_LIQ_NO_NATIVE,Solana,12561,12565,5,imp_share,1.1271,-0.01201
P1_CHAIN_LIQ_NO_NATIVE,Solana,12568,12571,4,imp_share,0.8385,0.0002
P1_CHAIN_LIQ_NO_NATIVE,Solana,12578,12581,4,tvl_chg7,1.163,0.01637
P1_CHAIN_LIQ_NO_NATIVE,Solana,12600,12602,3,vel7,3.1225,0.01169
P1_CHAIN_LIQ_NO_NATIVE,Solana,12616,12618,3,vel7,5.0448,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Solana,12629,12638,10,vel7,1.1354,-0.00922
P1_CHAIN_LIQ_NO_NATIVE,Solana,12639,12644,6,vel7,0.7696,0.01079
P1_CHAIN_LIQ_NO_NATIVE,Solana,12645,12650,6,imp_share,1.2158,-0.03684
P1_CHAIN_LIQ_NO_NATIVE,Solana,12675,12679,5,imp_share,1.2161,0.00123
P1_CHAIN_LIQ_NO_NATIVE,Solana,12694,12697,4,vel7,3.2057,-0.01172
P1_CHAIN_LIQ_NO_NATIVE,Solana,12715,12717,3,imp_share,2.6129,-0.09977
P1_CHAIN_LIQ_NO_NATIVE,Solana,12735,12737,3,imp_share,0.7707,0.02032
P1_CHAIN_LIQ_NO_NATIVE,Solana,12746,12751,6,imp_share,0.6635,-0.06982
P1_CHAIN_LIQ_NO_NATIVE,Solana,12776,12781,6,imp_share,1.6975,0.01409
P1_CHAIN_LIQ_NO_NATIVE,Solana,12790,12793,4,vel7,1.2909,0.02938
P1_CHAIN_LIQ_NO_NATIVE,Solana,12806,12808,3,tvl_chg7,2.5104,0.0058
P1_CHAIN_LIQ_NO_NATIVE,Solana,12816,12819,4,tvl_chg7,0.4722,-0.00496
P1_CHAIN_LIQ_NO_NATIVE,Solana,12832,12836,5,imp_share,0.6097,-0.00931
P1_CHAIN_LIQ_NO_NATIVE,Solana,12867,12871,5,vel7,3.0909,0.01988
P1_CHAIN_LIQ_NO_NATIVE,Solana,12876,12880,5,vel7,2.4827,0.0268
P1_CHAIN_LIQ_NO_NATIVE,Solana,12889,12893,5,vel7,2.9025,0.02537
P1_CHAIN_LIQ_NO_NATIVE,Solana,12895,12901,7,vel7,2.8924,0.00829
P1_CHAIN_LIQ_NO_NATIVE,Solana,12905,12907,3,vel7,2.9246,-0.00174
P1_CHAIN_LIQ_NO_NATIVE,Solana,12916,12918,3,imp_share,2.9073,0.00415
P1_CHAIN_LIQ_NO_NATIVE,Solana,12930,12933,4,imp_share,1.0924,0.00639
P1_CHAIN_LIQ_NO_NATIVE,Solana,12944,12953,10,tvl_chg7,1.6455,0.00622
P1_CHAIN_LIQ_NO_NATIVE,Solana,12970,12973,4,vel7,2.6193,-0.04173
P1_CHAIN_LIQ_NO_NATIVE,Solana,13003,13006,4,tvl_chg7,1.2262,-0.02491
P1_CHAIN_LIQ_NO_NATIVE,Solana,13051,13054,4,imp_share,0.9105,-0.03311
P1_CHAIN_LIQ_NO_NATIVE,Solana,13092,13094,3,imp_share,0.5741,0.02121
P1_CHAIN_LIQ_NO_NATIVE,Solana,13100,13102,3,tvl_chg7,0.8228,0.03667
P1_CHAIN_LIQ_NO_NATIVE,Solana,13141,13146,6,tvl_chg7,1.4306,0.0073
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,28,31,4,imp_share,3.4551,0.02627
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,38,44,7,imp_share,1.2787,0.00167
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,45,47,3,imp_share,1.2597,0.03541
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,48,61,14,imp_share,1.3613,0.02926
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,68,87,20,imp_share,2.6541,0.0065
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,93,99,7,vel7,1.1108,-0.09001
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,130,132,3,vel7,1.6097,-0.02383
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,139,148,10,,0.0,-0.0258
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,163,165,3,vel7,0.3956,-0.03945
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,168,170,3,vel7,0.8452,-0.06621
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,181,186,6,vel7,0.1353,-0.02207
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,197,205,9,imp_share,2.3115,-0.02797
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,215,218,4,imp_share,1.1509,-0.0217
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,299,301,3,vel7,0.1485,0.0431
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,321,328,8,imp_share,2.3555,-0.02525
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,329,334,6,imp_share,2.3534,-0.01113
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,341,343,3,imp_share,1.1814,0.00765
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,351,353,3,imp_share,1.1814,-0.00391
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,368,372,5,vel7,0.7993,0.04618
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,392,398,7,imp_share,2.3313,-0.01397
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,399,402,4,imp_share,2.3263,0.02035
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,423,428,6,tvl_chg7,0.4471,-0.00709
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,439,452,14,tvl_chg7,0.5035,0.00857
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,490,498,9,tvl_chg7,0.4807,0.03848
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,506,510,5,imp_share,1.1136,0.02503
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,511,519,9,vel7,1.3134,-0.00347
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,526,530,5,tvl_chg7,0.3296,0.02839
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,543,553,11,vel7,2.9562,0.02384
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,556,558,3,tvl_chg7,0.7523,0.02291
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,560,562,3,tvl_chg7,0.3843,0.01853
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,565,567,3,vel7,1.7467,0.02495
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,582,585,4,imp_share,0.7669,-0.00136
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,590,594,5,tvl_chg7,0.6158,0.00242
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,595,597,3,tvl_chg7,2.0125,0.03659
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,604,607,4,imp_share,0.584,-0.00423
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,643,646,4,tvl_chg7,0.127,0.02618
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,725,727,3,imp_share,1.2171,0.0
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,730,732,3,imp_share,0.7816,0.07405
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,733,735,3,tvl_chg7,0.2641,-0.00282
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,745,747,3,imp_share,1.6367,0.0026
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,753,755,3,imp_share,0.8571,0.00783
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,756,758,3,tvl_chg7,0.3109,-0.00156
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,760,768,9,imp_share,1.7496,0.02016
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,776,779,4,tvl_chg7,0.3401,0.01218
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,784,787,4,vel7,2.1003,0.01209
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,789,792,4,tvl_chg7,1.2818,0.02887
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,794,796,3,vel7,0.6234,0.0387
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,807,809,3,imp_share,0.9516,-0.03076
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,841,843,3,vel7,7.9972,-0.01025
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,844,858,15,vel7,0.6427,0.01942
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,862,880,19,imp_share,0.761,-0.00638
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,892,899,8,tvl_chg7,1.7552,-0.0326
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,906,910,5,vel7,2.2183,-0.00354
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,918,920,3,tvl_chg7,0.364,0.02902
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,921,925,5,tvl_chg7,1.6153,-0.02245
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,934,937,4,tvl_chg7,1.2854,-0.00451
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,944,946,3,tvl_chg7,1.0449,0.02477
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,947,951,5,tvl_chg7,1.2122,0.00661
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,952,954,3,tvl_chg7,1.7246,0.01924
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,962,966,5,vel7,1.798,-0.02621
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,988,992,5,vel7,1.2098,0.00709
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1000,1006,7,imp_share,1.9846,-0.04534
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1008,1013,6,imp_share,1.3254,-0.03512
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1060,1062,3,imp_share,0.9283,-0.04155
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1092,1097,6,imp_share,2.2148,0.02371
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1114,1116,3,vel7,3.6022,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1117,1119,3,tvl_chg7,2.7382,0.05144
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1138,1151,14,vel7,1.5171,-0.01974
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1213,1217,5,imp_share,1.0575,0.03369
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1221,1224,4,vel7,2.1965,0.01265
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1246,1249,4,tvl_chg7,0.295,-0.06982
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1251,1253,3,vel7,2.9369,-0.03515
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1287,1289,3,vel7,2.03,-0.00338
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1290,1292,3,imp_share,1.6478,-0.00839
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1301,1303,3,vel7,1.2587,-0.0253
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1310,1313,4,vel7,1.6053,0.04201
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1314,1316,3,vel7,1.4022,-0.02849
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1333,1335,3,imp_share,2.4336,-0.01813
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1344,1347,4,vel7,5.435,0.01585
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1354,1357,4,vel7,2.1035,-0.02369
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1362,1373,12,vel7,1.9811,0.00093
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1376,1378,3,vel7,1.8064,0.0268
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1415,1421,7,imp_share,0.4603,-0.04528
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1423,1431,9,tvl_chg7,1.2035,0.00639
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1441,1444,4,tvl_chg7,2.1932,0.01049
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1446,1449,4,vel7,1.5067,0.02159
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1450,1452,3,tvl_chg7,2.9331,0.02799
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1534,1542,9,tvl_chg7,1.208,-0.00273
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1595,1600,6,imp_share,1.0314,0.03667
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1607,1615,9,tvl_chg7,0.696,0.04122
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1658,1660,3,imp_share,1.1162,-0.02284
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1667,1670,4,imp_share,1.1107,-0.01845
P1_CHAIN_LIQ_NO_NATIVE,Arbitrum,1719,1722,4,imp_share,3.482,-0.01551
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1779,1781,3,,0.0,-0.04327
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1809,1815,7,tvl_chg7,0.086,0.01021
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1823,1825,3,vel7,0.2781,0.02137
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1835,1841,7,vel7,0.29,-0.07448
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1843,1845,3,imp_share,2.955,-0.01807
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1846,1848,3,imp_share,2.896,0.00192
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1866,1868,3,imp_share,1.2346,0.00862
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1869,1871,3,imp_share,2.4559,-0.0031
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1884,1887,4,vel7,2.2841,0.00981
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1888,1892,5,imp_share,1.2795,0.0183
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1893,1895,3,imp_share,1.2723,-0.06621
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1897,1900,4,vel7,0.8067,0.06702
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1912,1914,3,vel7,1.4584,0.01873
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1921,1923,3,imp_share,2.5545,0.02749
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,1959,1961,3,tvl_chg7,0.0843,-0.1134
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2007,2010,4,vel7,0.8804,-0.00734
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2027,2029,3,imp_share,2.3625,0.03342
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2072,2075,4,vel7,0.6217,0.00965
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2085,2087,3,vel7,0.3505,0.00572
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2120,2123,4,vel7,0.3049,-0.01117
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2181,2183,3,vel7,1.6533,0.01286
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2228,2234,7,imp_share,2.2606,-0.00886
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2245,2248,4,imp_share,1.1248,0.01867
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2250,2252,3,vel7,0.501,-0.02846
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2259,2261,3,imp_share,2.2753,0.00255
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2278,2280,3,imp_share,2.2925,-0.03031
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2307,2311,5,tvl_chg7,0.4259,-0.00445
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2385,2387,3,imp_share,2.2049,-0.02751
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2390,2395,6,tvl_chg7,0.4269,0.00931
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2402,2404,3,imp_share,2.2201,-0.01774
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2480,2484,5,tvl_chg7,1.4071,0.0049
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2489,2494,6,tvl_chg7,0.8832,0.0026
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2500,2505,6,imp_share,2.1458,-0.00156
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2545,2554,10,tvl_chg7,1.3313,0.01619
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2568,2571,4,tvl_chg7,1.5192,0.00508
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2602,2606,5,tvl_chg7,1.3119,0.01578
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2616,2624,9,vel7,2.5586,0.00211
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2654,2657,4,tvl_chg7,1.3173,-0.00354
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2680,2684,5,tvl_chg7,0.8963,-0.00451
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2694,2701,8,vel7,0.9511,0.01924
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2740,2742,3,imp_share,1.4397,-0.01589
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2746,2753,8,imp_share,1.4953,-0.04534
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2802,2806,5,imp_share,1.9346,-0.0016
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2807,2810,4,tvl_chg7,2.0278,-0.01201
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2823,2825,3,vel7,5.2848,-0.0057
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2840,2844,5,imp_share,2.2104,0.02371
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2861,2863,3,vel7,4.5642,0.00291
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2864,2867,4,imp_share,2.8319,-0.00294
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2882,2885,4,imp_share,1.1039,0.00705
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2886,2890,5,imp_share,1.1118,-0.01673
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2892,2894,3,vel7,3.0675,0.00146
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2920,2924,5,imp_share,3.1588,0.00123
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,2982,2984,3,tvl_chg7,1.761,0.00158
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3003,3005,3,vel7,2.8873,-0.01209
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3021,3023,3,vel7,1.7379,-0.01106
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3034,3036,3,vel7,1.629,-0.00338
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3039,3041,3,imp_share,1.0566,0.02379
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3051,3053,3,tvl_chg7,2.7458,0.0058
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3063,3065,3,tvl_chg7,1.3075,-0.00836
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3075,3077,3,imp_share,1.3456,-0.00646
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3091,3095,5,imp_share,1.3377,0.00753
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3099,3103,5,tvl_chg7,0.9502,0.01554
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3107,3110,4,tvl_chg7,0.4903,-0.0008
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3111,3114,4,imp_share,1.3463,-0.01432
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3115,3119,5,vel7,0.4657,0.03332
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3123,3125,3,vel7,0.8596,0.0268
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3126,3128,3,vel7,1.3993,0.00267
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3135,3138,4,imp_share,2.7334,0.02537
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3139,3142,4,imp_share,0.5441,0.00336
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3149,3151,3,imp_share,1.6191,0.01261
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3166,3168,3,imp_share,1.3695,-0.04528
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3181,3183,3,vel7,1.0699,-0.08916
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3190,3196,7,vel7,2.7541,0.02159
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3215,3218,4,imp_share,2.8574,-0.04173
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3258,3260,3,tvl_chg7,0.6049,0.00519
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3282,3289,8,tvl_chg7,0.8384,-0.00273
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3374,3376,3,imp_share,1.9731,0.00594
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3386,3389,4,tvl_chg7,0.7124,0.0125
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3413,3415,3,tvl_chg7,0.3537,0.00942
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3448,3450,3,imp_share,1.5238,0.0103
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3464,3467,4,imp_share,2.5694,0.01482
P1_CHAIN_LIQ_NO_NATIVE,Avalanche,3497,3499,3,tvl_chg7,0.3872,-0.01305
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9356,9366,11,tvl_chg7,0.3302,0.00646
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9375,9382,8,tvl_chg7,0.954,0.02191
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9383,9386,4,tvl_chg7,4.7873,-0.0258
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9397,9403,7,vel7,1.2756,-0.03945
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9437,9440,4,vel7,0.6511,-0.022
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9455,9457,3,imp_share,2.2936,-0.01051
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9484,9491,8,tvl_chg7,2.7042,-0.03338
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9544,9554,11,vel7,0.6402,0.00505
P1_CHAIN_LIQ_NO_NATIVE,Polygon,9590,9592,3,tvl_chg7,0.29,0.01161
