axis,lattice,seq,n_events,n_seq_events,condition,p_raw,p_fdr,significant_fdr
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,VOL_HIGH,0.011405,0.057851,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,BREADTH_EXPANDING,0.191681,0.335699,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,ETH_STRONG,0.053193,0.153864,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,RISK_ON,1.0,1.0,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,CONC_RISING,0.00023,0.006192,True
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION->MIXED_NO_CLEAR_ROUTE,123,12,SUBPERIOD,0.603827,0.765723,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,BTC_UP,0.421302,0.599413,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,VOL_HIGH,0.001797,0.019059,True
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,BREADTH_EXPANDING,0.114434,0.23286,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,ETH_STRONG,0.09934,0.215957,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,RISK_ON,0.945334,1.0,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,CONC_RISING,0.28581,0.442016,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->BTC_CONCENTRATION,123,13,SUBPERIOD,0.015966,0.071821,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,BTC_UP,0.863553,0.96519,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,VOL_HIGH,0.00017,0.005409,True
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,BREADTH_EXPANDING,0.108736,0.224416,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,ETH_STRONG,0.038719,0.122087,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,RISK_ON,1.0,1.0,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,CONC_RISING,0.069567,0.178868,False
canonical,0-7-14,MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE->MIXED_NO_CLEAR_ROUTE,123,18,SUBPERIOD,0.26486,0.417572,False
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,BTC_UP,0.051255,0.151624,False
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,VOL_HIGH,0.008321,0.045505,True
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,BREADTH_EXPANDING,0.006702,0.041153,True
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,ETH_STRONG,0.002746,0.022351,True
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,RISK_ON,0.319194,0.479554,False
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,CONC_RISING,0.565292,0.741147,False
micro,0-1-3,BREADTH_EXPANSION->BREADTH_EXPANSION->BREADTH_EXPANSION,125,13,SUBPERIOD,0.29605,0.452941,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,BTC_UP,0.70943,0.847442,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,VOL_HIGH,0.000351,0.00819,True
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,BREADTH_EXPANDING,0.150899,0.285485,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,ETH_STRONG,0.033502,0.112747,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,RISK_ON,0.286679,0.442016,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,CONC_RISING,0.045319,0.139137,False
micro,0-1-3,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,20,SUBPERIOD,0.467955,0.637293,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,BTC_UP,0.769229,0.891491,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,VOL_HIGH,0.007137,0.041632,True
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,BREADTH_EXPANDING,0.217063,0.361772,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,ETH_STRONG,0.050013,0.149612,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,RISK_ON,0.47437,0.643525,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,CONC_RISING,0.016672,0.07294,False
micro,0-14-30,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,123,10,SUBPERIOD,0.427467,0.605722,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,BTC_UP,1.0,1.0,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,VOL_HIGH,0.009696,0.050651,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,BREADTH_EXPANDING,0.105435,0.220972,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,ETH_STRONG,0.067295,0.178868,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,RISK_ON,0.808797,0.928128,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,CONC_RISING,0.12973,0.253662,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_EXPANSION,125,12,SUBPERIOD,0.814145,0.931212,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,BTC_UP,0.972068,1.0,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,VOL_HIGH,0.001686,0.019035,True
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,BREADTH_EXPANDING,0.105435,0.220972,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,ETH_STRONG,0.034179,0.11393,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,RISK_ON,0.808797,0.928128,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,CONC_RISING,0.12973,0.253662,False
micro,0-3-7,BREADTH_FADE->BREADTH_FADE->BREADTH_FADE,125,12,SUBPERIOD,0.896308,0.974248,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,BTC_UP,0.177763,0.317434,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,VOL_HIGH,0.014061,0.064755,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,BREADTH_EXPANDING,0.067743,0.178868,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,ETH_STRONG,0.117682,0.238085,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,RISK_ON,0.63327,0.78877,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,CONC_RISING,0.175718,0.315391,False
rank,0-1-3,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,10,SUBPERIOD,0.173325,0.313373,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,BTC_UP,0.415858,0.594083,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,VOL_HIGH,0.002638,0.021983,True
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,BREADTH_EXPANDING,0.029984,0.107061,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,ETH_STRONG,0.080552,0.193621,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,RISK_ON,1.0,1.0,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,CONC_RISING,0.017232,0.07394,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,16,SUBPERIOD,0.935979,0.998758,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,BTC_UP,0.457165,0.633428,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,VOL_HIGH,0.000389,0.008509,True
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,BREADTH_EXPANDING,0.436827,0.61649,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,ETH_STRONG,0.002471,0.021435,True
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,RISK_ON,0.236564,0.386904,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,CONC_RISING,0.011951,0.058095,False
rank,0-1-3,RANK_STALL->RANK_STALL->RANK_STALL,125,42,SUBPERIOD,0.013962,0.064755,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,BTC_UP,0.599748,0.763316,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,VOL_HIGH,6e-05,0.00476,True
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,BREADTH_EXPANDING,0.039447,0.123272,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,ETH_STRONG,0.096926,0.214816,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,RISK_ON,1.0,1.0,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,CONC_RISING,0.195717,0.337443,False
rank,0-14-30,RANK_DETERIORATING->RANK_DETERIORATING->RANK_STALL,123,10,SUBPERIOD,0.670157,0.817265,False
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,BTC_UP,0.060152,0.167089,False
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,VOL_HIGH,0.004426,0.034424,True
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,BREADTH_EXPANDING,0.008028,0.045319,True
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,ETH_STRONG,0.027919,0.103954,False
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,RISK_ON,0.36397,0.534481,False
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,CONC_RISING,0.172043,0.313373,False
rank,0-14-30,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,13,SUBPERIOD,0.929337,0.997754,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,BTC_UP,0.84882,0.964568,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,VOL_HIGH,0.002039,0.020234,True
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,BREADTH_EXPANDING,0.068933,0.178868,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,ETH_STRONG,0.260205,0.413963,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,RISK_ON,0.462459,0.634748,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,CONC_RISING,0.254793,0.410956,False
rank,0-14-30,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,12,SUBPERIOD,0.612657,0.771331,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,BTC_UP,0.636138,0.789533,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,VOL_HIGH,0.001797,0.019059,True
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,BREADTH_EXPANDING,0.114434,0.23286,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,ETH_STRONG,0.09934,0.215957,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,RISK_ON,0.631714,0.78877,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,CONC_RISING,0.28581,0.442016,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,13,SUBPERIOD,0.55931,0.738711,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,BTC_UP,0.366501,0.534481,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,VOL_HIGH,0.000109,0.00525,True
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,BREADTH_EXPANDING,0.025947,0.098711,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,ETH_STRONG,0.005643,0.03861,True
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,RISK_ON,0.194557,0.337443,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,CONC_RISING,0.010201,0.052505,False
rank,0-14-30,RANK_STALL->RANK_STALL->RANK_STALL,123,30,SUBPERIOD,0.466745,0.637293,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,BTC_UP,0.220839,0.366321,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,VOL_HIGH,0.001472,0.019035,True
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,BREADTH_EXPANDING,0.030857,0.107875,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,ETH_STRONG,0.123058,0.24753,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,RISK_ON,0.565389,0.741147,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,CONC_RISING,0.081321,0.193621,False
rank,0-3-7,RANK_DETERIORATING->RANK_STALL->RANK_STALL,125,13,SUBPERIOD,0.410451,0.588762,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,BTC_UP,0.259937,0.413963,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,VOL_HIGH,0.001086,0.016526,True
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,BREADTH_EXPANDING,0.029984,0.107061,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,ETH_STRONG,0.212466,0.357515,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,RISK_ON,0.296353,0.452941,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,CONC_RISING,0.074577,0.18512,False
rank,0-3-7,RANK_STALL->RANK_DETERIORATING->RANK_STALL,125,16,SUBPERIOD,0.895258,0.974248,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,BTC_UP,0.980117,1.0,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,VOL_HIGH,0.006494,0.040588,True
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,BREADTH_EXPANDING,0.152409,0.286791,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,ETH_STRONG,0.207074,0.350294,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,RISK_ON,1.0,1.0,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,CONC_RISING,0.029597,0.107061,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_DETERIORATING,125,15,SUBPERIOD,0.873978,0.971087,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,BTC_UP,0.955253,1.0,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,VOL_HIGH,0.000135,0.00525,True
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,BREADTH_EXPANDING,0.157179,0.29262,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,ETH_STRONG,0.00105,0.016526,True
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,RISK_ON,0.905881,0.981605,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,CONC_RISING,0.090476,0.211111,False
rank,0-3-7,RANK_STALL->RANK_STALL->RANK_STALL,125,35,SUBPERIOD,0.08005,0.193621,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,BTC_UP,0.457878,0.633428,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,VOL_HIGH,6e-05,0.00476,True
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,BREADTH_EXPANDING,0.01801,0.075042,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,ETH_STRONG,0.097135,0.214816,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,RISK_ON,0.894326,0.974248,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,CONC_RISING,0.224904,0.369561,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_DETERIORATING,123,11,SUBPERIOD,0.96865,1.0,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,BTC_UP,0.268041,0.420692,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,VOL_HIGH,0.013444,0.064458,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,BREADTH_EXPANDING,0.01801,0.075042,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,ETH_STRONG,0.051552,0.151624,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,RISK_ON,0.894326,0.974248,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,CONC_RISING,0.224904,0.369561,False
rank,0-7-14,RANK_DETERIORATING->RANK_STALL->RANK_STALL,123,11,SUBPERIOD,0.723689,0.855713,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,BTC_UP,0.863553,0.96519,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,VOL_HIGH,0.002877,0.022885,True
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,BREADTH_EXPANDING,0.036979,0.120624,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,ETH_STRONG,0.038719,0.122087,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,RISK_ON,1.0,1.0,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,CONC_RISING,0.069567,0.178868,False
rank,0-7-14,RANK_STALL->RANK_DETERIORATING->RANK_STALL,123,18,SUBPERIOD,0.318163,0.479554,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,BTC_UP,1.0,1.0,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,VOL_HIGH,0.000494,0.010171,True
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,BREADTH_EXPANDING,0.107898,0.224416,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,ETH_STRONG,0.178718,0.317519,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,RISK_ON,0.767362,0.891491,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,CONC_RISING,0.181148,0.320211,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_DETERIORATING,123,17,SUBPERIOD,0.511792,0.686311,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,BTC_UP,0.366501,0.534481,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,VOL_HIGH,3.9e-05,0.00476,True
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,BREADTH_EXPANDING,0.046211,0.140642,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,ETH_STRONG,0.011585,0.057925,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,RISK_ON,0.10185,0.216045,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,CONC_RISING,0.073654,0.184135,False
rank,0-7-14,RANK_STALL->RANK_STALL->RANK_STALL,123,30,SUBPERIOD,0.703516,0.846153,False
