index,canonical,live,diff
201889,-1.5253907896290306,-1.5253907896290306,0.0
201890,-1.479742648663025,-1.479742648663025,0.0
201891,-1.083589639078276,-1.083589639078276,0.0
201892,-1.1333077954512616,-1.1333077954512616,0.0
201893,-1.1410089978342712,-1.1410089978342712,0.0
201894,-0.3945200681976447,-0.3945200681976447,0.0
201895,-0.6084032896745392,-0.6084032896745392,0.0
201896,-0.6892741015126439,-0.6892741015126439,0.0
201897,-0.6581359579489698,-0.6581359579489698,0.0
201898,-0.6433994938898601,-0.6433994938898601,0.0
201899,-0.5289737546727197,-0.5289737546727197,0.0
201900,-0.5946260832509063,-0.5946260832509063,0.0
201901,-0.6335707284517615,-0.6335707284517615,0.0
201902,-0.5798260049326464,-0.5798260049326464,0.0
201903,-0.6133079770019214,-0.6133079770019214,0.0
201904,-0.4948550334515137,-0.4948550334515137,0.0
201905,-0.46452406875605107,-0.46452406875605107,0.0
201906,-0.605572754385942,-0.605572754385942,0.0
201907,-0.4825580889059567,-0.4825580889059567,0.0
201908,-0.43028257974384976,-0.43028257974384976,0.0
201909,-0.32912479537367706,-0.32912479537367706,0.0
201910,-0.4096621065436365,-0.4096621065436365,0.0
201911,-0.4364854942034815,-0.4364854942034815,0.0
201912,-0.518501128071672,-0.518501128071672,0.0
201913,-0.42253522215598094,-0.42253522215598094,0.0
201914,-0.5167373546221389,-0.5167373546221389,0.0
201915,-0.5393672026337838,-0.5393672026337838,0.0
201916,-0.5455017630296752,-0.5455017630296752,0.0
201917,-0.5101061262734486,-0.5101061262734486,0.0
201918,-0.6908620982369742,-0.6908620982369742,0.0
201919,-0.629200237735616,-0.629200237735616,0.0
201920,-0.42489299417183474,-0.42489299417183474,0.0
201921,-0.18200478471545442,-0.18200478471545442,0.0
201922,-0.08633748607202933,-0.08633748607202933,0.0
201923,0.04817038373870331,0.04817038373870331,0.0
201924,0.30934920019481466,0.30934920019481466,0.0
201925,0.46917000893119637,0.46917000893119637,0.0
201926,0.5425746833363886,0.5425746833363886,0.0
201927,0.7018306794394252,0.7018306794394252,0.0
201928,0.289346532419977,0.289346532419977,0.0
201929,-0.17141757897416598,-0.17141757897416598,0.0
201930,-0.3804856151080531,-0.3804856151080531,0.0
201931,-0.08750653593567867,-0.08750653593567867,0.0
201932,0.16983863195801913,0.16983863195801913,0.0
201933,0.23632486832274374,0.23632486832274374,0.0
201934,0.7138019262868918,0.7138019262868918,0.0
201935,1.0084238620679162,1.0084238620679162,0.0
201936,1.1890905497421755,1.1890905497421755,0.0
201937,1.0227233470529598,1.0227233470529598,0.0
201938,0.13332102423912515,0.13332102423912515,0.0
201939,-0.06383690940613174,-0.06383690940613174,0.0
201940,0.05633377793034068,0.05633377793034068,0.0
201941,-1.6143771817282508,-1.6143771817282508,0.0
201942,-1.3958531626458481,-1.3958531626458481,0.0
201943,-1.8643885802825924,-1.8643885802825924,0.0
201944,-2.310531575295427,-2.310531575295427,0.0
201945,-1.648019992543591,-1.648019992543591,0.0
201946,-0.33295023759498893,-0.33295023759498893,0.0
201947,0.1093167588372869,0.1093167588372869,0.0
201948,0.14419859425144518,0.14419859425144518,0.0
201949,0.5369753282131271,0.5369753282131271,0.0
201950,0.08519627684749716,0.08519627684749716,0.0
201951,0.5029585975374365,0.5029585975374365,0.0
201952,-0.16322371119796106,-0.16322371119796106,0.0
201953,-0.43271052067096827,-0.43271052067096827,0.0
201954,0.1956454993883111,0.1956454993883111,0.0
201955,0.047852792358665505,0.047852792358665505,0.0
201956,-0.22494524485126974,-0.22494524485126974,0.0
201957,-0.5642537476772851,-0.5642537476772851,0.0
201958,-0.01872715186933114,-0.01872715186933114,0.0
201959,-0.3370452482355161,-0.3370452482355161,0.0
201960,-0.28589162656323075,-0.28589162656323075,0.0
201961,-0.22695789743580522,-0.22695789743580522,0.0
201962,0.06530852369088723,0.06530852369088723,0.0
201963,0.17944151135478034,0.17944151135478034,0.0
201964,0.34313264306598346,0.34313264306598346,0.0
201965,0.8009727046133599,0.8009727046133599,0.0
