checkpoint,model,condition,n,median_prediction,mae_in_sample,iqr,mad
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|DOWN_HEAVY,2,38.89999999999949,6.8999999999985775,6.89999999999857,6.8999999999985775
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|UP_HEAVY,2,50.99999999999993,14.699999999999715,14.699999999999712,14.699999999999715
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|22|BALANCED,1,50.00000000000115,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|DOWN_HEAVY,3,53.59999999999809,19.533333333333257,29.299999999999883,18.700000000000387
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_HEAVY,1,44.90000000000104,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_LEAN,1,26.200000000000667,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_HEAVY,2,33.94999999999926,13.050000000000004,13.05,13.050000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_LEAN,2,35.89999999999982,2.1999999999988695,2.199999999998873,2.1999999999988695
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|BALANCED,1,38.699999999998184,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|UP_HEAVY,1,102.99999999999754,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|BALANCED,1,37.8999999999996,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|DOWN_LEAN,1,26.200000000000667,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|UP_HEAVY,1,79.80000000000098,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|BALANCED,1,21.599999999999397,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|DOWN_HEAVY,1,35.199999999999676,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|DOWN_HEAVY,1,66.19999999999847,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_HEAVY,2,121.89999999999921,58.59999999999976,58.59999999999977,58.59999999999976
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_LEAN,1,81.29999999999748,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|BALANCED,1,17.000000000000348,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|DOWN_LEAN,1,22.999999999999684,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|UP_LEAN,1,60.39999999999823,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|DOWN_HEAVY,1,90.10000000000184,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_HEAVY,1,61.80000000000074,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_LEAN,1,65.99999999999939,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|32|DOWN_HEAVY,1,38.599999999999746,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|DOWN_LEAN,1,72.69999999999888,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_HEAVY,1,93.700000000001,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_LEAN,1,23.300000000001653,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|37|BALANCED,1,34.60000000000241,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|38|UP_HEAVY,1,47.399999999999665,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|39|DOWN_HEAVY,1,61.099999999998374,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|42|UP_LEAN,1,30.099999999999568,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|15|DOWN_HEAVY,1,60.2999999999998,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|16|UP_HEAVY,1,41.999999999999815,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|17|UP_HEAVY,1,26.400000000001977,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|19|DOWN_LEAN,1,12.799999999999478,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|BALANCED,1,26.399999999999753,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|DOWN_HEAVY,1,27.200000000000557,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|20|UP_HEAVY,1,51.300000000000786,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|BALANCED,1,27.5000000000003,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|DOWN_HEAVY,1,128.69999999999936,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|21|DOWN_LEAN,1,44.39999999999999,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|DOWN_LEAN,1,25.10000000000012,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,20.199999999999104,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,32.2,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,51.90000000000028,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,34.79999999999927,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,33.700000000000955,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,28.000000000001357,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,33.90000000000004,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,44.10000000000025,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,25.800000000000267,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,17.099999999998783,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,44.2000000000009,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,79.10000000000305,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,73.09999999999927,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,23.999999999997353,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,59.100000000000804,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,24.199999999998667,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,31.89999999999804,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,22.699999999997722,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,56.59999999999998,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,7.7000000000015945,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,52.69999999999885,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,43.90000000000116,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,53.69999999999874,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,33.30000000000055,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,72.99999999999862,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,41.70000000000007,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,27.999999999999133,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,43.80000000000051,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,36.50000000000153,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,41.59999999999941,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,32.499999999999744,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,131.39999999999927,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,28.199999999998226,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,32.05000000000013,1.1499999999997588,1.149999999999757,1.1499999999997588
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,41.600000000001636,26.133333333332825,39.199999999999235,2.20000000000109
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,39.59999999999964,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,9.200000000000319,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,83.10000000000039,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,50.99999999999882,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,58.10000000000093,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,56.89999999999972,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|34|BALANCED,1,27.800000000002267,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|36|DOWN_HEAVY,1,52.30000000000068,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|14|BALANCED,1,28.099999999997568,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|16|DOWN_LEAN,1,83.69999999999766,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|17|UP_HEAVY,1,18.900000000001693,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|17|UP_LEAN,1,40.999999999997705,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|BALANCED,1,12.899999999997913,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|DOWN_HEAVY,1,57.000000000000384,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|18|UP_HEAVY,4,52.65000000000075,8.57500000000011,12.524999999999338,4.95000000000023
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|BALANCED,1,13.099999999999223,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|DOWN_LEAN,1,58.00000000000027,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|19|UP_HEAVY,2,53.5999999999992,4.600000000000154,4.600000000000158,4.600000000000154
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|BALANCED,1,29.799999999997603,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|DOWN_HEAVY,1,21.999999999999794,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|20|UP_HEAVY,1,59.80000000000096,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|21|UP_HEAVY,1,34.10000000000135,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|22|DOWN_HEAVY,2,30.00000000000003,8.400000000000633,8.400000000000635,8.400000000000633
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|22|UP_HEAVY,2,23.54999999999996,15.649999999999276,15.649999999999277,15.649999999999276
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|BALANCED,1,20.399999999998194,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|DOWN_LEAN,2,35.199999999999676,15.399999999998752,15.399999999998748,15.399999999998752
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|UP_HEAVY,1,18.900000000001693,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|23|UP_LEAN,1,4.100000000000215,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|BALANCED,1,23.599999999999177,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|DOWN_LEAN,2,46.4500000000001,37.24999999999979,37.24999999999977,37.24999999999979
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|UP_HEAVY,3,39.69999999999807,16.700000000000603,25.050000000000907,11.199999999997878
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|24|UP_LEAN,1,54.89999999999994,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|DOWN_HEAVY,3,24.999999999997247,5.533333333333316,8.299999999999972,1.399999999998073
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|DOWN_LEAN,2,40.1000000000018,9.000000000000117,9.00000000000012,9.000000000000117
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|25|UP_HEAVY,4,42.04999999999903,14.400000000000524,18.55000000000217,9.949999999999681
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|DOWN_HEAVY,2,63.60000000000032,29.099999999998573,29.099999999998573,29.099999999998573
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|DOWN_LEAN,1,30.499999999999968,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|26|UP_HEAVY,1,44.19999999999868,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|BALANCED,2,69.99999999999895,33.89999999999782,33.89999999999782,33.89999999999782
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|DOWN_HEAVY,7,42.70000000000218,6.428571428571353,4.549999999998718,2.6000000000014865
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|DOWN_LEAN,3,43.10000000000258,18.49999999999981,27.74999999999972,22.599999999997067
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|27|UP_LEAN,1,38.60000000000196,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|BALANCED,2,51.900000000000276,10.399999999999299,10.399999999999302,10.399999999999299
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|DOWN_HEAVY,4,63.45000000000045,14.100000000000225,24.750000000001165,13.550000000001063
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|28|UP_HEAVY,3,24.90000000000103,17.599999999999834,26.39999999999975,4.500000000000615
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|29|DOWN_HEAVY,2,39.149999999998904,15.849999999999474,15.849999999999476,15.849999999999474
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|29|UP_HEAVY,3,69.99999999999895,7.133333333334176,10.700000000001253,1.2000000000011966
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|BALANCED,1,25.699999999999612,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|DOWN_HEAVY,4,40.399999999998215,13.250000000000204,20.45000000000075,7.6499999999990465
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|DOWN_LEAN,1,19.000000000000128,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|UP_HEAVY,1,49.40000000000166,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|30|UP_LEAN,1,45.29999999999923,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|DOWN_HEAVY,2,59.80000000000096,14.89999999999991,14.899999999999906,14.89999999999991
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|DOWN_LEAN,3,46.200000000000685,8.100000000001254,12.150000000001882,7.400000000001853
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|31|UP_HEAVY,2,60.550000000000324,24.950000000000244,24.950000000000244,24.950000000000244
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|DOWN_HEAVY,1,49.300000000001006,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|DOWN_LEAN,3,37.70000000000273,3.9000000000011212,5.850000000001685,0.7000000000045858
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|UP_HEAVY,2,75.15000000000049,16.850000000000474,16.850000000000477,16.850000000000474
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|32|UP_LEAN,1,17.399999999998524,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|33|BALANCED,1,77.50000000000145,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|33|DOWN_HEAVY,1,50.09999999999958,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|33|DOWN_LEAN,1,52.49999999999976,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|34|DOWN_HEAVY,2,101.29999999999971,19.59999999999961,19.599999999999596,19.59999999999961
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|34|DOWN_LEAN,1,48.30000000000112,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|34|UP_HEAVY,1,115.09999999999908,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|34|UP_LEAN,1,37.59999999999985,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|35|BALANCED,1,47.399999999999665,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|35|UP_HEAVY,2,68.94999999999983,6.14999999999921,6.14999999999921,6.14999999999921
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|35|UP_LEAN,1,55.200000000001914,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|36|DOWN_HEAVY,2,78.95000000000095,19.549999999998175,19.549999999998178,19.549999999998175
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|36|DOWN_LEAN,1,63.9999999999996,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|38|DOWN_HEAVY,2,45.19999999999968,4.899999999999899,4.899999999999906,4.899999999999899
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|38|UP_LEAN,2,41.94999999999837,22.749999999999158,22.749999999999154,22.749999999999158
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|39|DOWN_HEAVY,1,78.79999999999887,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|40|DOWN_LEAN,2,62.9500000000005,15.749999999999929,15.749999999999936,15.749999999999929
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|40|UP_LEAN,1,31.799999999999603,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|PARTIAL_LOOP|43|DOWN_HEAVY,1,149.39999999999952,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|BALANCED_ASIA|32|UP_HEAVY,1,32.700000000001054,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|FULL_LOOP|20|DOWN_HEAVY,1,42.99999999999971,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|FULL_LOOP|21|DOWN_LEAN,1,13.400000000001189,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|FULL_LOOP|29|UP_HEAVY,1,37.50000000000142,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|FULL_LOOP|36|DOWN_LEAN,1,67.39999999999968,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_DOWN|21|DOWN_LEAN,1,35.80000000000139,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_DOWN|24|BALANCED,1,99.89999999999942,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_DOWN|26|UP_HEAVY,1,24.900000000001032,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_DOWN|27|UP_LEAN,1,31.399999999999206,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_UP|20|UP_HEAVY,1,28.69999999999928,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_UP|28|DOWN_LEAN,1,14.299999999998203,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|ONE_SIDED_UP|31|UP_HEAVY,1,69.70000000000142,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|13|BALANCED,1,16.400000000000855,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|21|DOWN_HEAVY,1,87.8000000000001,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|23|DOWN_HEAVY,1,36.89999999999971,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|23|UP_LEAN,2,71.75000000000043,18.749999999999595,18.749999999999588,18.749999999999595
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|26|DOWN_LEAN,1,53.099999999999255,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|27|BALANCED,1,20.500000000001073,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|27|DOWN_HEAVY,2,52.60000000000042,23.199999999998777,23.19999999999878,23.199999999998777
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|32|DOWN_HEAVY,1,23.799999999998267,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|32|DOWN_LEAN,1,19.29999999999987,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|33|BALANCED,1,26.200000000000664,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|OVER_COMPLETED|33|DOWN_HEAVY,1,89.90000000000053,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|8|DOWN_LEAN,1,55.59999999999788,0.0,0.0,0.0
