checkpoint,model,condition,n,median_prediction,mae_in_sample,iqr,mad
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|27|DOWN_HEAVY,1,69.19999999999814,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|28|UP_LEAN,1,31.499999999999858,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|30|UP_HEAVY,1,56.89999999999973,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|34|UP_LEAN,1,35.50000000000164,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|36|BALANCED,1,37.60000000000207,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|37|DOWN_HEAVY,1,59.20000000000147,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|12|DOWN_LEAN,1,10.099999999999554,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|14|DOWN_LEAN,1,13.399999999998968,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|15|UP_HEAVY,1,41.70000000000006,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|17|UP_HEAVY,1,40.19999999999912,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|19|DOWN_HEAVY,1,31.200000000000117,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|20|BALANCED,1,9.799999999999812,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|20|DOWN_HEAVY,1,31.999999999998696,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|20|UP_HEAVY,1,40.09999999999847,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|21|DOWN_HEAVY,2,38.65000000000008,24.049999999999905,24.0499999999999,24.049999999999905
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|22|DOWN_HEAVY,1,75.9999999999983,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|22|UP_HEAVY,1,17.899999999999583,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|BALANCED,1,17.000000000000345,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|DOWN_LEAN,1,23.50000000000074,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|UP_HEAVY,1,30.79999999999972,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|UP_LEAN,1,29.500000000000078,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|25|DOWN_HEAVY,1,44.50000000000064,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|DOWN_HEAVY,2,62.60000000000042,10.100000000000659,10.100000000000662,10.100000000000659
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|DOWN_LEAN,1,51.79999999999962,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|UP_HEAVY,1,95.89999999999986,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|UP_LEAN,1,44.10000000000025,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|27|BALANCED,1,19.700000000000273,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|27|UP_HEAVY,1,25.299999999999216,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|BALANCED,1,31.60000000000052,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|DOWN_LEAN,1,27.69999999999939,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|UP_HEAVY,1,52.49999999999976,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|29|DOWN_HEAVY,1,84.19999999999872,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|30|DOWN_HEAVY,1,53.29999999999834,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|30|DOWN_LEAN,1,51.00000000000104,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|DOWN_HEAVY,1,60.80000000000085,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|DOWN_LEAN,2,37.00000000000148,2.799999999999468,2.7999999999994643,2.799999999999468
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|UP_HEAVY,1,88.30000000000115,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|32|UP_HEAVY,2,74.3499999999997,25.749999999998824,25.74999999999882,25.749999999998824
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|33|UP_HEAVY,1,76.89999999999975,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|34|DOWN_HEAVY,1,130.70000000000135,0.0,0.0,0.0
03AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|35|UP_HEAVY,1,15.899999999999807,0.0,0.0,0.0
06AM,B0,ALL,442,34.79999999999927,19.36809954751129,30.27500000000238,14.899999999997691
06AM,B1_TIER,MISSING,10,34.50000000000065,27.000000000000135,44.64999999999942,25.699999999999616
06AM,B1_TIER,T1,232,34.999999999999474,17.54612068965519,25.924999999998306,12.999999999998565
06AM,B1_TIER,T2,139,35.30000000000033,20.888489208633004,36.2999999999991,18.299999999999983
06AM,B1_TIER,T3,61,30.900000000000368,21.070491803278657,33.800000000001596,15.600000000000051
06AM,B2_TIER_CHECKPOINT,MISSING,10,34.50000000000065,27.000000000000135,44.64999999999942,25.699999999999616
06AM,B2_TIER_CHECKPOINT,T1,232,34.999999999999474,17.54612068965519,25.924999999998306,12.999999999998565
06AM,B2_TIER_CHECKPOINT,T2,139,35.30000000000033,20.888489208633004,36.2999999999991,18.299999999999983
06AM,B2_TIER_CHECKPOINT,T3,61,30.900000000000368,21.070491803278657,33.800000000001596,15.600000000000051
06AM,B3_TIER_STATE,MISSING|AR_NO_GO_STATE,10,34.50000000000065,27.000000000000135,44.64999999999942,25.699999999999616
06AM,B3_TIER_STATE,T1|BALANCED_ASIA,55,34.89999999999993,19.42909090909082,30.949999999998475,14.999999999998344
06AM,B3_TIER_STATE,T1|ONE_SIDED_DOWN,28,26.45000000000008,15.128571428571492,21.62500000000123,7.800000000001139
06AM,B3_TIER_STATE,T1|ONE_SIDED_UP,29,35.199999999999676,16.641379310344817,23.199999999998774,12.500000000001954
06AM,B3_TIER_STATE,T1|PARTIAL_LOOP,120,37.30000000000122,17.006666666666707,25.875000000000203,12.350000000000971
06AM,B3_TIER_STATE,T2|BALANCED_ASIA,1,13.499999999999623,0.0,0.0,0.0
06AM,B3_TIER_STATE,T2|FULL_LOOP,4,29.250000000000668,15.824999999999864,22.975000000000076,11.499999999999845
06AM,B3_TIER_STATE,T2|ONE_SIDED_DOWN,4,31.84999999999993,15.07499999999995,18.225000000000595,10.000000000000007
06AM,B3_TIER_STATE,T2|ONE_SIDED_UP,3,19.599999999999618,21.86666666666781,32.800000000001724,16.80000000000126
06AM,B3_TIER_STATE,T2|OVER_COMPLETED,13,36.89999999999971,24.68461538461535,58.29999999999779,21.29999999999965
06AM,B3_TIER_STATE,T2|PARTIAL_LOOP,114,36.450000000000095,20.632456140350733,33.875000000000426,16.349999999999426
06AM,B3_TIER_STATE,T3|FULL_LOOP,6,67.19999999999948,67.95000000000033,110.3750000000009,60.750000000000526
06AM,B3_TIER_STATE,T3|OVER_COMPLETED,16,27.95000000000103,16.53749999999995,26.299999999997986,14.899999999999913
06AM,B3_TIER_STATE,T3|PARTIAL_LOOP,39,31.400000000001427,15.515384615384631,23.0000000000019,10.999999999998792
06AM,B4_TIER_STATE_LOOPS,MISSING|AR_NO_GO_STATE|0,10,34.50000000000065,27.000000000000135,44.64999999999942,25.699999999999616
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|10,1,35.099999999999014,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|12,1,25.999999999999353,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|13,1,105.29999999999927,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|14,1,19.49999999999896,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|15,2,31.599999999998296,16.499999999999297,16.499999999999297,16.499999999999297
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|16,1,42.200000000001125,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|17,3,25.699999999999612,2.1333333333339866,3.2000000000009834,0.2000000000013067
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|18,2,18.850000000000254,8.849999999999135,8.849999999999135,8.849999999999135
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|20,4,34.65000000000051,14.775000000000203,19.22500000000049,10.35000000000008
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|21,4,40.249999999999446,11.499999999999844,16.84999999999937,9.249999999999536
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|22,1,36.599999999999966,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|23,5,39.29999999999988,16.159999999999286,33.69999999999651,19.3999999999983
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|24,4,29.799999999999827,7.19999999999943,12.499999999998629,5.699999999999596
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|25,2,65.79999999999808,33.199999999999896,33.19999999999989,33.199999999999896
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|26,3,22.400000000000198,15.90000000000054,23.850000000000815,1.9999999999997797
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|28,2,20.649999999998727,6.650000000000267,6.650000000000265,6.650000000000267
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|29,4,67.30000000000013,36.399999999999764,46.69999999999951,14.850000000000698
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|30,3,12.49999999999973,8.666666666666453,12.999999999999678,1.9999999999997762
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|31,3,61.19999999999903,13.133333333333516,19.700000000000273,10.499999999997733
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|32,1,30.49999999999997,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|33,3,60.99999999999994,24.20000000000015,36.300000000000225,26.000000000001577
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|37,1,34.30000000000266,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|38,1,34.89999999999993,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|39,1,55.19999999999969,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|42,1,28.599999999998623,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|15,1,55.899999999999835,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|16,1,39.799999999998725,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|17,1,23.800000000002708,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|19,1,4.499999999998394,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|20,3,26.399999999999753,7.099999999999883,10.649999999999821,3.999999999999556
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|21,3,44.39999999999999,34.50000000000027,51.75000000000041,22.500000000000853
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|22,2,14.29999999999931,4.899999999999904,4.899999999999903,4.899999999999904
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|23,3,32.59999999999819,4.699999999999705,7.049999999999557,3.5999999999969425
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|24,1,26.500000000000412,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|25,2,27.450000000001083,3.950000000000342,3.9500000000003403,3.950000000000342
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,21.300000000001873,1.1000000000005432,1.100000000000545,1.1000000000005432
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,27.800000000000047,12.300000000000644,12.300000000000647,12.300000000000644
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,74.49999999999956,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,40.44999999999965,22.350000000000975,22.35000000000098,22.350000000000975
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,45.90000000000093,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,23.400000000000087,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,20.799999999998597,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,32.549999999998974,9.850000000001248,9.850000000001252,9.850000000001248
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,5.5000000000005045,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,49.69999999999918,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,45.09999999999903,5.8999999999997925,5.8999999999997925,5.8999999999997925
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,46.0499999999997,17.94999999999991,17.949999999999903,17.94999999999991
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,31.149999999999785,4.349999999999632,4.3499999999996355,4.349999999999632
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,27.10000000000101,2.199999999999976,2.199999999999978,2.199999999999976
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,30.399999999999316,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,29.600000000000733,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,117.89999999999965,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,24.89999999999992,20.083333333333897,17.45000000000274,4.35000000000074
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,35.199999999999676,20.09999999999993,30.149999999999896,29.69999999999917
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,49.29999999999879,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,48.09999999999981,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,35.70000000000073,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,15.699999999998493,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,39.20000000000145,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,28.099999999997568,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,81.49999999999879,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,29.350000000000207,10.449999999998516,10.449999999998518,10.449999999998516
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,43.400000000001214,12.483333333334068,19.700000000000266,12.400000000000185
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,49.04999999999937,13.650000000000047,18.400000000000077,6.950000000000006
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,28.299999999998878,13.233333333333432,19.850000000000144,8.199999999998209
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,27.500000000000302,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,23.79999999999938,12.050000000000118,21.750000000000387,11.300000000000756
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,12.600000000000389,10.479999999999375,9.599999999998495,5.999999999999336
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,34.69999999999862,20.557142857142715,38.50000000000019,19.69999999999805
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,33.60000000000029,12.722222222222426,21.100000000000563,9.70000000000137
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,31.999999999999808,11.100000000000552,12.400000000001299,8.300000000001084
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,37.20000000000168,14.74615384615326,15.199999999999655,9.600000000000719
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,37.700000000000514,19.355555555555302,45.69999999999962,19.29999999999988
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,45.699999999999626,15.7200000000004,31.000000000001023,16.899999999999686
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,30.599999999999515,10.025000000000727,9.30000000000097,7.300000000000084
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,43.600000000001415,13.1714285714289,20.75000000000049,14.099999999999106
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,28.599999999998627,11.342857142857227,20.35000000000009,11.900000000002454
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,39.69999999999807,11.76666666666678,17.65000000000017,2.2999999999973113
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,36.8999999999997,28.939999999999962,56.99999999999815,10.700000000001257
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,48.59999999999975,7.699999999999923,12.19999999999942,7.5499999999995
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,51.00000000000104,17.16666666666514,25.74999999999772,11.699999999998923
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,30.350000000000094,17.3249999999997,32.07499999999974,15.949999999999022
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,61.89999999999918,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,31.299999999998548,18.43333333333345,27.650000000000176,24.199999999998667
06AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,109.00000000000132,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,13.499999999999623,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,22.100000000000456,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,13.400000000001189,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,36.40000000000088,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|36,1,62.400000000000226,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|21,1,35.00000000000058,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|24,1,68.99999999999906,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|26,1,15.000000000000568,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|27,1,28.69999999999928,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|20,1,19.599999999999618,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|28,1,2.7999999999983594,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|31,1,68.4000000000018,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|13,1,16.400000000000855,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|21,1,76.09999999999894,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|23,3,43.30000000000167,17.86666666666677,26.800000000000153,6.40000000000196
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|26,1,47.59999999999876,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|27,3,16.000000000000462,19.566666666666062,29.349999999999092,0.4000000000004036
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|32,2,15.799999999999148,4.999999999999449,4.999999999999451,4.999999999999449
06AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|33,2,40.05000000000036,34.35000000000077,34.350000000000776,34.35000000000077
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|8,1,48.69999999999708,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|11,1,13.900000000000023,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|15,1,97.09999999999886,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|16,1,68.70000000000154,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|17,3,23.29999999999943,9.46666666666651,14.199999999999767,9.600000000000719
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|18,3,23.199999999998774,16.73333333333267,25.09999999999901,6.299999999996864
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|19,2,8.150000000000103,3.6499999999994888,3.6499999999994897,3.6499999999994888
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|20,3,55.0000000000006,18.73333333333319,28.09999999999978,7.6999999999993705
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|21,7,35.30000000000033,10.88571428571423,13.450000000000408,8.899999999998357
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|22,8,27.10000000000101,19.724999999999604,36.84999999999883,19.299999999999873
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|23,11,30.70000000000128,15.281818181818574,19.79999999999982,9.200000000000319
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|24,6,29.94999999999969,14.933333333332355,21.124999999997392,11.099999999999435
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|25,8,26.800000000000153,19.237500000000296,18.125000000001044,13.549999999999947
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|26,10,32.10000000000046,23.369999999999667,20.824999999998763,13.199999999999884
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|27,7,26.399999999999753,30.742857142857126,46.34999999999945,24.10000000000024
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|28,6,50.09999999999958,20.54999999999955,32.324999999999704,16.150000000000333
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|29,2,42.55000000000008,16.04999999999967,16.04999999999967,16.04999999999967
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|30,6,44.64999999999941,4.883333333333496,8.574999999999541,5.300000000000306
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|31,9,56.79999999999906,18.45555555555582,34.19999999999979,14.700000000000841
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|32,4,33.45000000000042,6.62499999999955,8.474999999999461,5.749999999998813
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|33,1,85.30000000000148,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|34,7,29.000000000001243,18.471428571428724,21.05000000000023,7.400000000001846
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|35,3,62.80000000000064,16.499999999999293,24.74999999999894,1.7999999999984624
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|36,2,45.20000000000079,2.100000000000442,2.100000000000435,2.100000000000442
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|37,1,61.20000000000125,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|42,1,104.00000000000188,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|19,1,0.0,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|21,1,105.69999999999969,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|25,2,64.04999999999994,60.750000000000526,60.75000000000053,60.750000000000526
06AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|27,1,28.69999999999927,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|33,1,209.20000000000047,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|15,1,13.000000000000789,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|16,1,61.29999999999968,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|18,1,13.100000000001444,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|20,1,15.300000000000317,0.0,0.0,0.0
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|21,2,46.450000000000095,18.949999999999797,18.949999999999804,18.949999999999797
06AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|23,2,18.5499999999994,13.849999999999696,13.849999999999696,13.849999999999696
