historical_date,cmc_id,symbol,historical_rank,venue,venue_instrument_id,listing_timestamp,listing_timestamp_authority,delisting_timestamp,delisting_timestamp_authority,contract_age_days_at_t,tradable_at_t,mature_30d_at_t,historical_price_data_available,historical_funding_data_available,historical_volume_data_available,liquidity_evidence_status,contract_existence_eligible,contract_maturity_eligible,historical_data_eligible,historical_liquidity_verified,eligibility_status,exclusion_reason
2024-06-01,5692,COMP,146,BYBIT_LINEAR,COMPUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,18069,GMT,147,HYPERLIQUID,GMT-PERP,2023-11-26T18:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,187,TRUE,TRUE,YES,YES,YES,CURRENT_ONLY_PROXY,TRUE,TRUE,TRUE,FALSE,ELIGIBLE_EX_LIQUIDITY,historical_liquidity_not_verified
2024-06-01,18069,GMT,147,OKX,GMT-USDT-SWAP,2022-04-01T08:56:09Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,791,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,18069,GMT,147,BINANCE_USDM,GMTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,18069,GMT,147,BYBIT_LINEAR,GMTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,12387,RBN,148,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,12387,RBN,148,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,12387,RBN,148,BINANCE_USDM,RBNUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,12387,RBN,148,BYBIT_LINEAR,RBNUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,7548,WEMIX,149,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,7548,WEMIX,149,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,7548,WEMIX,149,BINANCE_USDM,WEMIXUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,7548,WEMIX,149,BYBIT_LINEAR,WEMIXUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,8290,SUPER,150,HYPERLIQUID,SUPER-PERP,2023-11-26T18:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,187,TRUE,TRUE,YES,YES,YES,CURRENT_ONLY_PROXY,TRUE,TRUE,TRUE,FALSE,ELIGIBLE_EX_LIQUIDITY,historical_liquidity_not_verified
2024-06-01,8290,SUPER,150,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,8290,SUPER,150,BINANCE_USDM,SUPERUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,8290,SUPER,150,BYBIT_LINEAR,SUPERUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,2130,ENJ,151,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,2130,ENJ,151,OKX,ENJ-USDT-SWAP,2024-03-01T10:25:01Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,91,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,2130,ENJ,151,BINANCE_USDM,ENJUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,2130,ENJ,151,BYBIT_LINEAR,ENJUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,8526,RAY,152,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,8526,RAY,152,OKX,RAY-USDT-SWAP,2024-03-12T10:25:00Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,80,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,8526,RAY,152,BINANCE_USDM,RAYUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,8526,RAY,152,BYBIT_LINEAR,RAYUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,9816,NFT,153,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,9816,NFT,153,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,9816,NFT,153,BINANCE_USDM,NFTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,9816,NFT,153,BYBIT_LINEAR,NFTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,12999,SSV,154,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,12999,SSV,154,OKX,SSV-USDT-SWAP,2023-11-23T03:55:00Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,190,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,12999,SSV,154,BINANCE_USDM,SSVUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,12999,SSV,154,BYBIT_LINEAR,SSVUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,9640,METIS,155,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,9640,METIS,155,OKX,METIS-USDT-SWAP,2023-12-28T09:55:00Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,155,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,9640,METIS,155,BINANCE_USDM,METISUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,9640,METIS,155,BYBIT_LINEAR,METISUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,28932,DYM,156,HYPERLIQUID,DYM-PERP,2024-02-06T18:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,115,TRUE,TRUE,YES,YES,YES,CURRENT_ONLY_PROXY,TRUE,TRUE,TRUE,FALSE,ELIGIBLE_EX_LIQUIDITY,historical_liquidity_not_verified
2024-06-01,28932,DYM,156,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,28932,DYM,156,BINANCE_USDM,DYMUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,28932,DYM,156,BYBIT_LINEAR,DYMUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,5567,CELO,157,HYPERLIQUID,CELO-PERP,2024-09-25T06:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,,FALSE,FALSE,NO,NO,NO,N_A_NOT_LISTED,FALSE,FALSE,FALSE,FALSE,NOT_ELIGIBLE,listed_after_t
2024-06-01,5567,CELO,157,OKX,CELO-USDT-SWAP,2021-09-24T10:03:05Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,980,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,5567,CELO,157,BINANCE_USDM,CELOUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,5567,CELO,157,BYBIT_LINEAR,CELOUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,1896,ZRX,158,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,1896,ZRX,158,OKX,ZRX-USDT-SWAP,2020-08-21T10:12:51Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,1379,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,1896,ZRX,158,BINANCE_USDM,ZRXUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,1896,ZRX,158,BYBIT_LINEAR,ZRXUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,1437,ZEC,159,HYPERLIQUID,ZEC-PERP,2025-10-02T14:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,,FALSE,FALSE,NO,NO,NO,N_A_NOT_LISTED,FALSE,FALSE,FALSE,FALSE,NOT_ELIGIBLE,listed_after_t
2024-06-01,1437,ZEC,159,OKX,ZEC-USDT-SWAP,2025-11-06T03:15:00Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,,FALSE,FALSE,NO,NO,NO,N_A_NOT_LISTED,FALSE,FALSE,FALSE,FALSE,NOT_ELIGIBLE,listed_after_t
2024-06-01,1437,ZEC,159,BINANCE_USDM,ZECUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,1437,ZEC,159,BYBIT_LINEAR,ZECUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,2469,ZIL,160,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,2469,ZIL,160,OKX,ZIL-USDT-SWAP,2020-09-09T10:12:51Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,1360,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,2469,ZIL,160,BINANCE_USDM,ZILUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,2469,ZIL,160,BYBIT_LINEAR,ZILUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,3964,RSR,161,HYPERLIQUID,RSR-PERP,2023-12-05T20:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,178,TRUE,TRUE,YES,YES,YES,CURRENT_ONLY_PROXY,TRUE,TRUE,TRUE,FALSE,ELIGIBLE_EX_LIQUIDITY,historical_liquidity_not_verified
2024-06-01,3964,RSR,161,OKX,RSR-USDT-SWAP,2020-09-09T10:12:51Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,1360,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,3964,RSR,161,BINANCE_USDM,RSRUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,3964,RSR,161,BYBIT_LINEAR,RSRUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,4705,PAXG,162,HYPERLIQUID,PAXG-PERP,2025-04-06T16:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,,FALSE,FALSE,NO,NO,NO,N_A_NOT_LISTED,FALSE,FALSE,FALSE,FALSE,NOT_ELIGIBLE,listed_after_t
2024-06-01,4705,PAXG,162,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,4705,PAXG,162,BINANCE_USDM,PAXGUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,4705,PAXG,162,BYBIT_LINEAR,PAXGUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,2682,HOT,163,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,2682,HOT,163,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,2682,HOT,163,BINANCE_USDM,HOTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,2682,HOT,163,BYBIT_LINEAR,HOTUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,28541,JTO,164,HYPERLIQUID,JTO-PERP,2023-12-07T17:00:00Z,INFERRED_FIRST_DATA_TIMESTAMP,,,176,TRUE,TRUE,YES,YES,YES,CURRENT_ONLY_PROXY,TRUE,TRUE,TRUE,FALSE,ELIGIBLE_EX_LIQUIDITY,historical_liquidity_not_verified
2024-06-01,28541,JTO,164,OKX,JTO-USDT-SWAP,2024-01-08T06:55:00Z,OFFICIAL_LIST_TIME,,DELISTING_NOT_AVAILABLE_PUBLIC_API,144,TRUE,TRUE,PARTIAL,PARTIAL,PARTIAL,NOT_AVAILABLE_HISTORICAL,TRUE,TRUE,FALSE,FALSE,CONTRACT_MATURITY_ELIGIBLE,historical_data_partial
2024-06-01,28541,JTO,164,BINANCE_USDM,JTOUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,28541,JTO,164,BYBIT_LINEAR,JTOUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,3783,ANKR,165,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,3783,ANKR,165,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,3783,ANKR,165,BINANCE_USDM,ANKRUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,3783,ANKR,165,BYBIT_LINEAR,ANKRUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,5691,SKL,166,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,5691,SKL,166,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,5691,SKL,166,BINANCE_USDM,SKLUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
2024-06-01,5691,SKL,166,BYBIT_LINEAR,SKLUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (403 CloudFront) from this environment
2024-06-01,4041,MX,167,HYPERLIQUID,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no HL perp (current meta)
2024-06-01,4041,MX,167,OKX,,,,,,,,,NO,NO,NO,N_A_NOT_LISTED,,,,FALSE,NOT_LISTED,no OKX SWAP (current list)
2024-06-01,4041,MX,167,BINANCE_USDM,MXUSDT,,GEO_BLOCKED_FROM_ENV,,GEO_BLOCKED_FROM_ENV,,,,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,YES_ARCHIVE_2020P,BLOCKED_FROM_ENV,,,,FALSE,UNVERIFIABLE_FROM_ENV,live API geo-blocked (451) from this environment; listing unverifiable; archive data method documented (data.binance.vision 2020-01+)
