edge_A,edge_B,w_A_pct,w_B_pct,f_total_pct,n_paths,exp_cagr,median_cagr,max_dd_p50,max_dd_p95,P_dd_ge_10,P_dd_ge_20,P_dd_ge_30,P_dd_ge_40,P_dd_ge_50,P_technical_ruin
0.25,0.25,70,30,2.0,5000,-0.35201497816174276,-0.3536498386010516,0.7210269440078885,0.8204447093576973,0.9034537078651685,0.8106595505617977,0.7034359550561797,0.5800611235955057,0.4368465168539326,0.0
0.25,0.25,100,0,0.5,5000,-0.09149785774540824,-0.09121013389812144,0.25101423136293866,0.35511758053758435,0.5973498876404494,0.22585191011235956,0.029075955056179777,0.00041595505617977527,0.0,0.0
0.25,0.25,100,0,1.0,5000,-0.17555415939646332,-0.1758350246357872,0.44225250350783507,0.5869589919012579,0.7891103370786516,0.5797415730337079,0.358858202247191,0.15835955056179776,0.03731168539325843,0.0
0.25,0.25,100,0,2.0,5000,-0.32339084771153853,-0.32654107824332956,0.6961596240107104,0.8342539678935766,0.8831950561797752,0.7824815730337079,0.66702,0.5344662921348314,0.3863761797752809,0.0
0.25,1.0,0,100,0.5,5000,0.2773100471414888,0.2753986953350569,0.053643672188142796,0.08812606374029436,0.0004447191011235955,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0,100,1.0,5000,0.6257565022124892,0.6171105840703612,0.10518541666542403,0.1697124213239497,0.020855056179775282,0.0003110112359550562,1.348314606741573e-06,0.0,0.0,0.0
0.25,1.0,0,100,2.0,5000,1.6062977248909793,1.5508098660174643,0.20234951346833824,0.3147843325784179,0.14219393258426966,0.018587865168539327,0.0018840449438202247,0.00014674157303370787,7.865168539325843e-06,0.0
0.25,1.0,30,70,0.5,5000,0.1537948071153246,0.15252726439946973,0.04423388000935447,0.073962676402386,0.00011977528089887641,0.0,0.0,0.0,0.0,0.0
0.25,1.0,30,70,1.0,5000,0.3288566083865828,0.3241481995807953,0.08701039741302966,0.14373551466676296,0.012554157303370787,8.337078651685393e-05,0.0,0.0,0.0,0.0
0.25,1.0,30,70,2.0,5000,0.7533197502991732,0.7309664385305336,0.16854417442845648,0.27025940469043,0.10915258426966293,0.010836404494382022,0.0006435955056179776,2.1348314606741574e-05,0.0,0.0
0.25,1.0,50,50,0.5,5000,0.07789704713347345,0.07659334580870647,0.04832905025231618,0.08652306991381371,0.0011215730337078651,0.0,0.0,0.0,0.0,0.0
0.25,1.0,50,50,1.0,5000,0.16056880420172978,0.15664560438313313,0.09497419109073396,0.1669219367127772,0.035833932584269666,0.0007946067415730337,0.0,0.0,0.0,0.0
0.25,1.0,50,50,2.0,5000,0.34094950253985623,0.3272548180904895,0.18334365753631743,0.3109057120831331,0.18468359550561797,0.032293258426966294,0.004171460674157303,0.00026247191011235957,0.0,0.0
0.25,1.0,70,30,0.5,5000,0.006794468686790029,0.006649652160620634,0.07557669143054016,0.15000195809113054,0.04916247191011236,0.00030786516853932583,0.0,0.0,0.0,0.0
0.25,1.0,70,30,1.0,5000,0.012800300388411446,0.011821552722367956,0.14707356517763842,0.2805212868963303,0.24357123595505617,0.042022696629213485,0.0035817977528089886,1.5056179775280899e-05,0.0,0.0
0.25,1.0,70,30,2.0,5000,0.022374439233211734,0.017271282180275183,0.2778857851373085,0.4899838285948786,0.4891438202247191,0.23520314606741574,0.09239842696629214,0.02723078651685393,0.0051822471910112355,0.0
0.25,1.0,100,0,0.5,5000,-0.09149785774540824,-0.09121013389812144,0.25101423136293866,0.35511758053758435,0.5973498876404494,0.22585191011235956,0.029075955056179777,0.00041595505617977527,0.0,0.0
0.25,1.0,100,0,1.0,5000,-0.17555415939646332,-0.1758350246357872,0.44225250350783507,0.5869589919012579,0.7891103370786516,0.5797415730337079,0.358858202247191,0.15835955056179776,0.03731168539325843,0.0
0.25,1.0,100,0,2.0,5000,-0.32339084771153853,-0.32654107824332956,0.6961596240107104,0.8342539678935766,0.8831950561797752,0.7824815730337079,0.66702,0.5344662921348314,0.3863761797752809,0.0
1.0,0.25,0,100,0.5,5000,-0.12624029750799096,-0.1263956755805528,0.3282733765610629,0.421656391434008,0.7153449438202247,0.4158579775280899,0.12980831460674158,0.008720674157303371,5.685393258426966e-05,0.0
1.0,0.25,0,100,1.0,5000,-0.23743869210837046,-0.2384641127092077,0.5515499729026629,0.6679750545316602,0.852683595505618,0.7017755056179775,0.5338316853932584,0.34130337078651685,0.15091595505617977,0.0
1.0,0.25,0,100,2.0,5000,-0.42126089329287497,-0.42516373013659164,0.8036609942765851,0.8930403367287683,0.9217238202247191,0.8471359550561798,0.7629453932584269,0.6666970786516854,0.5537896629213483,0.0
1.0,0.25,30,70,0.5,5000,-0.005441267954250146,-0.005809330433799831,0.08293243328572475,0.15737657130384813,0.06444359550561798,0.0006467415730337079,0.0,0.0,0.0,0.0
1.0,0.25,30,70,1.0,5000,-0.011881159190988163,-0.013366271549922204,0.1609291308272416,0.29302393335773164,0.30302719101123593,0.055464269662921346,0.00485685393258427,0.00010224719101123596,0.0,0.0
1.0,0.25,30,70,2.0,5000,-0.02768941997193723,-0.0328719609782499,0.3029344250593491,0.50924777471276,0.574349213483146,0.2945723595505618,0.1216476404494382,0.035960898876404496,0.0070952808988764045,0.0
1.0,0.25,50,50,0.5,5000,0.08393902177759298,0.08334874576325724,0.039874563104577335,0.0674915318602954,4.651685393258427e-05,0.0,0.0,0.0,0.0,0.0
1.0,0.25,50,50,1.0,5000,0.1731705666187087,0.17096058033995487,0.078587565466527,0.1316064251504716,0.011596404494382023,2.404494382022472e-05,0.0,0.0,0.0,0.0
1.0,0.25,50,50,2.0,5000,0.3681672306592261,0.35910160634125443,0.15292073170862736,0.24983038355828682,0.10913393258426966,0.010083820224719101,0.0006024719101123595,3.146067415730337e-06,0.0,0.0
1.0,0.25,70,30,0.5,5000,0.18109622233737646,0.18073718129291538,0.03712658805427328,0.059820830713736735,8.98876404494382e-07,0.0,0.0,0.0,0.0,0.0
1.0,0.25,70,30,1.0,5000,0.39167800300264255,0.38958050831790614,0.07338223951433188,0.11717949879647852,0.0029258426966292136,0.0,0.0,0.0,0.0,0.0
1.0,0.25,70,30,2.0,5000,0.9186128092577303,0.9046791093024739,0.14325386236730622,0.22391021162694538,0.05522202247191011,0.0023802247191011235,3.752808988764045e-05,0.0,0.0,0.0
1.0,0.25,100,0,0.5,5000,0.34285853477837075,0.34231889704686014,0.044057986320094306,0.06859259472525905,4.044943820224719e-06,0.0,0.0,0.0,0.0,0.0
1.0,0.25,100,0,1.0,5000,0.7951783095419758,0.7903631134381214,0.0869553446544653,0.13395309360567642,0.004179775280898876,3.3707865168539327e-06,0.0,0.0,0.0,0.0
1.0,0.25,100,0,2.0,5000,2.1659650751631103,2.1255331963946587,0.16929691046496226,0.2551764022448158,0.06448741573033707,0.0035943820224719103,9.078651685393259e-05,2.247191011235955e-07,0.0,0.0
